No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
0.0,Ugo Amadi,28.0,S,1,0.0,201.0,5-9,Oregon,5/16/1997,6,,Seattle Seahawks / 4th / 132nd pick / 2019
71.0,Kelvin Banks,21.0,OT,1,1.0,315.0,6-5,Texas,3/10/2004,Rook,,New Orleans Saints / 1st / 9th pick / 2025
23.0,Julian Blackmon,27.0,S,1,1.0,187.0,6-0,Utah,8/24/1998,5,,Indianapolis Colts / 3rd / 85th pick / 2020
97.0,Khristian Boyd,25.0,DT,0,0.0,320.0,6-2,Northern Iowa,2/23/2000,1,,New Orleans Saints / 6th / 199th pick / 2024
90.0,Bryan Bresee,24.0,DT,1,1.0,305.0,6-5,Clemson,10/6/2001,2,,New Orleans Saints / 1st / 29th pick / 2023
91.0,Vernon Broughton,24.0,DT,0,0.0,305.0,6-4,Texas,7/15/2001,Rook,,New Orleans Saints / 3rd / 71st pick / 2025
58.0,Jonathan Bullard,32.0,DE,1,0.0,290.0,6-3,Florida,10/22/1993,9,,Chicago Bears / 3rd / 72nd pick / 2016
10.0,Brandin Cooks,32.0,WR,1,0.0,193.0,5-10,Oregon St.,9/25/1993,11,,New Orleans Saints / 1st / 20th pick / 2014
56.0,Demario Davis,36.0,LB,1,1.0,248.0,6-2,Arkansas St.,1/11/1989,13,,New York Jets / 3rd / 77th pick / 2012
53.0,Jaylan Ford,24.0,LB,1,0.0,240.0,6-2,Texas,11/28/2001,1,,New Orleans Saints / 5th / 175th pick / 2024
63.0,Luke Fortner,27.0,OL,1,0.0,307.0,6-4,Kentucky,5/15/1998,3,,Jacksonville Jaguars / 3rd / 65th pick / 2022
75.0,Taliese Fuaga,23.0,OT,1,1.0,324.0,6-6,Oregon St.,4/5/2002,1,,New Orleans Saints / 1st / 14th pick / 2024
92.0,Davon Godchaux,31.0,DT,1,1.0,330.0,6-3,LSU,11/11/1994,8,,Miami Dolphins / 5th / 178th pick / 2017
96.0,Carl Granderson,29.0,DE,1,1.0,261.0,6-5,Wyoming,12/18/1996,6,,
19.0,Blake Grupe,27.0,K,1,0.0,156.0,5-7,"Arkansas St.,Notre Dame",11/5/1998,2,,
31.0,Jordan Howden,25.0,DB,0,0.0,209.0,6-0,Minnesota,5/14/2000,2,,New Orleans Saints / 5th / 146th pick / 2023
83.0,Juwan Johnson,29.0,TE,1,1.0,231.0,6-4,"Oregon,Penn St.",9/13/1996,5,,
13.0,Velus Jones Jr.,28.0,RB,1,0.0,200.0,6-0,"USC,Tennessee",5/11/1997,3,,Chicago Bears / 3rd / 71st pick / 2022
94.0,Cameron Jordan,36.0,DE,1,1.0,287.0,6-4,California,7/10/1989,14,,New Orleans Saints / 1st / 24th pick / 2011
41.0,Alvin Kamara,30.0,RB,1,1.0,215.0,5-10,"Alabama,Hutchinson (KS),Tennessee",7/25/1995,8,,New Orleans Saints / 3rd / 67th pick / 2017
32.0,Kai Kroeger,23.0,P,1,0.0,213.0,6-3,South Carolina,6/11/2002,Rook,,
