No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
17.0,Jerome Baker,29.0,LB,1,1.0,232.0,6-2,Ohio St.,12/25/1996,7,,Miami Dolphins / 3rd / 73rd pick / 2018
20.0,Jarrick Bernard-Converse,25.0,CB,1,0.0,205.0,6-1,"Oklahoma St.,LSU",4/29/2000,2,,New York Jets / 6th / 204th pick / 2023
75.0,Joel Bitonio,34.0,G,1,1.0,320.0,6-4,Nevada,10/11/1991,11,,Cleveland Browns / 2nd / 35th pick / 2014
13.0,Corey Bojorquez,29.0,P,1,0.0,217.0,6-0,"Cerritos (CA),New Mexico",9/13/1996,7,,
16.0,Isaiah Bond,21.0,WR,1,0.0,180.0,5-11,"Alabama,Texas",3/15/2004,Rook,,
30.0,Devin Bush Jr.,27.0,LB,1,1.0,235.0,5-11,Michigan,7/18/1998,6,,Pittsburgh Steelers / 1st / 10th pick / 2019
2.0,DeAndre Carter,32.0,WR,1,0.0,190.0,5-8,Sacramento St.,4/10/1993,7,,
96.0,Maliek Collins,30.0,DT,1,1.0,310.0,6-2,Nebraska,4/8/1995,9,,Dallas Cowboys / 3rd / 67th pick / 2016
78.0,Jack Conklin,31.0,T,1,1.0,308.0,6-6,Michigan St.,8/17/1994,9,,Tennessee Titans / 1st / 8th pick / 2016
9.0,Grant Delpit,27.0,S,1,1.0,208.0,6-3,LSU,9/20/1998,4,,Cleveland Browns / 2nd / 44th pick / 2020
43.0,Mohamoud Diabate,24.0,LB,1,0.0,225.0,6-4,"Florida,Utah",5/18/2001,2,,
44.0,Harold Fannin,21.0,TE,1,1.0,241.0,6-4,Bowling Green,7/20/2004,Rook,,Cleveland Browns / 3rd / 67th pick / 2025
15.0,Joe Flacco,40.0,QB,1,1.0,245.0,6-6,"Pittsburgh,Delaware",1/16/1985,17,,Baltimore Ravens / 1st / 18th pick / 2008
34.0,Jerome Ford,26.0,RB,1,0.0,210.0,5-10,"Alabama,Cincinnati",9/12/1999,3,,Cleveland Browns / 5th / 156th pick / 2022
8.0,Dillon Gabriel,25.0,QB,0,0.0,205.0,5-11,"Central Florida,Oklahoma,Oregon",12/28/2000,Rook,,Cleveland Browns / 3rd / 94th pick / 2025
95.0,Myles Garrett,30.0,DE,1,1.0,272.0,6-4,Texas A&M,12/29/1995,8,,Cleveland Browns / 1st / 1st pick / 2017
94.0,Mason Graham,22.0,DT,1,1.0,315.0,6-4,Michigan,9/2/2003,Rook,,Cleveland Browns / 1st / 5th pick / 2025
51.0,Michael Hall,22.0,DT,0,0.0,300.0,6-3,Ohio St.,6/13/2003,1,,Cleveland Browns / 2nd / 54th pick / 2024
26.0,Myles Harden,24.0,CB,1,0.0,195.0,5-11,South Dakota,12/13/2001,1,,Cleveland Browns / 7th / 227th pick / 2024
93.0,Shelby Harris,34.0,DT,1,0.0,288.0,6-2,Illinois St.,8/11/1991,11,,Oakland Raiders / 7th / 235th pick / 2014
33.0,Ronnie Hickman,24.0,S,1,1.0,209.0,6-1,Ohio St.,10/11/2001,2,,
66.0,Adin Huntington,23.0,DT,1,0.0,281.0,6-1,"Kent St.,La-Monroe,Tulane",3/18/2002,Rook,,
5.0,Rayshawn Jenkins,31.0,S,1,0.0,220.0,6-1,Miami (FL),1/25/1994,8,,Los Angeles Chargers / 4th / 113th pick / 2017
74.0,Teven Jenkins,27.0,G,1,0.0,321.0,6-6,Oklahoma St.,3/3/1998,4,,Chicago Bears / 2nd / 39th pick / 2021
3.0,Jerry Jeudy,26.0,WR,1,1.0,195.0,6-1,Alabama,4/24/1999,5,,Denver Broncos / 1st / 15th pick / 2020
79.0,Dawand Jones,24.0,T,1,1.0,374.0,6-8,Ohio St.,8/6/2001,2,,Cleveland Browns / 4th / 111th pick / 2023
10.0,Quinshon Judkins,22.0,RB,1,0.0,221.0,5-11,"Mississippi,Ohio St.",10/29/2003,Rook,,Cleveland Browns / 2nd / 36th pick / 2025
23.0,Damontae Kazee,32.0,FS,1,0.0,174.0,5-11,San Diego St.,6/5/1993,8,,Atlanta Falcons / 5th / 149th pick / 2017
84.0,Gage Larvadain,23.0,WR,0,0.0,171.0,5-8,South Carolina,1/3/2002,Rook,,
72.0,KT Leveston,26.0,OT,0,0.0,336.0,6-4,Kansas St.,10/28/1999,Rook,,Los Angeles Rams / 7th / 254th pick / 2024
