No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
26.0,Tycen Anderson,26.0,S,1,0.0,205.0,6-2,Toledo,6/13/1999,2,,Cincinnati Bengals / 5th / 166th pick / 2022
27.0,Jordan Battle,25.0,S,1,1.0,215.0,6-1,Alabama,12/14/2000,2,,Cincinnati Bengals / 3rd / 95th pick / 2023
25.0,Tahj Brooks,23.0,RB,1,0.0,220.0,5-9,Texas Tech,5/13/2002,Rook,,Cincinnati Bengals / 6th / 193rd pick / 2025
30.0,Chase Brown,25.0,RB,1,1.0,210.0,5-10,"Western Michigan,Illinois",3/21/2000,2,,Cincinnati Bengals / 5th / 163rd pick / 2023
75.0,Orlando Brown Jr.,29.0,OT,1,1.0,350.0,6-8,Oklahoma,5/2/1996,7,,Baltimore Ravens / 3rd / 83rd pick / 2018
6.0,Jake Browning,29.0,QB,0,0.0,209.0,6-2,Washington,4/11/1996,2,,
42.0,Oren Burks,30.0,LB,1,0.0,233.0,6-3,Vanderbilt,3/21/1995,7,,Green Bay Packers / 3rd / 88th pick / 2018
9.0,Joe Burrow,29.0,QB,1,1.0,215.0,6-4,"Ohio St.,LSU",12/10/1996,5,,Cincinnati Bengals / 1st / 1st pick / 2020
81.0,Jermaine Burton,24.0,WR,0,0.0,204.0,6-0,"Georgia,Alabama",6/28/2001,1,,Cincinnati Bengals / 3rd / 80th pick / 2024
49.0,Barrett Carter,23.0,LB,1,0.0,231.0,6-0,Clemson,10/23/2002,Rook,,Cincinnati Bengals / 4th / 119th pick / 2025
1.0,Ja'Marr Chase,25.0,WR,1,1.0,205.0,6-0,LSU,3/1/2000,4,,Cincinnati Bengals / 1st / 5th pick / 2021
95.0,Howard Cross,,DT,0,0.0,285.0,6-1,Notre Dame,,Rook,,
63.0,Dylan Fairchild,22.0,OG,1,1.0,318.0,6-5,Georgia,5/8/2003,Rook,,Cincinnati Bengals / 3rd / 81st pick / 2025
86.0,Noah Fant,28.0,TE,1,1.0,249.0,6-4,Iowa,11/20/1997,6,,Denver Broncos / 1st / 20th pick / 2019
61.0,Cody Ford,29.0,OT,1,0.0,345.0,6-3,Oklahoma,12/28/1996,6,,Buffalo Bills / 2nd / 38th pick / 2019
88.0,Mike Gesicki,30.0,TE,1,0.0,245.0,6-6,Penn St.,10/3/1995,7,,Miami Dolphins / 2nd / 42nd pick / 2018
85.0,Cam Grandy,25.0,TE,0,0.0,253.0,6-5,"Missouri Western St.,Illinois St.",11/19/2000,1,,
91.0,Trey Hendrickson,31.0,DE,1,1.0,265.0,6-4,Florida Atlantic,12/5/1994,8,,New Orleans Saints / 3rd / 103rd pick / 2017
50.0,Shaka Heyward,25.0,LB,1,0.0,238.0,6-3,Duke,4/19/2000,1,,
5.0,Tee Higgins,26.0,WR,1,1.0,220.0,6-4,Clemson,1/18/1999,5,,Cincinnati Bengals / 2nd / 33rd pick / 2020
92.0,B.J. Hill,30.0,DT,1,1.0,311.0,6-3,North Carolina St.,4/20/1995,7,,New York Giants / 3rd / 69th pick / 2018
23.0,Daxton Hill,25.0,CB,1,1.0,195.0,6-0,Michigan,9/29/2000,3,,Cincinnati Bengals / 1st / 31st pick / 2022
87.0,Tanner Hudson,31.0,TE,1,0.0,241.0,6-5,Southern Arkansas,11/12/1994,6,,
80.0,Andrei Iosivas,26.0,WR,1,0.0,210.0,6-3,Princeton,10/15/1999,2,,Cincinnati Bengals / 6th / 206th pick / 2023
38.0,DJ Ivey,25.0,CB,1,0.0,192.0,6-1,Miami (FL),2/25/2000,2,,Cincinnati Bengals / 7th / 246th pick / 2023
93.0,McKinnley Jackson,24.0,DT,0,0.0,330.0,6-2,Texas A&M,12/26/2001,1,,Cincinnati Bengals / 3rd / 97th pick / 2024
90.0,Kris Jenkins,24.0,DT,1,0.0,310.0,6-3,Michigan,10/10/2001,1,,Cincinnati Bengals / 2nd / 49th pick / 2024
15.0,Charlie Jones,27.0,WR,1,0.0,190.0,6-0,"Buffalo,Iowa,Purdue",10/29/1998,2,,Cincinnati Bengals / 4th / 131st pick / 2023
37.0,PJ Jules,24.0,S,1,0.0,203.0,6-0,Southern Illinois,5/14/2001,1,,
64.0,Ted Karras,32.0,C,1,1.0,310.0,6-4,Illinois,3/15/1993,9,,New England Patriots / 6th / 221st pick / 2016
44.0,Demetrius Knight,25.0,LB,1,1.0,240.0,6-2,"Georgia Tech,Charlotte,South Carolina",7/21/2000,Rook,,Cincinnati Bengals / 2nd / 49th pick / 2025
65.0,Matt Lee,24.0,C,0,0.0,310.0,6-4,"Central Florida,Miami (FL)",6/6/2001,1,,Cincinnati Bengals / 7th / 237th pick / 2024
2.0,Evan McPherson,26.0,K,1,0.0,185.0,5-11,Florida,7/21/1999,4,,Cincinnati Bengals / 5th / 149th pick / 2021
71.0,Amarius Mims,23.0,OT,1,1.0,350.0,6-8,Georgia,10/14/2002,1,,Cincinnati Bengals / 1st / 18th pick / 2024
99.0,Myles Murphy,23.0,DE,1,0.0,275.0,6-5,Clemson,1/3/2002,2,,Cincinnati Bengals / 1st / 28th pick / 2023
28.0,Josh Newton,25.0,CB,1,1.0,190.0,5-11,"La-Monroe,TCU",9/14/2000,1,,Cincinnati Bengals / 5th / 149th pick / 2024
58.0,Joseph Ossai,25.0,DE,1,1.0,263.0,6-4,Texas,4/13/2000,3,,Cincinnati Bengals / 3rd / 69th pick / 2021
