No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
28.0,De'Von Achane,24.0,RB,1,1.0,191.0,5-9,Texas A&M,10/13/2001,2,,Miami Dolphins / 3rd / 84th pick / 2023
16.0,Jake Bailey,28.0,P,1,0.0,212.0,6-2,Stanford,6/18/1997,6,,New England Patriots / 5th / 163rd pick / 2019
93.0,Zeek Biggers,22.0,DT,0,0.0,319.0,6-6,Georgia Tech,10/4/2003,Rook,,Miami Dolphins / 7th / 253rd pick / 2025
27.0,Ethan Bonner,26.0,CB,0,0.0,190.0,6-1,Stanford,10/23/1999,2,,
79.0,Larry Borom,26.0,OL,1,0.0,325.0,6-5,Missouri,3/30/1999,4,,Chicago Bears / 5th / 151st pick / 2021
32.0,Julius Brents,25.0,CB,0,0.0,198.0,6-3,"Iowa,Kansas St.",1/18/2000,2,,Indianapolis Colts / 2nd / 44th pick / 2023
55.0,Aaron Brewer,28.0,OL,1,1.0,295.0,6-1,Texas St.,10/28/1997,5,,
3.0,K.J. Britt,26.0,LB,1,0.0,240.0,6-0,Auburn,6/4/1999,4,,Tampa Bay Buccaneers / 5th / 176th pick / 2021
20.0,Jordyn Brooks,28.0,LB,1,1.0,240.0,6-0,Texas Tech,10/21/1997,5,,Seattle Seahawks / 1st / 27th pick / 2020
64.0,Daniel Brunskill,31.0,OL,0,0.0,300.0,6-5,San Diego St.,1/27/1994,6,,
91.0,Matthew Butler,26.0,DT,1,0.0,305.0,6-3,Tennessee,6/10/1999,3,,Las Vegas Raiders / 5th / 175th pick / 2022
22.0,Elijah Campbell,30.0,DB,1,0.0,200.0,5-11,"Iowa Western,Northern Illinois,Northern Iowa",8/24/1995,5,,
49.0,Joe Cardona,33.0,LS,1,0.0,241.0,6-2,Navy,4/16/1992,10,,New England Patriots / 5th / 166th pick / 2015
2.0,Bradley Chubb,29.0,LB,1,1.0,268.0,6-4,North Carolina St.,6/24/1996,7,,Denver Broncos / 1st / 5th pick / 2018
80.0,Tanner Conner,27.0,TE,1,0.0,237.0,6-3,Idaho St.,3/20/1998,3,,
21.0,Ashtyn Davis,29.0,S,1,0.0,205.0,6-1,California,10/10/1996,5,,New York Jets / 3rd / 68th pick / 2020
11.0,Tyrel Dodson,27.0,LB,1,1.0,237.0,6-0,Texas A&M,6/25/1998,5,,
26.0,Rasul Douglas,30.0,CB,1,0.0,209.0,6-2,"Nassau CC,West Virginia",8/29/1995,8,,Philadelphia Eagles / 3rd / 99th pick / 2017
36.0,Storm Duck,25.0,CB,1,1.0,195.0,6-0,"North Carolina,Louisville",12/15/2000,1,,
82.0,D'Wayne Eskridge,28.0,WR,1,0.0,190.0,5-9,Western Michigan,3/23/1997,4,,Seattle Seahawks / 2nd / 56th pick / 2021
14.0,Quinn Ewers,22.0,QB,0,0.0,209.0,6-2,"Ohio St.,Texas",3/15/2003,Rook,,Miami Dolphins / 7th / 231st pick / 2025
29.0,Minkah Fitzpatrick,29.0,S,1,1.0,207.0,6-1,Alabama,11/17/1996,7,,Miami Dolphins / 1st / 11th pick / 2018
40.0,Willie Gay Jr.,27.0,LB,1,0.0,246.0,6-1,Mississippi St.,2/15/1998,5,,Kansas City Chiefs / 2nd / 63rd pick / 2020
53.0,Cameron Goode,27.0,LB,1,0.0,245.0,6-3,California,4/15/1998,2,,Miami Dolphins / 7th / 224th pick / 2022
31.0,Ollie Gordon,21.0,RB,1,0.0,225.0,6-2,Oklahoma St.,1/15/2004,Rook,,Miami Dolphins / 6th / 179th pick / 2025
90.0,Kenneth Grant,22.0,DT,1,1.0,335.0,6-3,Michigan,10/27/2003,Rook,,Miami Dolphins / 1st / 13th pick / 2025
89.0,Julian Hill,25.0,TE,1,1.0,251.0,6-4,Campbell,7/9/2000,2,,
10.0,Tyreek Hill,31.0,WR,1,1.0,191.0,5-10,"Garden City (KS),Oklahoma St.,West Alabama",3/1/1994,9,,Kansas City Chiefs / 5th / 165th pick / 2016
30.0,Alec Ingold,29.0,FB,1,1.0,232.0,6-1,Wisconsin,7/9/1996,6,,
73.0,Austin Jackson,26.0,OL,1,1.0,310.0,6-5,USC,8/11/1999,5,,Miami Dolphins / 1st / 18th pick / 2020
95.0,Benito Jones,28.0,DT,1,1.0,335.0,6-1,Mississippi,11/27/1997,5,,
23.0,Jack Jones,28.0,CB,1,1.0,175.0,5-11,"USC,Moorpark College,Arizona St.",12/20/1997,3,,New England Patriots / 4th / 121st pick / 2022
8.0,Matt Judon,33.0,OLB,1,0.0,275.0,6-3,Grand Valley St.,8/15/1992,9,,Baltimore Ravens / 5th / 146th pick / 2016
70.0,Kendall Lamm,33.0,T,0,0.0,305.0,6-6,Appalachian St.,6/5/1992,10,,
33.0,Jason Marshall,23.0,CB,1,0.0,204.0,6-0,Florida,9/6/2002,Rook,,Miami Dolphins / 5th / 150th pick / 2025
9.0,Ifeatu Melifonwu,26.0,S,1,1.0,210.0,6-3,Syracuse,5/2/1999,4,,Detroit Lions / 3rd / 101st pick / 2021
52.0,Patrick Paul,24.0,OT,1,1.0,326.0,6-7,Houston,11/1/2001,1,,Miami Dolphins / 2nd / 55th pick / 2024
15.0,Jaelan Phillips,26.0,LB,1,1.0,263.0,6-5,"UCLA,Miami (FL)",5/28/1999,4,,Miami Dolphins / 1st / 18th pick / 2021
94.0,Jordan Phillips,21.0,DT,1,0.0,305.0,6-3,"Tennessee,Maryland",6/30/2004,Rook,,Miami Dolphins / 5th / 143rd pick / 2025
