No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
14.0,Jamal Agnew,30,WR,1,0.0,190.0,5-10,San Diego,4/3/1995,8,,Detroit Lions / 5th / 165th pick / 2017
20.0,DeAundre Alford,28,CB,1,0.0,180.0,5-11,Tusculum,11/5/1997,3,,
25.0,Tyler Allgeier,25,RB,1,1.0,225.0,5-10,BYU,4/15/2000,3,,Atlanta Falcons / 5th / 151st pick / 2022
3.0,Jessie Bates III,28,S,1,1.0,210.0,6-1,Wake Forest,2/26/1997,7,,Cincinnati Bengals / 2nd / 54th pick / 2018
65.0,Matthew Bergeron,25,OL,1,1.0,315.0,6-5,Syracuse,2/26/2000,2,,Atlanta Falcons / 2nd / 38th pick / 2023
40.0,JD Bertrand,25,LB,1,0.0,230.0,6-1,Notre Dame,5/5/2000,1,,Atlanta Falcons / 5th / 143rd pick / 2024
33.0,Billy Bowman,22,DB,1,0.0,194.0,5-10,Oklahoma,1/29/2003,Rook,,Atlanta Falcons / 4th / 118th pick / 2025
35.0,Natrone Brooks,26,CB,1,0.0,175.0,5-11,"Copiah-Lincoln CC,Southern Miss",12/11/1999,1,,
38.0,Nathan Carter,23,RB,0,0.0,202.0,5-10,Michigan St.,5/22/2002,Rook,,
18.0,Kirk Cousins,37,QB,0,0.0,205.0,6-3,Michigan St.,8/19/1988,13,,Washington Redskins / 4th / 102nd pick / 2012
0.0,Divine Deablo,27,LB,1,1.0,223.0,6-3,Virginia Tech,8/17/1998,4,,Las Vegas Raiders / 3rd / 80th pick / 2021
54.0,Brandon Dorlus,24,DT,1,1.0,295.0,6-3,Oregon,3/22/2001,1,,Atlanta Falcons / 4th / 109th pick / 2024
17.0,Arnold Ebiketie,26,DE,1,0.0,250.0,6-2,"Temple,Penn St.",1/23/1999,3,,Atlanta Falcons / 2nd / 38th pick / 2022
55.0,Kaden Elliss,30,LB,1,1.0,240.0,6-2,Idaho,7/10/1995,6,,New Orleans Saints / 7th / 244th pick / 2019
56.0,Leonard Floyd,33,DE,1,1.0,240.0,6-3,Georgia,9/8/1992,9,,Chicago Bears / 1st / 9th pick / 2016
28.0,Mike Ford,30,CB,1,0.0,199.0,6-0,SE Missouri St.,8/4/1995,7,,
84.0,Feleipe Franks,28,TE,1,0.0,241.0,6-6,"Florida,Arkansas",12/22/1997,4,,
29.0,Jordan Fuller,27,S,1,1.0,203.0,6-2,Ohio St.,3/4/1998,5,,Los Angeles Rams / 6th / 199th pick / 2020
52.0,Jovaughn Gwyn,26,OL,1,0.0,310.0,6-2,South Carolina,3/18/1999,2,,Atlanta Falcons / 7th / 225th pick / 2023
96.0,Zach Harrison,24,DL,1,1.0,270.0,6-5,Ohio St.,8/14/2001,2,,Atlanta Falcons / 3rd / 75th pick / 2023
23.0,DeMarcco Hellams,25,S,0,0.0,203.0,6-1,Alabama,6/5/2000,2,,Atlanta Falcons / 7th / 224th pick / 2023
68.0,Kyle Hinton,27,OL,1,0.0,315.0,6-2,Washburn,2/27/1998,3,,Minnesota Vikings / 7th / 253rd pick / 2020
4.0,KhaDarel Hodge,30,WR,1,0.0,210.0,6-2,"Alcorn St.,Hinds CC,Prairie View A&M",1/3/1995,7,,
21.0,Mike Hughes,28,CB,1,1.0,190.0,5-10,"North Carolina,Central Florida",2/11/1997,7,,Minnesota Vikings / 1st / 30th pick / 2018
72.0,Michael Jerrell,26,OT,0,0.0,309.0,6-5,Findlay,8/18/1999,1,,Seattle Seahawks / 6th / 207th pick / 2024
6.0,Younghoe Koo,31,K,1,0.0,195.0,5-10,Georgia Southern,8/3/1994,8,,
63.0,Chris Lindstrom,28,G,1,1.0,310.0,6-4,Boston Col.,2/28/1997,6,,Atlanta Falcons / 1st / 14th pick / 2019
5.0,Drake London,24,WR,1,1.0,215.0,6-4,USC,7/24/2001,3,,Atlanta Falcons / 1st / 8th pick / 2022
94.0,LaCale London,28,DL,1,0.0,297.0,6-3,Western Illinois,8/5/1997,4,,
51.0,DeAngelo Malone,26,DE,1,0.0,235.0,6-3,Western Kentucky,7/12/1999,3,,Atlanta Falcons / 3rd / 82nd pick / 2022
70.0,Jake Matthews,33,T,1,1.0,310.0,6-5,Texas A&M,2/11/1992,11,,Atlanta Falcons / 1st / 6th pick / 2014
34.0,Ray-Ray McCloud,29,WR,1,0.0,185.0,5-9,Clemson,10/15/1996,7,,Buffalo Bills / 6th / 187th pick / 2018
49.0,Liam McCullough,28,LS,1,0.0,245.0,6-2,Ohio St.,6/5/1997,3,,
1.0,Darnell Mooney,28,WR,0,0.0,180.0,5-11,Tulane,10/29/1997,5,,Chicago Bears / 5th / 173rd pick / 2020
69.0,Jack Nelson,23,OL,0,0.0,314.0,6-7,Wisconsin,1/15/2002,Rook,,Atlanta Falcons / 7th / 218th pick / 2025
64.0,Ryan Neuzil,28,OL,1,1.0,305.0,6-3,Appalachian St.,7/31/1997,3,,
90.0,David Onyemata,33,DL,1,1.0,310.0,6-4,Manitoba,11/13/1992,9,,New Orleans Saints / 4th / 120th pick / 2016
98.0,Ruke Orhorhoro,24,DT,1,0.0,295.0,6-4,Clemson,10/13/2001,1,,Atlanta Falcons / 2nd / 35th pick / 2024
27.0,James Pearce,22,DE,1,0.0,243.0,6-5,Tennessee,10/12/2003,Rook,,Atlanta Falcons / 1st / 26th pick / 2025
9.0,Michael Penix,25,QB,1,1.0,220.0,6-3,"Indiana,Washington",5/8/2000,1,,Atlanta Falcons / 1st / 8th pick / 2024
22.0,Clark Phillips,24,CB,0,0.0,185.0,5-9,Utah,12/19/2001,2,,Atlanta Falcons / 4th / 113th pick / 2023
13.0,Bradley Pinion,31,P,1,0.0,265.0,6-5,Clemson,6/1/1994,10,,San Francisco 49ers / 5th / 165th pick / 2015
8.0,Kyle Pitts,25,TE,1,1.0,250.0,6-6,Florida,10/6/2000,4,,Atlanta Falcons / 1st / 4th pick / 2021
85.0,Teagan Quitoriano,25,TE,1,0.0,259.0,6-6,Oregon St.,3/15/2000,3,,Houston Texans / 5th / 170th pick / 2022
,Sam Roberts,27,DT,0,0.0,295.0,6-5,NW Missouri St.,4/14/1998,3,,New England Patriots / 6th / 200th pick / 2022
