No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
13.0,Mack Hollins,32.0,WR,1,1.0,221.0,6-4,North Carolina,9/16/1993,8,,Philadelphia Eagles / 4th / 118th pick / 2017
81.0,Austin Hooper,31.0,TE,1,0.0,254.0,6-4,Stanford,10/29/1994,9,,Atlanta Falcons / 3rd / 81st pick / 2016
30.0,D.J. James,24.0,CB,1,0.0,184.0,6-0,"Oregon,Auburn",3/5/2001,Rook,,Seattle Seahawks / 6th / 192nd pick / 2024
33.0,Anfernee Jennings,28.0,LB,0,0.0,255.0,6-2,Alabama,9/1/1997,5,,New England Patriots / 3rd / 87th pick / 2020
25.0,Marcus Jones,27.0,CB,1,0.0,188.0,5-8,"Troy,Houston",10/22/1998,3,,New England Patriots / 3rd / 85th pick / 2022
2.0,Harold Landry,29.0,OLB,1,1.0,252.0,6-2,Boston Col.,6/5/1996,7,,Tennessee Titans / 2nd / 41st pick / 2018
59.0,Vederian Lowe,26.0,T,1,0.0,315.0,6-5,Illinois,4/17/1999,3,,Minnesota Vikings / 6th / 184th pick / 2022
15.0,Marte Mapu,26.0,LB,1,0.0,230.0,6-3,Sacramento St.,11/8/1999,2,,New England Patriots / 3rd / 76th pick / 2023
10.0,Drake Maye,23.0,QB,1,1.0,225.0,6-4,North Carolina,8/30/2002,1,,New England Patriots / 1st / 3rd pick / 2024
76.0,Morgan Moses,34.0,OT,1,1.0,320.0,6-6,Virginia,3/3/1991,11,,Washington Redskins / 3rd / 66th pick / 2014
71.0,Michael Onwenu,28.0,OL,1,1.0,350.0,6-3,Michigan,12/10/1997,5,,New England Patriots / 6th / 182nd pick / 2020
24.0,Dell Pettus,24.0,S,1,0.0,200.0,5-11,Troy,6/2/2001,1,,
91.0,Elijah Ponder,23.0,LB,1,0.0,261.0,6-3,Cal Poly-San Luis Obispo,8/24/2002,Rook,,
46.0,Mark Robinson,26.0,LB,1,0.0,235.0,5-11,"Presbyterian,SE Missouri St.,Mississippi",8/14/1999,3,,Pittsburgh Steelers / 7th / 225th pick / 2022
41.0,Brenden Schooler,28.0,S,1,0.0,210.0,6-2,"Oregon,Texas",5/30/1997,3,,
14.0,Robert Spillane,30.0,LB,1,1.0,229.0,6-1,Western Michigan,12/14/1995,7,,
38.0,Rhamondre Stevenson,27.0,RB,1,1.0,227.0,6-0,"Cerritos (CA),Oklahoma",2/23/1998,4,,New England Patriots / 4th / 120th pick / 2021
95.0,Khyiris Tonga,29.0,DL,1,0.0,335.0,6-2,BYU,7/7/1996,4,,Chicago Bears / 7th / 250th pick / 2021
70.0,Caedan Wallace,25.0,T,0,0.0,314.0,6-5,Penn St.,4/18/2000,1,,New England Patriots / 3rd / 68th pick / 2024
37.0,Jack Westover,26.0,FB,1,0.0,245.0,6-2,Washington,6/9/1999,1,,
99.0,Keion White,26.0,DE,1,0.0,285.0,6-5,"Old Dominion,Georgia Tech",1/20/1999,2,,New England Patriots / 2nd / 46th pick / 2023
18.0,Kyle Williams,23.0,WR,1,0.0,190.0,5-11,"UNLV,Washington St.",11/13/2002,Rook,,New England Patriots / 3rd / 69th pick / 2025
97.0,Milton Williams,26.0,DT,1,1.0,290.0,6-3,Louisiana Tech,4/6/1999,4,,Philadelphia Eagles / 3rd / 73rd pick / 2021
58.0,Jared Wilson,22.0,C,1,1.0,310.0,6-3,Georgia,6/5/2003,Rook,,New England Patriots / 3rd / 95th pick / 2025
22.0,Charles Woods,25.0,CB,0,0.0,185.0,5-11,"Illinois St.,West Virginia,SMU",6/17/2000,1,,
31.0,Craig Woodson,24.0,S,1,1.0,200.0,6-0,California,2/20/2001,Rook,,New England Patriots / 4th / 106th pick / 2025
27.0,Marcellas Dial (IR),25.0,DB,0,0.0,190.0,6-0,"Georgia Military,South Carolina",12/6/2000,1,,New England Patriots / 6th / 180th pick / 2024
72.0,Yasir Durant (IR),27.0,OT,0,0.0,330.0,6-6,Missouri,5/21/1998,5,,
68.0,Isaiah Iton (IR),24.0,DT,0,0.0,277.0,6-2,Rutgers,8/23/2001,Rook,,
46.0,Brock Lampe (IR),22.0,FB,0,0.0,249.0,6-1,Northern Illinois,3/31/2003,Rook,,
34.0,Lan Larison (IR),24.0,RB,0,0.0,209.0,5-11,UC Davis,10/11/2001,Rook,,
1.0,Ja'Lynn Polk (IR),23.0,WR,0,0.0,203.0,6-1,"Texas Tech,Washington",4/11/2002,1,,New England Patriots / 2nd / 37th pick / 2024
,Deneric Prince (IR),25.0,RB,0,0.0,216.0,6-0,"Texas A&M,Tulsa",4/11/2000,2,,
94.0,Jaquelin Roy (IR),25.0,DT,0,0.0,305.0,6-3,LSU,10/22/2000,2,,Minnesota Vikings / 5th / 141st pick / 2023
48.0,Jahlani Tavai (IR),29.0,LB,0,0.0,255.0,6-2,Hawaii,9/28/1996,6,,Detroit Lions / 2nd / 43rd pick / 2019
,Team Total,26.4,,1,,246.6,6-1.9,,,3.4,,
