No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
31.0,Kris Abrams-Draine,24.0,CB,1,0.0,178.0,5-11,Missouri,10/4/2001,1,,Denver Broncos / 5th / 145th pick / 2024
45.0,Nate Adkins,26.0,TE,0,0.0,252.0,6-3,"East Tennessee St.,South Carolina",7/9/1999,2,,
99.0,Zach Allen,28.0,DL,1,1.0,285.0,6-5,Boston Col.,8/20/1997,6,,Arizona Cardinals / 3rd / 65th pick / 2019
28.0,Tyler Badie,25.0,RB,1,0.0,197.0,5-8,Missouri,2/7/2000,3,,Baltimore Ravens / 6th / 196th pick / 2022
56.0,Levelle Bailey,25.0,LB,1,0.0,225.0,6-2,Fresno St.,12/4/2000,1,,
23.0,Jahdae Barron,24.0,CB,1,0.0,200.0,5-11,Texas,12/4/2001,Rook,,Denver Broncos / 1st / 20th pick / 2025
72.0,Garett Bolles,33.0,T,1,1.0,300.0,6-5,"Snow College (UT),Utah",5/27/1992,8,,Denver Broncos / 1st / 20th pick / 2017
15.0,Nik Bonitto,26.0,OLB,1,1.0,240.0,6-3,Oklahoma,9/26/1999,3,,Denver Broncos / 2nd / 64th pick / 2022
13.0,Pat Bryant,23.0,WR,1,0.0,204.0,6-2,Illinois,12/10/2002,Rook,,Denver Broncos / 3rd / 74th pick / 2025
0.0,Jonathon Cooper,27.0,OLB,1,1.0,257.0,6-4,Ohio St.,1/8/1998,4,,Denver Broncos / 7th / 239th pick / 2021
16.0,Jeremy Crawshaw,24.0,P,1,0.0,205.0,6-3,Florida,5/22/2001,Rook,,Denver Broncos / 6th / 216th pick / 2025
73.0,Frank Crum,25.0,OT,0,0.0,315.0,6-7,Wyoming,5/14/2000,1,,
27.0,J.K. Dobbins,27.0,RB,1,1.0,212.0,5-10,Ohio St.,12/17/1998,5,,Baltimore Ravens / 2nd / 55th pick / 2020
4.0,Sam Ehlinger,27.0,QB,0,0.0,222.0,6-1,Texas,9/30/1998,4,,Indianapolis Colts / 6th / 218th pick / 2021
52.0,Jonah Elliss,22.0,OLB,1,0.0,246.0,6-2,Utah,4/3/2003,1,,Denver Broncos / 3rd / 76th pick / 2024
1.0,Evan Engram,31.0,TE,1,0.0,240.0,6-3,Mississippi,9/2/1994,8,,New York Giants / 1st / 23rd pick / 2017
54.0,Alex Forsyth,26.0,C,1,0.0,312.0,6-4,Oregon,2/13/1999,1,,Denver Broncos / 7th / 257th pick / 2023
48.0,Mitchell Fraboni,29.0,LS,1,0.0,223.0,6-2,Arizona St.,10/28/1996,3,,
11.0,Troy Franklin,22.0,WR,1,1.0,180.0,6-3,Oregon,2/6/2003,1,,Denver Broncos / 4th / 102nd pick / 2024
98.0,John Franklin-Myers,29.0,DL,1,1.0,288.0,6-4,S.F. Austin,9/26/1996,7,,Los Angeles Rams / 4th / 135th pick / 2018
57.0,Dre Greenlaw,28.0,LB,0,0.0,230.0,6-0,Arkansas,5/25/1997,6,,San Francisco 49ers / 5th / 148th pick / 2019
12.0,RJ Harvey,24.0,RB,1,0.0,205.0,5-8,"Virginia,Central Florida",2/4/2001,Rook,,Denver Broncos / 2nd / 60th pick / 2025
9.0,Talanoa Hufanga,26.0,S,1,1.0,200.0,6-0,USC,2/2/1999,4,,San Francisco 49ers / 5th / 180th pick / 2021
94.0,Jordan Jackson,27.0,DL,1,0.0,294.0,6-4,Air Force,1/30/1998,1,,New Orleans Saints / 6th / 194th pick / 2022
22.0,Brandon Jones,27.0,S,1,1.0,191.0,6-0,Texas,4/2/1998,5,,Miami Dolphins / 3rd / 70th pick / 2020
93.0,D.J. Jones,30.0,DT,1,1.0,305.0,6-0,"East Mississippi CC,Mississippi",1/19/1995,8,,San Francisco 49ers / 6th / 198th pick / 2017
95.0,Sai'vion Jones,22.0,DE,0,0.0,289.0,6-5,LSU,7/3/2003,Rook,,Denver Broncos / 3rd / 101st pick / 2025
26.0,Devon Key,28.0,DB,1,0.0,208.0,6-0,Western Kentucky,10/28/1997,1,,
85.0,Lucas Krull,27.0,TE,1,1.0,260.0,6-6,"Jefferson,Florida,Pittsburgh",7/11/1998,3,,
6.0,P.J. Locke,28.0,S,1,0.0,202.0,5-10,Texas,2/12/1997,5,,
3.0,Wil Lutz,31.0,K,1,0.0,184.0,5-11,Georgia St.,7/7/1994,9,,
69.0,Mike McGlinchey,31.0,T,1,1.0,315.0,6-8,Notre Dame,8/29/1994,7,,San Francisco 49ers / 1st / 9th pick / 2018
38.0,Jaleel McLaughlin,25.0,RB,0,0.0,187.0,5-7,"Notre Dame (OH),Youngstown St.",9/13/2000,2,,
29.0,Ja'Quan McMillian,25.0,CB,1,0.0,183.0,5-10,East Carolina,6/4/2000,3,,
77.0,Quinn Meinerz,27.0,G,1,1.0,320.0,6-3,Wisconsin–Whitewater,11/15/1998,4,,Denver Broncos / 3rd / 98th pick / 2021
19.0,Marvin Mims,23.0,WR,1,0.0,182.0,5-11,Oklahoma,3/19/2002,2,,Denver Broncos / 2nd / 63rd pick / 2023
21.0,Riley Moss,25.0,CB,1,1.0,193.0,6-0,Iowa,3/3/2000,2,,Denver Broncos / 3rd / 83rd pick / 2023
10.0,Bo Nix,25.0,QB,1,1.0,217.0,6-2,"Auburn,Oregon",2/25/2000,1,,Denver Broncos / 1st / 12th pick / 2024
63.0,Alex Palczewski,26.0,T,1,0.0,314.0,6-6,Illinois,8/3/1999,1,,
79.0,Matt Peart,28.0,T,1,0.0,318.0,6-7,Connecticut,6/11/1997,5,,New York Giants / 3rd / 99th pick / 2020
74.0,Ben Powers,29.0,G,1,1.0,310.0,6-4,Oklahoma,10/29/1996,6,,Baltimore Ravens / 4th / 123rd pick / 2019
46.0,Adam Prentice,28.0,FB,1,0.0,245.0,6-0,South Carolina,1/16/1997,4,,
