No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
33.0,Jamal Adams,30.0,S,1,0.0,213.0,6-1,LSU,10/17/1995,8,,New York Jets / 1st / 6th pick / 2017
81.0,Alex Bachman,29.0,WR,1,0.0,190.0,6-0,Wake Forest,5/29/1996,5,,
18.0,Jack Bech,23.0,WR,1,0.0,214.0,6-1,"LSU,TCU",12/18/2002,Rook,,Las Vegas Raiders / 2nd / 58th pick / 2025
50.0,Jacob Bobenmoyer,28.0,LS,1,0.0,235.0,6-0,Northern Colorado,5/28/1997,5,,
99.0,Thomas Booker,26.0,DT,1,1.0,301.0,6-3,Stanford,11/11/1999,3,,Houston Texans / 5th / 150th pick / 2022
89.0,Brock Bowers,23.0,TE,1,1.0,235.0,6-4,Georgia,12/13/2002,1,,Las Vegas Raiders / 1st / 13th pick / 2024
69.0,Adam Butler,31.0,DT,1,1.0,301.0,6-4,Vanderbilt,4/12/1994,8,,
65.0,Alex Cappa,30.0,G,1,0.0,312.0,6-6,Humboldt St.,1/27/1995,7,,Tampa Bay Buccaneers / 3rd / 94th pick / 2018
8.0,Daniel Carlson,30.0,K,1,0.0,215.0,6-5,Auburn,1/23/1995,7,,Minnesota Vikings / 5th / 167th pick / 2018
11.0,Jeremy Chinn,27.0,S,1,1.0,220.0,6-3,Southern Illinois,2/26/1998,5,,Carolina Panthers / 2nd / 64th pick / 2020
6.0,AJ Cole III,30.0,P,1,0.0,220.0,6-4,North Carolina St.,11/27/1995,6,,
98.0,Maxx Crosby,28.0,DE,1,1.0,255.0,6-5,Eastern Michigan,8/22/1997,6,,Oakland Raiders / 4th / 106th pick / 2019
28.0,Terrell Edmunds,28.0,S,1,0.0,217.0,6-1,Virginia Tech,1/20/1997,7,,Pittsburgh Steelers / 1st / 28th pick / 2018
44.0,Tommy Eichenberg,24.0,LB,1,0.0,234.0,6-2,Ohio St.,1/11/2001,1,,Las Vegas Raiders / 5th / 148th pick / 2024
70.0,Stone Forsythe,28.0,OL,1,0.0,307.0,6-8,Florida,12/29/1997,4,,Seattle Seahawks / 6th / 208th pick / 2021
95.0,Leki Fotu,27.0,DT,0,0.0,317.0,6-5,Utah,8/23/1998,5,,Arizona Cardinals / 4th / 114th pick / 2020
71.0,Delmar Glaze,23.0,OT,1,1.0,331.0,6-4,Maryland,8/4/2002,1,,Las Vegas Raiders / 3rd / 77th pick / 2024
60.0,Charles Grant,23.0,OT,0,0.0,304.0,6-4,William & Mary,3/22/2002,Rook,,Las Vegas Raiders / 3rd / 99th pick / 2025
97.0,Tonka Hemingway,24.0,DT,1,0.0,284.0,6-2,South Carolina,10/31/2001,Rook,,Las Vegas Raiders / 4th / 135th pick / 2025
30.0,Darnay Holmes,27.0,CB,1,0.0,198.0,5-10,UCLA,6/23/1998,5,,New York Giants / 4th / 110th pick / 2020
54.0,Brennan Jackson,25.0,OLB,0,0.0,263.0,6-4,Washington St.,10/14/2000,1,,Los Angeles Rams / 5th / 154th pick / 2024
2.0,Ashton Jeanty,22.0,RB,1,1.0,208.0,5-8,Boise St.,12/2/2003,Rook,,Las Vegas Raiders / 1st / 6th pick / 2025
36.0,Kyu Blu Kelly,24.0,CB,1,1.0,188.0,6-0,Stanford,5/22/2001,2,,Baltimore Ravens / 5th / 157th pick / 2023
51.0,Malcolm Koonce,27.0,DE,1,0.0,243.0,6-3,Buffalo,6/6/1998,4,,Las Vegas Raiders / 3rd / 79th pick / 2021
23.0,Dylan Laube,26.0,RB,1,0.0,204.0,5-9,New Hampshire,12/14/1999,1,,Las Vegas Raiders / 6th / 208th pick / 2024
96.0,Jonah Laulu,25.0,DT,1,1.0,289.0,6-5,"Hawaii,Oklahoma",6/30/2000,1,,Indianapolis Colts / 7th / 234th pick / 2024
