No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
74.0,Isaiah Adams,25.0,OL,1,1.0,315.0,6-4,"Wilfrid Laurier,Garden City (KS),Illinois",7/21/2000,1,,Arizona Cardinals / 3rd / 71st pick / 2024
3.0,Budda Baker,29.0,S,1,1.0,195.0,5-10,Washington,1/10/1996,8,,Arizona Cardinals / 2nd / 36th pick / 2017
68.0,Kelvin Beachum,36.0,OL,1,0.0,308.0,6-3,SMU,6/8/1989,13,,Pittsburgh Steelers / 7th / 248th pick / 2012
33.0,Trey Benson,23.0,RB,1,0.0,220.0,6-0,"Oregon,Florida St.",7/21/2002,1,,Arizona Cardinals / 3rd / 66th pick / 2024
32.0,Joey Blount,27.0,S,1,0.0,195.0,6-1,Virginia,11/16/1998,3,,
46.0,Aaron Brewer,35.0,LS,1,0.0,232.0,6-5,San Diego St.,7/5/1990,13,,
7.0,Jacoby Brissett,33.0,QB,0,0.0,235.0,6-4,"Florida,North Carolina St.",12/11/1992,9,,New England Patriots / 3rd / 91st pick / 2016
63.0,Evan Brown,29.0,OL,1,1.0,320.0,6-3,SMU,9/16/1996,6,,
5.0,Baron Browning,26.0,OLB,1,1.0,255.0,6-3,Ohio St.,2/19/1999,4,,Denver Broncos / 3rd / 105th pick / 2021
52.0,Jordan Burch,24.0,OLB,1,0.0,280.0,6-4,"South Carolina,Oregon",10/10/2001,Rook,,Arizona Cardinals / 3rd / 78th pick / 2025
29.0,Denzel Burke,23.0,CB,1,0.0,190.0,5-11,Ohio St.,11/10/2002,Rook,,Arizona Cardinals / 5th / 174th pick / 2025
93.0,Calais Campbell,39.0,DL,1,1.0,315.0,6-8,Miami (FL),9/1/1986,17,,Arizona Cardinals / 2nd / 50th pick / 2008
13.0,Kei'Trel Clark,24.0,CB,0,0.0,181.0,5-10,"Liberty,Louisville",3/19/2001,2,,Arizona Cardinals / 6th / 180th pick / 2023
91.0,L.J. Collier,30.0,DL,1,0.0,300.0,6-2,TCU,9/12/1995,6,,Seattle Seahawks / 1st / 29th pick / 2019
25.0,Zaven Collins,26.0,OLB,1,0.0,270.0,6-4,Tulsa,5/19/1999,4,,Arizona Cardinals / 1st / 16th pick / 2021
6.0,James Conner,30.0,RB,1,1.0,233.0,6-1,Pittsburgh,5/5/1995,8,,Pittsburgh Steelers / 3rd / 105th pick / 2017
36.0,Kitan Crawford,24.0,S,1,0.0,202.0,5-11,"Texas,Nevada",12/31/2001,Rook,,Arizona Cardinals / 7th / 225th pick / 2025
27.0,Akeem Davis-Gaither,28.0,LB,1,1.0,238.0,6-2,Appalachian St.,9/21/1997,5,,Cincinnati Bengals / 4th / 107th pick / 2020
31.0,Emari Demercado,26.0,RB,1,0.0,215.0,5-9,"Saddleback College,TCU",1/20/1999,2,,
4.0,Greg Dortch,27.0,WR,1,0.0,180.0,5-7,Wake Forest,5/29/1998,6,,
72.0,Hjalte Froholdt,29.0,OL,1,1.0,310.0,6-5,Arkansas,8/20/1996,5,,New England Patriots / 4th / 118th pick / 2019
78.0,Josh Fryar,23.0,OT,1,0.0,320.0,6-5,Ohio St.,2/12/2002,Rook,,
59.0,Jon Gaines,26.0,OL,1,0.0,315.0,6-4,UCLA,5/24/1999,1,,Arizona Cardinals / 4th / 122nd pick / 2023
12.0,Blake Gillikin,27.0,P,1,0.0,196.0,6-2,Penn St.,1/21/1998,4,,
18.0,Marvin Harrison Jr.,23.0,WR,1,1.0,220.0,6-3,Ohio St.,8/11/2002,1,,Arizona Cardinals / 1st / 4th pick / 2024
76.0,Will Hernandez,30.0,OL,0,0.0,332.0,6-2,Texas-El Paso,9/2/1995,7,,New York Giants / 2nd / 34th pick / 2018
84.0,Elijah Higgins,25.0,TE,1,1.0,245.0,6-3,Stanford,10/27/2000,2,,Miami Dolphins / 6th / 197th pick / 2023
70.0,Paris Johnson,24.0,OL,1,1.0,325.0,6-6,Ohio St.,7/3/2001,2,,Arizona Cardinals / 1st / 6th pick / 2023
0.0,Will Johnson,22.0,CB,1,0.0,200.0,6-2,Michigan,3/29/2003,Rook,,Arizona Cardinals / 2nd / 47th pick / 2025
28.0,Elijah Jones,25.0,CB,0,0.0,185.0,6-1,Boston Col.,1/8/2000,Rook,,Arizona Cardinals / 3rd / 90th pick / 2024
17.0,Zay Jones,30.0,WR,1,0.0,200.0,6-2,East Carolina,3/30/1995,8,,Buffalo Bills / 2nd / 37th pick / 2017
20.0,Zonovan Knight,24.0,RB,0,0.0,210.0,5-11,North Carolina St.,4/11/2001,3,,
85.0,Trey McBride,26.0,TE,1,1.0,246.0,6-4,Colorado St.,11/22/1999,3,,Arizona Cardinals / 2nd / 55th pick / 2022
16.0,Max Melton,23.0,CB,1,1.0,187.0,5-11,Rutgers,4/15/2002,1,,Arizona Cardinals / 2nd / 43rd pick / 2024
1.0,Kyler Murray,28.0,QB,1,1.0,207.0,5-10,"Texas A&M,Oklahoma",8/7/1997,6,,Arizona Cardinals / 1st / 1st pick / 2019
79.0,PJ Mustipher,26.0,DT,1,0.0,320.0,6-4,Penn St.,11/10/1999,2,,
44.0,Owen Pappoe,25.0,LB,1,0.0,230.0,6-0,Auburn,9/29/2000,2,,Arizona Cardinals / 5th / 168th pick / 2023
87.0,Tip Reiman,24.0,TE,1,1.0,271.0,6-5,Illinois,9/17/2001,1,,Arizona Cardinals / 3rd / 82nd pick / 2024
56.0,Darius Robinson,24.0,DL,1,1.0,285.0,6-5,Missouri,9/13/2001,1,,Arizona Cardinals / 1st / 27th pick / 2024
38.0,Chad Ryland,26.0,K,1,0.0,195.0,6-0,"Eastern Michigan,Maryland",10/15/1999,2,,New England Patriots / 4th / 112th pick / 2023
50.0,Cody Simon,23.0,LB,1,0.0,230.0,6-2,Ohio St.,4/1/2002,Rook,,Arizona Cardinals / 4th / 115th pick / 2025
55.0,Dante Stills,26.0,DL,1,0.0,300.0,6-4,West Virginia,12/14/1999,2,,Arizona Cardinals / 6th / 213th pick / 2023
10.0,Josh Sweat,28.0,OLB,1,1.0,265.0,6-5,Florida St.,3/29/1997,7,,Philadelphia Eagles / 4th / 130th pick / 2018
42.0,Dadrion Taylor-Demerson,24.0,S,1,0.0,197.0,5-10,Texas Tech,1/20/2001,1,,Arizona Cardinals / 4th / 104th pick / 2024
54.0,Xavier Thomas,26.0,OLB,0,0.0,250.0,6-2,Clemson,12/20/1999,1,,Arizona Cardinals / 5th / 138th pick / 2024
34.0,Jalen Thompson,27.0,S,1,1.0,190.0,5-11,Washington St.,7/18/1998,6,,Arizona Cardinals / 5th / 1st pick / 2019 Supp
94.0,Dalvin Tomlinson,31.0,DT,1,1.0,335.0,6-3,Alabama,2/28/1994,8,,New York Giants / 2nd / 55th pick / 2017
81.0,Travis Vokolek,27.0,TE,1,0.0,260.0,6-6,"Rutgers,Nebraska",6/4/1998,2,,
89.0,Xavier Weaver,25.0,WR,1,0.0,185.0,6-1,"South Florida,Colorado",10/12/2000,1,,
21.0,Garrett Williams,24.0,CB,1,1.0,192.0,5-10,Syracuse,6/1/2001,2,,Arizona Cardinals / 3rd / 72nd pick / 2023
73.0,Jonah Williams,28.0,OL,1,1.0,312.0,6-5,Alabama,11/17/1997,5,,Cincinnati Bengals / 1st / 11th pick / 2019
2.0,Mack Wilson,27.0,LB,1,1.0,240.0,6-1,Alabama,2/14/1998,6,,Cleveland Browns / 5th / 155th pick / 2019
14.0,Michael Wilson,25.0,WR,1,0.0,213.0,6-2,Stanford,2/23/2000,2,,Arizona Cardinals / 3rd / 94th pick / 2023
92.0,Bilal Nichols (PUP),29.0,DL,0,0.0,300.0,6-3,Delaware,9/14/1996,7,,Chicago Bears / 5th / 145th pick / 2018
97.0,Walter Nolen (PUP),22.0,DL,0,0.0,300.0,6-4,"Texas A&M,Mississippi",10/14/2003,Rook,,Arizona Cardinals / 1st / 16th pick / 2025
9.0,BJ Ojulari (PUP),23.0,OLB,0,0.0,248.0,6-2,LSU,4/5/2002,2,,Arizona Cardinals / 2nd / 41st pick / 2023
23.0,Sean Murphy-Bunting (NON),28.0,CB,0,0.0,195.0,6-0,Central Michigan,6/19/1997,6,,Tampa Bay Buccaneers / 2nd / 39th pick / 2019
58.0,Hayden Conner (IRD),23.0,OL,0,0.0,315.0,6-6,Texas,4/26/2002,Rook,,Arizona Cardinals / 6th / 211th pick / 2025
75.0,Christian Jones (IRD),25.0,OL,0,0.0,320.0,6-5,Texas,5/12/2000,1,,Arizona Cardinals / 5th / 162nd pick / 2024
86.0,Trishton Jackson (IR),27.0,WR,0,0.0,200.0,6-1,"Michigan St.,Syracuse",3/9/1998,2,,
98.0,Justin Jones (IR),29.0,DL,0,0.0,300.0,6-3,North Carolina St.,8/28/1996,7,,Los Angeles Chargers / 3rd / 84th pick / 2018
51.0,J.J. Russell (IR),27.0,LB,0,0.0,225.0,6-1,Memphis,10/12/1998,3,,
69.0,Valentin Senn (IR),25.0,OL,0,0.0,310.0,6-7,Connecticut,4/23/2000,Rook,,
24.0,Starling Thomas (IR),25.0,CB,0,0.0,194.0,5-10,Ala-Birmingham,1/25/2000,2,,
,Team Total,26.7,,1,,248.0,6-2.1,,,3.8,,
