No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
56.0,Yasir Abdullah,25.0,LB,1,0.0,240.0,6-1,Louisville,4/12/2000,2,,Jacksonville Jaguars / 5th / 136th pick / 2023
36.0,LeQuint Allen,21.0,RB,1,0.0,201.0,6-0,Syracuse,8/5/2004,Rook,,Jacksonville Jaguars / 7th / 236th pick / 2025
91.0,Arik Armstead,32.0,DT,1,1.0,290.0,6-7,Oregon,11/15/1993,10,,San Francisco 49ers / 1st / 17th pick / 2015
21.0,Christian Braswell,26.0,CB,1,0.0,185.0,5-11,Rutgers,9/27/1999,2,,Jacksonville Jaguars / 6th / 202nd pick / 2023
5.0,Dyami Brown,26.0,WR,1,1.0,195.0,6-0,North Carolina,11/1/1999,4,,Washington Football Team / 3rd / 82nd pick / 2021
30.0,Montaric Brown,26.0,CB,0,0.0,190.0,6-0,Arkansas,8/24/1999,3,,Jacksonville Jaguars / 7th / 222nd pick / 2022
3.0,Tyson Campbell,25.0,CB,1,1.0,195.0,6-1,Georgia,3/17/2000,4,,Jacksonville Jaguars / 2nd / 33rd pick / 2021
76.0,Ezra Cleveland,27.0,OL,1,1.0,312.0,6-6,Boise St.,5/8/1998,5,,Minnesota Vikings / 2nd / 58th pick / 2020
9.0,Logan Cooke,30.0,P,1,0.0,230.0,6-5,Mississippi St.,7/28/1995,7,,Jacksonville Jaguars / 7th / 247th pick / 2018
55.0,Chuma Edoga,28.0,G,1,0.0,315.0,6-4,USC,5/25/1997,6,,New York Jets / 3rd / 92nd pick / 2019
1.0,Travis Etienne,26.0,RB,1,1.0,215.0,5-10,Clemson,1/26/1999,3,,Jacksonville Jaguars / 1st / 25th pick / 2021
47.0,Dennis Gardeck,31.0,OLB,1,1.0,232.0,6-0,Sioux Falls,8/9/1994,7,,
95.0,B.J. Green,22.0,DL,0,0.0,270.0,6-1,Colorado,7/3/2003,Rook,,
73.0,Robert Hainsey,27.0,C,1,1.0,306.0,6-4,Notre Dame,8/12/1998,4,,Tampa Bay Buccaneers / 3rd / 95th pick / 2021
52.0,DaVon Hamilton,28.0,DT,1,1.0,335.0,6-4,Ohio St.,2/1/1997,5,,Jacksonville Jaguars / 3rd / 73rd pick / 2020
77.0,Anton Harrison,23.0,OL,1,1.0,315.0,6-4,Oklahoma,2/2/2002,2,,Jacksonville Jaguars / 1st / 27th pick / 2023
41.0,Josh Hines-Allen,28.0,DE,1,1.0,255.0,6-5,Kentucky,7/13/1997,6,,Jacksonville Jaguars / 1st / 7th pick / 2019
12.0,Travis Hunter,22.0,WR,1,1.0,185.0,6-1,"Jackson St.,Colorado",5/18/2003,Rook,,Jacksonville Jaguars / 1st / 2nd pick / 2025
26.0,Antonio Johnson,24.0,S,1,0.0,198.0,6-2,Texas A&M,10/29/2001,2,,Jacksonville Jaguars / 5th / 160th pick / 2023
69.0,Austin Johnson,31.0,DT,1,0.0,314.0,6-4,Penn St.,5/8/1994,9,,Tennessee Titans / 2nd / 43rd pick / 2016
22.0,Jarrian Jones,24.0,CB,1,0.0,190.0,5-11,"Mississippi St.,Florida St.",5/8/2001,1,,Jacksonville Jaguars / 3rd / 96th pick / 2024
54.0,Jack Kiser,25.0,LB,1,0.0,231.0,6-2,Notre Dame,9/10/2000,Rook,,Jacksonville Jaguars / 4th / 107th pick / 2025
25.0,Rayuan Lane,22.0,S,1,0.0,197.0,5-11,Navy,7/21/2003,Rook,,Jacksonville Jaguars / 6th / 200th pick / 2025
16.0,Trevor Lawrence,26.0,QB,1,1.0,220.0,6-6,Clemson,10/6/1999,4,,Jacksonville Jaguars / 1st / 1st pick / 2021
66.0,Ricky Lee,26.0,OT,1,0.0,289.0,6-5,"North Carolina Central,North Carolina A&T",11/16/1999,2,,
2.0,Jourdan Lewis,30.0,CB,1,1.0,190.0,5-10,Michigan,8/31/1995,8,,Dallas Cowboys / 3rd / 92nd pick / 2017
39.0,Cam Little,22.0,K,1,0.0,172.0,6-1,Arkansas,8/17/2003,1,,Jacksonville Jaguars / 6th / 212th pick / 2024
72.0,Walker Little,26.0,OL,1,1.0,325.0,6-7,Stanford,4/1/1999,4,,Jacksonville Jaguars / 2nd / 45th pick / 2021
0.0,Devin Lloyd,27.0,LB,1,1.0,235.0,6-3,Utah,9/30/1998,3,,Jacksonville Jaguars / 1st / 27th pick / 2022
84.0,Hunter Long,27.0,TE,1,0.0,243.0,6-5,Boston Col.,8/19/1998,4,,Miami Dolphins / 3rd / 81st pick / 2021
46.0,Ross Matiscik,29.0,LS,1,0.0,240.0,6-0,Baylor,9/13/1996,5,,
65.0,Patrick Mekari,28.0,OL,1,1.0,305.0,6-4,California,8/13/1997,6,,
51.0,Ventrell Miller,26.0,LB,1,0.0,232.0,6-0,Florida,1/15/1999,1,,Jacksonville Jaguars / 4th / 121st pick / 2023
64.0,Wyatt Milum,23.0,OL,0,0.0,317.0,6-6,West Virginia,12/27/2002,Rook,,Jacksonville Jaguars / 3rd / 89th pick / 2025
60.0,Jonah Monheim,23.0,C,1,0.0,310.0,6-5,USC,6/7/2002,Rook,,Jacksonville Jaguars / 7th / 221st pick / 2025
14.0,Nick Mullens,30.0,QB,0,0.0,210.0,6-0,Southern Miss,3/21/1995,7,,
86.0,Johnny Mundt,31.0,TE,1,0.0,243.0,6-4,Oregon,11/23/1994,8,,
29.0,Eric Murray,31.0,S,1,1.0,199.0,5-11,Minnesota,1/7/1994,9,,Kansas City Chiefs / 4th / 106th pick / 2016
90.0,Emmanuel Ogbah,32.0,DL,1,0.0,275.0,6-4,Oklahoma St.,11/6/1993,9,,Cleveland Browns / 2nd / 32nd pick / 2016
23.0,Foyesade Oluokun,30.0,LB,1,1.0,230.0,6-2,Yale,8/2/1995,7,,Atlanta Falcons / 6th / 200th pick / 2018
17.0,Tim Patrick,32.0,WR,1,0.0,210.0,6-5,Utah,11/23/1993,7,,
68.0,Khalen Saunders,29.0,DT,1,0.0,324.0,6-0,Western Illinois,8/9/1996,6,,Kansas City Chiefs / 3rd / 84th pick / 2019
6.0,Darnell Savage Jr.,28.0,S,1,0.0,198.0,5-11,Maryland,7/30/1997,6,,Green Bay Packers / 1st / 21st pick / 2019
94.0,Maason Smith,23.0,DT,0,0.0,306.0,6-5,LSU,10/13/2002,1,,Jacksonville Jaguars / 2nd / 48th pick / 2024
58.0,Dawuane Smoot,30.0,DE,1,0.0,275.0,6-3,Illinois,3/2/1995,8,,Jacksonville Jaguars / 3rd / 68th pick / 2017
85.0,Brenton Strange,25.0,TE,1,1.0,253.0,6-4,Penn St.,12/27/2000,2,,Jacksonville Jaguars / 2nd / 61st pick / 2023
92.0,Danny Striggow,23.0,DL,0,0.0,255.0,6-5,Minnesota,7/24/2002,Rook,,
7.0,Brian Thomas,23.0,WR,1,1.0,209.0,6-2,LSU,10/8/2002,1,,Jacksonville Jaguars / 1st / 23rd pick / 2024
33.0,Bhayshul Tuten,23.0,RB,1,0.0,209.0,5-9,"North Carolina A&T,Virginia Tech",2/14/2002,Rook,,Jacksonville Jaguars / 4th / 104th pick / 2025
70.0,Cole Van Lanen,27.0,OL,0,0.0,312.0,6-5,Wisconsin,4/23/1998,4,,Green Bay Packers / 6th / 214th pick / 2021
44.0,Travon Walker,25.0,DE,1,1.0,272.0,6-5,Georgia,12/18/2000,3,,Jacksonville Jaguars / 1st / 1st pick / 2022
11.0,Parker Washington,23.0,WR,1,0.0,204.0,5-10,Penn St.,3/21/2002,2,,Jacksonville Jaguars / 6th / 185th pick / 2023
42.0,Andrew Wingard,29.0,S,1,1.0,200.0,6-0,Wyoming,12/5/1996,6,,
75.0,Cooper Hodges (PUP),25.0,OL,0,0.0,305.0,6-4,Appalachian St.,7/13/2000,1,,Jacksonville Jaguars / 7th / 226th pick / 2023
35.0,Jalen McLeod (IRD),23.0,LB,0,0.0,236.0,6-1,"Appalachian St.,Auburn",6/5/2002,Rook,,Jacksonville Jaguars / 6th / 194th pick / 2025
18.0,Joshua Cephus (IR),24.0,WR,0,0.0,193.0,6-2,Texas-San Antonio,3/5/2001,1,,
27.0,Caleb Ransaw (IR),23.0,DB,0,0.0,196.0,6-0,"Troy,Tulane",12/22/2002,Rook,,Jacksonville Jaguars / 3rd / 88th pick / 2025
,Team Total,26.7,,1,,242.8,6-2.1,,,4.1,,
