Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Unnamed: 16_level_0,PAT,PAT,FG,FG,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
67,Bucky Irving,22,TAM,RB,17,3,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,AP ORoY-6
68,Quentin Johnston,23,LAC,WR,15,11,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.2,
69,Alvin Kamara,29,NOR,RB,14,14,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.4,
70,George Kittle,31,SFO,TE,15,15,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.2,"PB,AP-2,AP OPoY-11"
71,Jalen McMillan,23,TAM,WR,13,12,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.7,
72,Brian Robinson Jr.,25,WAS,RB,14,13,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.4,
73,DeVonta Smith,26,PHI,WR,13,13,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.7,
74,Jonnu Smith,29,MIA,TE,17,6,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,PB
75,Courtland Sutton,29,DEN,WR,17,13,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,
76,Kenneth Walker III,24,SEA,RB,11,11,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,48,4.4,
77,Jameson Williams,23,DET,WR,15,11,1,7,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.2,AP CPoY-19
78,Zach Ertz,34,WAS,TE,17,17,0,7,0,0,0,0,0,7,2,0,0,0,0,0,0,46,2.7,AP CPoY-17
79,Greg Joseph,30,3TM,K,8,0,0,0,0,0,0,0,0,0,0,0,11,11,16,20,0,59,7.4,
79,Greg Joseph,30,NYG,K,6,0,0,0,0,0,0,0,0,0,0,0,6,6,13,16,0,45,7.5,
79,Greg Joseph,30,WAS,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,8,8.0,
79,Greg Joseph,30,NYJ,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,6,6.0,
80,Davante Adams,32,2TM,WR,14,14,0,8,0,0,0,0,0,8,1,0,0,0,0,0,0,50,3.6,
80,Davante Adams,32,LVR,WR,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2.0,
80,Davante Adams,32,NYJ,WR,11,11,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,44,4.0,
81,Tucker Kraft,24,GNB,TE,17,17,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,44,2.6,
82,Ladd McConkey,23,LAC,WR,16,14,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,44,2.8,AP ORoY-9
83,Malik Nabers,21,NYG,WR,15,13,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,44,2.9,"PB,AP ORoY-5"
84,Garrett Wilson,24,NYJ,WR,17,17,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,44,2.6,
85,Keenan Allen,32,CHI,WR,15,15,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.8,
86,Tank Bigsby,23,JAX,RB,16,1,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,
87,A.J. Brown,27,PHI,WR,13,13,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,3.2,AP-2
88,Nico Collins,25,HOU,WR,12,12,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,3.5,PB
89,Pat Freiermuth,26,PIT,TE,17,11,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,
90,Graham Gano,37,NYG,K,10,0,0,0,0,0,0,0,0,0,0,0,15,15,9,11,0,42,4.2,
91,Kareem Hunt,29,KAN,RB,13,8,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,3.2,
92,Aaron Jones,30,MIN,RB,17,17,5,2,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,
93,Sam LaPorta,23,DET,TE,16,16,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,
94,Alec Pierce,24,IND,WR,16,13,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,
95,Jayden Reed,24,GNB,WR,17,10,1,6,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,
96,Demarcus Robinson,30,LAR,WR,17,17,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,
97,Jalen Tolbert,25,DAL,WR,17,15,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,
98,Cade York,23,2TM,K,6,0,0,0,0,0,0,0,0,0,0,0,16,17,9,13,0,43,7.2,
98,Cade York,23,WAS,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2.0,
98,Cade York,23,CIN,K,5,0,0,0,0,0,0,0,0,0,0,0,14,15,9,11,0,41,8.2,
99,John Parker Romo,27,MIN,K,4,0,0,0,0,0,0,0,0,0,0,0,7,8,11,12,0,40,10.0,
100,Greg Zuerlein,37,NYJ,K,8,0,0,0,0,0,0,0,0,0,0,0,13,14,9,15,0,40,5.0,
101,Jayden Daniels,24,WAS,QB,17,17,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,38,2.2,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1"
102,CeeDee Lamb,25,DAL,WR,15,15,0,6,0,0,0,0,0,6,1,0,0,0,0,0,0,38,2.5,"PB,AP-2"
103,D.J. Moore,27,CHI,WR,17,17,0,6,0,0,0,0,0,6,1,0,0,0,0,0,0,38,2.2,
104,Anthony Richardson,22,IND,QB,11,11,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,38,3.5,AP CPoY-25
105,D'Andre Swift,25,CHI,RB,17,17,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,38,2.2,
106,Ray Davis,25,BUF,RB,17,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
107,Najee Harris,26,PIT,RB,17,17,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
108,Taysom Hill,34,NOR,TE,8,8,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,4.5,
109,Tyreek Hill,30,MIA,WR,17,17,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
110,Andrei Iosivas,25,CIN,WR,17,8,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
111,Jauan Jennings,27,SFO,WR,15,10,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.4,
112,Roschon Johnson,23,CHI,RB,14,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.6,
113,Cooper Kupp,31,LAR,WR,12,11,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,3.0,
114,Allen Lazard,29,NYJ,WR,12,10,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,3.0,
115,Isaiah Likely,24,BAL,TE,16,9,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.3,
116,Marvin Mims,22,DEN,WR,17,2,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,"PB,AP-1"
117,Jalen Nailor,25,MIN,WR,17,7,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
118,Jaxon Smith-Njigba,22,SEA,WR,17,16,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,PB
119,Tyrone Tracy Jr.,25,NYG,RB,17,12,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
120,Bryce Young,23,CAR,QB,14,12,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.6,
121,Zane Gonzalez,29,WAS,K,6,0,0,0,0,0,0,0,0,0,0,0,19,19,5,7,0,34,5.7,
122,David Njoku,28,CLE,TE,11,11,0,5,0,0,0,0,0,5,2,0,0,0,0,0,0,34,3.1,
123,Anders Carlson,26,2TM,K,7,0,0,0,0,0,0,0,0,0,0,0,12,15,13,15,0,51,7.3,
123,Anders Carlson,26,SFO,K,2,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,18,9.0,
123,Anders Carlson,26,NYJ,K,5,0,0,0,0,0,0,0,0,0,0,0,9,11,8,10,0,33,6.6,
124,Alexander Mattison,26,LVR,RB,14,7,4,1,0,0,0,0,0,5,1,0,0,0,0,0,0,32,2.3,
125,Kyler Murray,27,ARI,QB,17,17,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,32,1.9,AP CPoY-10
126,Tony Pollard,27,TEN,RB,16,16,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,32,2.0,
127,Ameer Abdullah,31,LVR,RB,16,3,2,3,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.9,
128,Calvin Austin III,25,PIT,WR,17,8,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
129,Brock Bowers,22,LVR,TE,17,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,"PB,AP-1,AP ORoY-2"
130,Rico Dowdle,26,DAL,RB,16,15,2,3,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.9,
131,Josh Downs,23,IND,WR,14,8,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.1,
132,Justin Fields,25,PIT,QB,10,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,3.0,
133,Chris Godwin,28,TAM,WR,7,7,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,4.3,
134,Noah Gray,25,KAN,TE,17,10,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
135,Mack Hollins,31,BUF,WR,17,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
136,D.K. Metcalf,27,SEA,WR,15,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,
137,Darnell Mooney,27,ATL,WR,16,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.9,
138,Foster Moreau,27,NOR,TE,17,17,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
139,Bo Nix,24,DEN,QB,17,17,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,AP ORoY-3
140,Brock Purdy,25,SFO,QB,15,15,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,
141,Calvin Ridley,30,TEN,WR,17,14,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
142,Tyjae Spears,23,TEN,RB,12,1,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.5,
143,Adam Thielen,34,CAR,WR,10,10,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,3.0,
144,Dontayvion Wicks,23,GNB,WR,17,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
145,Emanuel Wilson,25,GNB,RB,17,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
146,Jerry Jeudy,25,CLE,WR,17,16,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,28,1.6,PB
147,Matt Prater,40,ARI,K,4,0,0,0,0,0,0,0,0,0,0,0,10,10,6,6,0,28,7.0,
148,Keon Coleman,21,BUF,WR,13,12,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,2.0,
149,Tyler Conklin,29,NYJ,TE,16,15,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.6,
150,Romeo Doubs,24,GNB,WR,13,12,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,2.0,
151,Lamar Jackson,27,BAL,QB,17,17,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.5,"PB,AP-1,AP MVP-2,AP OPoY-2"
152,Cole Kmet,25,CHI,TE,17,16,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.5,
153,Jeremy McNichols,29,WAS,RB,17,1,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.5,
154,Jakobi Meyers,28,LVR,WR,15,15,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.7,
155,Parker Washington,22,JAX,WR,17,7,0,3,1,0,0,0,0,4,1,0,0,0,0,0,0,26,1.5,
156,Matthew Wright,28,3TM,K,5,0,0,0,0,0,0,0,0,0,0,0,6,6,15,16,0,51,10.2,
156,Matthew Wright,28,SFO,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,12,12.0,
156,Matthew Wright,28,KAN,K,2,0,0,0,0,0,0,0,0,0,0,0,2,2,8,9,0,26,13.0,
156,Matthew Wright,28,TEN,K,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,13,6.5,
157,AJ Barner,22,SEA,TE,17,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
158,Nick Chubb,29,CLE,RB,8,8,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,24,3.0,AP CPoY-8
159,Stefon Diggs,31,HOU,WR,8,8,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,3.0,
160,Gus Edwards,29,LAC,RB,11,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,2.2,
161,Austin Ekeler,29,WAS,RB,12,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,2.0,AP-2
162,Zay Flowers,24,BAL,WR,17,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,PB
163,Isaac Guerendo,24,SFO,RB,16,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
164,Justice Hill,27,BAL,RB,15,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.6,
165,DeAndre Hopkins,32,2TM,WR,16,8,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.9,
165,DeAndre Hopkins,32,TEN,WR,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.0,
165,DeAndre Hopkins,32,KAN,WR,10,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,2.4,
166,Ty Johnson,27,BUF,RB,17,1,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
167,Xavier Legette,23,CAR,WR,16,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
168,Trey McBride,25,ARI,TE,16,16,1,2,0,0,1,0,0,4,0,0,0,0,0,0,0,24,1.5,PB
169,Puka Nacua,23,LAR,WR,11,11,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,2.2,
170,Cade Otton,25,TAM,TE,14,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.7,
171,Riley Patterson,25,3TM,K,5,0,0,0,0,0,0,0,0,0,0,0,16,16,4,7,0,28,5.6,
171,Riley Patterson,25,NYJ,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3.0,
171,Riley Patterson,25,CLE,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.0,
171,Riley Patterson,25,ATL,K,3,0,0,0,0,0,0,0,0,0,0,0,12,12,4,7,0,24,8.0,
172,Kyle Pitts,24,ATL,TE,17,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
173,Deebo Samuel,28,SFO,WR,15,15,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.6,
174,Rashid Shaheed,26,NOR,WR,6,5,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,24,4.0,
175,Khalil Shakir,24,BUF,WR,15,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.6,
176,Devin Singletary,27,NYG,RB,15,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.6,
177,Tre Tucker,23,LVR,WR,17,14,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
178,KaVontae Turpin,28,DAL,WR,17,2,0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,24,1.4,"PB,AP-1"
179,Marquez Valdes-Scantling,30,2TM,WR,14,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.7,
179,Marquez Valdes-Scantling,30,NOR,WR,8,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,3.0,
180,Javonte Williams,24,DEN,RB,17,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
181,Michael Wilson,24,ARI,WR,16,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
182,Tyler Allgeier,24,ATL,RB,17,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.2,
183,Kayshon Boutte,22,NWE,WR,15,13,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.3,
184,Tim Patrick,31,DET,WR,16,9,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.3,AP CPoY-6
185,Cedric Tillman,24,CLE,WR,11,6,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.8,
186,Nate Adkins,25,DEN,TE,17,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
187,Cam Akers,25,2TM,RB,17,2,2,3,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,AP CPoY-19
187,Cam Akers,25,HOU,RB,5,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,2.4,
187,Cam Akers,25,MIN,RB,12,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.5,
188,Braelon Allen,20,NYJ,RB,17,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
189,Brandin Cooks,31,DAL,WR,10,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.8,
190,Tank Dell,25,HOU,WR,14,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.3,
191,Greg Dortch,26,ARI,WR,17,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
192,Demario Douglas,24,NWE,WR,17,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
