Player,Pos,home_team,team,week,year,game_id
P.J. Walker,QB,0,Panthers,6.0,2022,90
Christian McCaffrey,RB,0,Panthers,6.0,2022,90
Robbie Chosen,WR,0,Panthers,6.0,2022,90
Shi Smith,WR,0,Panthers,6.0,2022,90
D.J. Moore,WR,0,Panthers,6.0,2022,90
Ian Thomas,TE,0,Panthers,6.0,2022,90
Austin Corbett,OL,0,Panthers,6.0,2022,90
Brady Christensen,T,0,Panthers,6.0,2022,90
Ikem Ekwonu,T,0,Panthers,6.0,2022,90
Taylor Moton,T,0,Panthers,6.0,2022,90
Pat Elflein,G,0,Panthers,6.0,2022,90
Brian Burns,DE,0,Panthers,6.0,2022,90
Yetur Gross-Matos,DE,0,Panthers,6.0,2022,90
Derrick Brown,DT,0,Panthers,6.0,2022,90
Matthew Ioannidis,DT,0,Panthers,6.0,2022,90
Cory Littleton,LB,0,Panthers,6.0,2022,90
Shaq Thompson,LB,0,Panthers,6.0,2022,90
Donte Jackson,CB,0,Panthers,6.0,2022,90
C.J. Henderson,CB,0,Panthers,6.0,2022,90
Myles Hartsfield,DB,0,Panthers,6.0,2022,90
Juston Burris,S,0,Panthers,6.0,2022,90
Xavier Woods,S,0,Panthers,6.0,2022,90
