Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Sam Hubbard,CIN,0,0,0,0,1,0.5,7,4,3,1,1,0,0,0,0,6.0,2022,83
B.J. Hill,CIN,0,0,0,0,0,0.5,6,3,3,1,1,0,0,0,0,6.0,2022,83
Germaine Pratt,CIN,0,0,0,0,0,0.0,14,5,9,0,0,0,0,0,0,6.0,2022,83
Eli Apple,CIN,0,0,0,0,0,0.0,6,3,3,1,0,0,0,0,0,6.0,2022,83
Jay Tufele,CIN,0,0,0,0,0,0.0,6,2,4,1,0,0,0,0,0,6.0,2022,83
Logan Wilson,CIN,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,6.0,2022,83
Chidobe Awuzie,CIN,0,0,0,0,2,0.0,4,1,3,0,0,0,0,0,0,6.0,2022,83
Jessie Bates III,CIN,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,6.0,2022,83
Tre Flowers,CIN,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,6.0,2022,83
Mike Hilton,CIN,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,6.0,2022,83
Vonn Bell,CIN,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,6.0,2022,83
Trey Hendrickson,CIN,0,0,0,0,1,0.0,3,2,1,1,2,0,0,0,0,6.0,2022,83
Zachary Carter,CIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,6.0,2022,83
Akeem Davis-Gaither,CIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,6.0,2022,83
Markus Bailey,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,83
Cameron Sample,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,83
Michael Thomas,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,83
Josh Tupou,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,83
Joseph Ossai,CIN,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,6.0,2022,83
Demario Davis,NOR,0,0,0,0,0,2.0,9,7,2,2,2,0,0,0,0,6.0,2022,83
Kaden Elliss,NOR,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,6.0,2022,83
Chris Harris Jr.,NOR,0,0,0,0,1,0.0,8,8,0,0,0,0,0,0,0,6.0,2022,83
Pete Werner,NOR,0,0,0,0,0,0.0,6,6,0,0,0,0,0,0,0,6.0,2022,83
Marcus Maye,NOR,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,6.0,2022,83
Paulson Adebo,NOR,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,83
Cameron Jordan,NOR,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,83
Tyrann Mathieu,NOR,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,6.0,2022,83
Zack Baun,NOR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,6.0,2022,83
Justin Evans,NOR,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2022,83
Bradley Roby,NOR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,6.0,2022,83
Bryce Thompson,NOR,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2022,83
Andrew Dowell,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,6.0,2022,83
Chase Hansen,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,83
Tanoh Kpassagnon,NOR,0,0,0,0,0,0.0,1,1,0,0,2,0,0,0,0,6.0,2022,83
Malcolm Roach,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,83
Daniel Sorensen,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,83
Marcus Davenport,NOR,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,6.0,2022,83
Adam Trautman,NOR,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0,2022,83
Shy Tuttle,NOR,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,6.0,2022,83
