Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Cowboys,-9.0,-0.04,-6.43,6.39,-8.54,-7.95,-5.26,-1.13,0.0,-3.76,-2.77,4.16,1.2,-1.55,-4.8,6.0,2022,93
Eagles,9.0,7.95,5.26,1.13,0.0,0.04,6.43,-6.39,8.54,3.76,-4.16,2.77,1.55,-1.2,4.8,6.0,2022,93
