Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Zach Wilson,NYJ,0,0,0,0,0,6.0,2022,86
Breece Hall,NYJ,2,2,5,0,3,6.0,2022,86
Michael Carter,NYJ,1,1,6,0,6,6.0,2022,86
Braxton Berrios,NYJ,1,1,6,0,6,6.0,2022,86
Tyler Conklin,NYJ,2,1,16,0,16,6.0,2022,86
Corey Davis,NYJ,4,2,52,0,41,6.0,2022,86
C.J. Uzomah,NYJ,2,2,17,0,14,6.0,2022,86
Garrett Wilson,NYJ,5,1,8,0,8,6.0,2022,86
Aaron Rodgers,GNB,0,0,0,0,0,6.0,2022,86
Jordan Love,GNB,0,0,0,0,0,6.0,2022,86
AJ Dillon,GNB,6,4,11,0,7,6.0,2022,86
Aaron Jones,GNB,4,3,25,0,14,6.0,2022,86
Robert Tonyan,GNB,12,10,90,0,16,6.0,2022,86
Allen Lazard,GNB,9,4,76,1,35,6.0,2022,86
Romeo Doubs,GNB,9,4,21,0,8,6.0,2022,86
Amari Rodgers,GNB,1,1,14,0,14,6.0,2022,86
Josiah Deguara,GNB,1,1,9,0,9,6.0,2022,86
Randall Cobb,GNB,1,1,8,0,8,6.0,2022,86
Juwann Winfree,GNB,1,0,0,0,0,6.0,2022,86
