Quarter,Time,Tm,Detail,BAL,NYG,week,year,game_id
2.0,9:26,Ravens,Kenyan Drake 30 yard rush (Justin Tucker kick),7,0,6.0,2022,88
,3:31,Giants,Wan'Dale Robinson 5 yard pass from Daniel Jones (Graham Gano kick),7,7,6.0,2022,88
,1:45,Ravens,Justin Tucker 34 yard field goal,10,7,6.0,2022,88
3.0,9:41,Ravens,Justin Tucker 23 yard field goal,13,7,6.0,2022,88
,2:00,Giants,Graham Gano 34 yard field goal,13,10,6.0,2022,88
4.0,12:54,Ravens,Mark Andrews 12 yard pass from Lamar Jackson (Justin Tucker kick),20,10,6.0,2022,88
,6:01,Giants,Daniel Bellinger 8 yard pass from Daniel Jones (Graham Gano kick),20,17,6.0,2022,88
,1:43,Giants,Saquon Barkley 1 yard rush (Graham Gano kick),20,24,6.0,2022,88
