Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,3.0,17.18,14.9,4.28,0.0,-9.06,-1.65,-5.36,0.0,-2.4,-3.72,4.79,1.75,-4.97,-0.25,6.0,2022,83
Saints,-3.0,9.06,1.65,5.36,0.0,-17.18,-14.9,-4.28,0.0,2.4,-4.79,3.72,4.97,-1.75,0.25,6.0,2022,83
