Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Eagles won the coin toss and deferred, Cowboys to receive the opening kickoff.",,,6.0,2022,93
1.0,15:00,,,PHI 35,0.0,0.0,"Jake Elliott kicks off 65 yards, returned by KaVontae Turpin for 16 yards (tackle by Kyron Johnson)",0.0,-0.14,6.0,2022,93
1.0,14:55,1.0,10.0,DAL 16,0.0,0.0,CeeDee Lamb right end for 8 yards (tackle by Marcus Epps),-0.14,0.55,6.0,2022,93
1.0,14:18,2.0,2.0,DAL 24,0.0,0.0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb (defended by Kyzir White),0.55,-0.32,6.0,2022,93
1.0,14:13,3.0,2.0,DAL 24,0.0,0.0,Ezekiel Elliott right guard for 1 yard (tackle by Josh Sweat),-0.32,-1.7,6.0,2022,93
1.0,13:24,4.0,1.0,DAL 25,0.0,0.0,"Bryan Anger punts 60 yards, returned by Britain Covey for 14 yards (tackle by Jake Ferguson)",-1.7,-0.87,6.0,2022,93
1.0,13:11,1.0,10.0,PHI 29,0.0,0.0,Jalen Hurts pass incomplete short middle intended for A.J. Brown,0.87,0.33,6.0,2022,93
1.0,13:08,2.0,10.0,PHI 29,0.0,0.0,Jalen Hurts pass complete short middle to DeVonta Smith for 13 yards (tackle by Anthony Brown),0.33,1.73,6.0,2022,93
1.0,12:31,1.0,10.0,PHI 42,0.0,0.0,Jalen Hurts sacked by Dorance Armstrong for -9 yards,1.73,-0.03,6.0,2022,93
1.0,11:47,2.0,19.0,PHI 33,0.0,0.0,Jalen Hurts pass complete short middle to A.J. Brown for 11 yards (tackle by Trevon Diggs),-0.03,0.76,6.0,2022,93
1.0,11:04,3.0,8.0,PHI 44,0.0,0.0,Jalen Hurts pass incomplete deep left intended for A.J. Brown,0.76,-0.46,6.0,2022,93
1.0,10:56,4.0,8.0,PHI 44,0.0,0.0,"Arryn Siposs punts 44 yards, returned by KaVontae Turpin for 12 yards (tackle by Jack Stoll)",-0.46,-0.54,6.0,2022,93
1.0,10:46,1.0,10.0,DAL 24,0.0,0.0,Tony Pollard left end for 3 yards (tackle by C.J. Gardner-Johnson),0.54,0.4,6.0,2022,93
1.0,10:09,2.0,7.0,DAL 27,0.0,0.0,Cooper Rush pass complete short right to Tony Pollard for 8 yards (tackle by Avonte Maddox),0.4,1.27,6.0,2022,93
1.0,9:32,1.0,10.0,DAL 35,0.0,0.0,"Cooper Rush pass complete short right to Jake Ferguson for 13 yards. Penalty on Haason Reddick: Defensive Offside, 5 yards (offset) . Penalty on CeeDee Lamb: Offensive Illegal Block Above the Waist, 15 yards (offset) (no play)",1.27,1.27,6.0,2022,93
1.0,9:02,1.0,10.0,DAL 35,0.0,0.0,Tony Pollard right tackle for 2 yards (tackle by Jordan Davis),1.27,0.99,6.0,2022,93
1.0,8:27,2.0,8.0,DAL 37,0.0,0.0,Ezekiel Elliott up the middle for 4 yards (tackle by Fletcher Cox and T.J. Edwards),0.99,0.83,6.0,2022,93
1.0,7:46,3.0,4.0,DAL 41,0.0,0.0,Cooper Rush pass incomplete short right intended for Peyton Hendershot (defended by Marcus Epps),0.83,-0.65,6.0,2022,93
1.0,7:40,4.0,4.0,DAL 41,0.0,0.0,"Bryan Anger punts 59 yards, touchback.",-0.65,-0.28,6.0,2022,93
1.0,7:31,1.0,10.0,PHI 20,0.0,0.0,Boston Scott left end for 2 yards (tackle by Neville Gallimore),0.28,0.0,6.0,2022,93
1.0,6:47,2.0,8.0,PHI 22,0.0,0.0,Jalen Hurts pass complete short right to Jack Stoll for 21 yards (tackle by Jayron Kearse and Micah Parsons),0.0,1.8,6.0,2022,93
1.0,6:03,1.0,10.0,PHI 43,0.0,0.0,Miles Sanders left end for 4 yards (tackle by Micah Parsons),1.8,1.79,6.0,2022,93
1.0,5:20,2.0,6.0,PHI 47,0.0,0.0,Jalen Hurts pass complete short middle to Dallas Goedert for 8 yards (tackle by Leighton Vander Esch),1.79,2.59,6.0,2022,93
1.0,4:59,1.0,10.0,DAL 45,0.0,0.0,Jalen Hurts pass incomplete short left intended for Dallas Goedert (defended by Micah Parsons),2.59,2.04,6.0,2022,93
1.0,4:53,2.0,10.0,DAL 45,0.0,0.0,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by Jourdan Lewis and Leighton Vander Esch),2.04,2.01,6.0,2022,93
1.0,4:10,3.0,5.0,DAL 40,0.0,0.0,Kenneth Gainwell left tackle for 2 yards (tackle by Osa Odighizuwa),2.01,0.72,6.0,2022,93
1.0,3:29,4.0,3.0,DAL 38,0.0,0.0,Jalen Hurts pass complete short right to A.J. Brown for 11 yards (tackle by Malik Hooker),0.72,3.78,6.0,2022,93
1.0,2:56,1.0,10.0,DAL 27,0.0,0.0,Kenneth Gainwell up the middle for 9 yards (tackle by Jayron Kearse and Leighton Vander Esch),3.78,4.53,6.0,2022,93
1.0,2:33,2.0,1.0,DAL 18,0.0,0.0,Jalen Hurts pass complete short left to Quez Watkins for no gain (tackle by Leighton Vander Esch and Jourdan Lewis),4.53,3.84,6.0,2022,93
1.0,2:12,3.0,1.0,DAL 18,0.0,0.0,Jalen Hurts up the middle for 2 yards (tackle by Leighton Vander Esch),3.84,4.51,6.0,2022,93
1.0,1:33,1.0,10.0,DAL 16,0.0,0.0,Jalen Hurts sacked by Chauncey Golston for -2 yards,4.51,3.64,6.0,2022,93
1.0,0:54,2.0,12.0,DAL 18,0.0,0.0,Jalen Hurts pass incomplete short right,3.64,2.94,6.0,2022,93
1.0,0:46,3.0,12.0,DAL 18,0.0,0.0,Jalen Hurts pass complete short right to A.J. Brown for 8 yards (tackle by Jayron Kearse and Anthony Barr),2.94,2.84,6.0,2022,93
1.0,0:08,4.0,4.0,DAL 10,0.0,0.0,"Penalty on Dante Fowler: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.84,6.06,6.0,2022,93
2.0,15:00,1.0,5.0,DAL 5,0.0,6.0,"Miles Sanders left guard for 5 yards, touchdown",6.06,7.0,6.0,2022,93
2.0,14:55,,,DAL 15,0.0,7.0,Jake Elliott kicks extra point good,0.0,0.0,6.0,2022,93
2.0,14:55,,,PHI 35,0.0,7.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,93
2.0,14:55,1.0,10.0,DAL 25,0.0,7.0,Cooper Rush pass deep middle (defended by James Bradberry) intended for Michael Gallup is intercepted by C.J. Gardner-Johnson at DAL-44 and returned for no gain (tackle by Michael Gallup),0.61,-2.65,6.0,2022,93
2.0,14:47,1.0,10.0,DAL 44,0.0,7.0,Miles Sanders left guard for 9 yards (tackle by Malik Hooker and Jayron Kearse),2.65,3.33,6.0,2022,93
2.0,14:06,2.0,1.0,DAL 35,0.0,7.0,Miles Sanders right tackle for 3 yards (tackle by Malik Hooker),3.33,3.45,6.0,2022,93
2.0,13:33,1.0,10.0,DAL 32,0.0,7.0,Miles Sanders left end for 8 yards (tackle by DeMarcus Lawrence),3.45,3.98,6.0,2022,93
2.0,12:52,2.0,2.0,DAL 24,0.0,7.0,Boston Scott right guard for 2 yards (tackle by Neville Gallimore),3.98,4.11,6.0,2022,93
2.0,12:14,1.0,10.0,DAL 22,0.0,7.0,Boston Scott right end for 8 yards (tackle by Malik Hooker),4.11,4.85,6.0,2022,93
2.0,11:33,2.0,2.0,DAL 14,0.0,7.0,Miles Sanders left tackle for -1 yards (tackle by Micah Parsons and Malik Hooker),4.85,3.93,6.0,2022,93
2.0,10:47,3.0,3.0,DAL 15,0.0,13.0,"Jalen Hurts pass complete short right to A.J. Brown for 15 yards, touchdown",3.93,7.0,6.0,2022,93
2.0,10:40,,,DAL 15,0.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,6.0,2022,93
2.0,10:40,,,PHI 35,0.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,93
2.0,10:40,1.0,10.0,DAL 25,0.0,14.0,Ezekiel Elliott right guard for 1 yard (tackle by Patrick Johnson and T.J. Edwards),0.61,0.2,6.0,2022,93
2.0,10:04,2.0,9.0,DAL 26,0.0,14.0,Cooper Rush pass incomplete deep middle intended for Jake Ferguson,0.2,-0.49,6.0,2022,93
2.0,9:58,3.0,9.0,DAL 26,0.0,14.0,Cooper Rush pass complete short left to CeeDee Lamb for 8 yards (tackle by C.J. Gardner-Johnson and T.J. Edwards),-0.49,-1.11,6.0,2022,93
2.0,9:31,4.0,1.0,DAL 34,0.0,14.0,Cooper Rush pass incomplete short right intended for Peyton Hendershot (defended by James Bradberry),-1.11,-3.31,6.0,2022,93
2.0,9:24,1.0,10.0,DAL 34,0.0,14.0,Jalen Hurts pass incomplete short left,3.31,2.77,6.0,2022,93
2.0,9:16,2.0,10.0,DAL 34,0.0,14.0,Miles Sanders right end for 4 yards (tackle by DeMarcus Lawrence),2.77,2.61,6.0,2022,93
2.0,8:37,3.0,6.0,DAL 30,0.0,14.0,Quez Watkins left end for -3 yards (tackle by Trevon Diggs and Malik Hooker),2.61,1.15,6.0,2022,93
2.0,7:58,4.0,9.0,DAL 33,0.0,17.0,Jake Elliott 51 yard field goal good,1.15,3.0,6.0,2022,93
2.0,7:53,,,PHI 35,0.0,17.0,"Jake Elliott kicks off 64 yards, returned by KaVontae Turpin for 17 yards (tackle by Nakobe Dean). Penalty on Kelvin Joseph: Personal Foul / Offense, 9 yards (accepted)",0.0,-0.38,6.0,2022,93
2.0,7:48,1.0,10.0,DAL 9,0.0,17.0,Tony Pollard right end for 1 yard (tackle by Kyzir White and Milton Williams),-0.38,-0.71,6.0,2022,93
2.0,7:15,2.0,9.0,DAL 10,0.0,17.0,Tony Pollard up the middle for 15 yards (tackle by Kyzir White),-0.71,0.61,6.0,2022,93
2.0,6:39,1.0,10.0,DAL 25,0.0,17.0,Cooper Rush pass complete short right to Tony Pollard for no gain (tackle by Darius Slay),0.61,0.06,6.0,2022,93
2.0,6:04,2.0,10.0,DAL 25,0.0,17.0,Tony Pollard right end for 1 yard (tackle by Kyzir White),0.06,-0.49,6.0,2022,93
2.0,5:27,3.0,9.0,DAL 26,0.0,17.0,Cooper Rush pass deep middle intended for Michael Gallup is intercepted by Darius Slay at DAL-44 and returned for -2 yards (tackle by CeeDee Lamb),-0.49,-2.52,6.0,2022,93
2.0,5:14,1.0,10.0,DAL 46,0.0,17.0,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Malik Hooker),2.52,3.25,6.0,2022,93
2.0,4:49,1.0,10.0,DAL 35,0.0,17.0,Jalen Hurts pass complete short right to DeVonta Smith for 8 yards (tackle by Anthony Brown),3.25,3.78,6.0,2022,93
2.0,4:11,2.0,2.0,DAL 27,0.0,17.0,Miles Sanders right tackle for no gain (tackle by Chauncey Golston and Leighton Vander Esch),3.78,3.07,6.0,2022,93
2.0,3:27,3.0,2.0,DAL 27,0.0,17.0,Miles Sanders right guard for 7 yards (tackle by Micah Parsons and Donovan Wilson),3.07,4.24,6.0,2022,93
2.0,3:05,1.0,10.0,DAL 20,0.0,17.0,Jalen Hurts pass incomplete short right intended for Dallas Goedert,4.24,3.69,6.0,2022,93
2.0,3:02,2.0,10.0,DAL 20,0.0,17.0,Boston Scott left end for -3 yards (tackle by Leighton Vander Esch and Micah Parsons),3.69,2.61,6.0,2022,93
2.0,2:21,3.0,13.0,DAL 23,0.0,17.0,"Penalty on Jordan Mailata: False Start, 5 yards (accepted) (no play)",2.61,1.95,6.0,2022,93
2.0,2:00,3.0,18.0,DAL 28,0.0,17.0,Jalen Hurts up the middle for 12 yards (tackle by Malik Hooker),1.95,2.4,6.0,2022,93
2.0,1:51,,,,,,Timeout #1 by Dallas Cowboys,,,6.0,2022,93
2.0,1:51,,,,,,Timeout #1 by Philadelphia Eagles,,,6.0,2022,93
2.0,1:51,4.0,6.0,DAL 16,0.0,20.0,Jake Elliott 34 yard field goal good,2.4,3.0,6.0,2022,93
2.0,1:47,,,PHI 35,0.0,20.0,"Jake Elliott kicks off 69 yards, returned by KaVontae Turpin for 63 yards (tackle by Kyron Johnson)",0.0,2.85,6.0,2022,93
2.0,1:38,1.0,10.0,PHI 41,0.0,20.0,Cooper Rush pass incomplete short right intended for CeeDee Lamb,2.85,2.31,6.0,2022,93
2.0,1:35,2.0,10.0,PHI 41,0.0,20.0,Cooper Rush pass complete short middle to Peyton Hendershot for 11 yards (tackle by Marcus Epps),2.31,3.58,6.0,2022,93
2.0,1:13,1.0,10.0,PHI 30,0.0,20.0,Cooper Rush pass complete short left to Michael Gallup for 9 yards (tackle by James Bradberry),3.58,4.25,6.0,2022,93
2.0,0:55,2.0,1.0,PHI 21,0.0,20.0,Cooper Rush pass incomplete deep left intended for Michael Gallup,4.25,3.53,6.0,2022,93
2.0,0:49,3.0,1.0,PHI 21,0.0,20.0,Ezekiel Elliott left tackle for 9 yards (tackle by C.J. Gardner-Johnson),3.53,4.78,6.0,2022,93
2.0,0:44,,,,,,Timeout #2 by Dallas Cowboys,,,6.0,2022,93
2.0,0:44,1.0,10.0,PHI 12,0.0,20.0,"Cooper Rush pass complete short left to Noah Brown for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Cooper Rush pass incomplete short left intended for Noah Brown (defended by James Bradberry)",4.78,4.1,6.0,2022,93
2.0,0:41,2.0,10.0,PHI 12,0.0,20.0,Cooper Rush pass incomplete short left intended for CeeDee Lamb (defended by Javon Hargrave),4.1,3.12,6.0,2022,93
2.0,0:38,3.0,10.0,PHI 12,0.0,20.0,Cooper Rush pass incomplete short left intended for Michael Gallup (defended by James Bradberry),3.12,2.63,6.0,2022,93
2.0,0:33,4.0,10.0,PHI 12,3.0,20.0,Brett Maher 30 yard field goal good,2.63,3.0,6.0,2022,93
