#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DAL 16,3,1:49,9,Punt,0,Cowboys,6.0,2022,93
2,1,10:46,DAL 24,5,3:15,17,Punt,0,Cowboys,6.0,2022,93
3,2,14:55,DAL 25,1,0:08,0,Interception,0,Cowboys,6.0,2022,93
4,2,10:40,DAL 25,4,1:16,9,Downs,0,Cowboys,6.0,2022,93
5,2,7:53,DAL 9,5,2:39,17,Interception,0,Cowboys,6.0,2022,93
6,2,1:47,PHI 41,9,1:18,29,Field Goal,0,Cowboys,6.0,2022,93
7,3,12:47,DAL 21,9,4:28,79,Touchdown,0,Cowboys,6.0,2022,93
8,3,6:46,DAL 7,15,7:07,93,Touchdown,0,Cowboys,6.0,2022,93
9,4,7:02,DAL 25,4,1:59,15,Interception,0,Cowboys,6.0,2022,93
10,4,2:39,DAL 12,11,1:31,47,Missed FG,0,Cowboys,6.0,2022,93
