Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
P.J. Walker,CAR,0,0,6.0,2022,90
Jacob Eason,CAR,0,0,6.0,2022,90
Christian McCaffrey,CAR,0,0,6.0,2022,90
D'Onta Foreman,CAR,0,0,6.0,2022,90
Chuba Hubbard,CAR,0,0,6.0,2022,90
Ian Thomas,CAR,0,0,6.0,2022,90
D.J. Moore,CAR,0,0,6.0,2022,90
Terrace Marshall Jr.,CAR,0,0,6.0,2022,90
Shi Smith,CAR,0,0,6.0,2022,90
Matthew Stafford,LAR,0,0,6.0,2022,90
Darrell Henderson,LAR,0,0,6.0,2022,90
Cooper Kupp,LAR,0,0,6.0,2022,90
Ben Skowronek,LAR,0,0,6.0,2022,90
Malcolm Brown,LAR,0,0,6.0,2022,90
Brandon Powell,LAR,0,0,6.0,2022,90
Tutu Atwell,LAR,0,0,6.0,2022,90
Allen Robinson,LAR,0,0,6.0,2022,90
Ronnie Rivers,LAR,0,0,6.0,2022,90
Tyler Higbee,LAR,0,0,6.0,2022,90
