Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Dalvin Cook,MIN,13,77,1,1.0,16,1.2,61,4.7,1,13.0,6.0,2022,87
Kirk Cousins,MIN,2,-5,0,0.0,-5,-2.5,0,0.0,0,,6.0,2022,87
C.J. Ham,MIN,1,3,0,1.0,2,2.0,1,1.0,0,,6.0,2022,87
Alexander Mattison,MIN,1,3,0,,1,1.0,2,2.0,0,,6.0,2022,87
Raheem Mostert,MIA,14,49,0,2.0,30,2.1,19,1.4,0,,6.0,2022,87
Chase Edmonds,MIA,2,3,0,,1,0.5,2,1.0,0,,6.0,2022,87
Teddy Bridgewater,MIA,1,10,0,1.0,9,9.0,1,1.0,0,,6.0,2022,87
Clayton Fejedelem,MIA,1,0,0,,0,0.0,0,0.0,0,,6.0,2022,87
Alec Ingold,MIA,1,2,0,1.0,1,1.0,1,1.0,0,,6.0,2022,87
Skylar Thompson,MIA,1,9,0,1.0,9,9.0,0,0.0,0,,6.0,2022,87
