Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Tom Brady,TAM,25,40,243,1,0,2,14,28,87.8,6.0,2022,89
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Rachaad White,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Mike Evans,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Cade Otton,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Russell Gage,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Breshad Perriman,TAM,0,0,0,0,0,0,0,0,,6.0,2022,89
Kenny Pickett,PIT,11,18,67,1,0,1,12,14,87.0,6.0,2022,89
Mitchell Trubisky,PIT,9,12,144,1,0,1,6,45,142.4,6.0,2022,89
Najee Harris,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
Chase Claypool,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
George Pickens,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
Connor Heyward,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
Zach Gentry,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
Steven Sims,PIT,0,0,0,0,0,0,0,0,,6.0,2022,89
