Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Broncos,-3.0,-3.11,-0.41,-1.87,0.0,1.03,1.25,-0.22,3.52,-0.92,-2.13,3.92,3.69,-7.43,1.03,6.0,2022,94
Chargers,3.0,-1.03,-1.25,0.22,-3.52,3.11,0.41,1.87,0.0,0.92,-3.92,2.13,7.43,-3.69,-1.03,6.0,2022,94
