Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA,week,year,game_id
4.0,1:28,2.0,5.0,IND 49,27.0,26.0,Matt Ryan pass complete short middle to Parris Campbell for 7 yards (tackle by Shaquill Griffin),1.99,2.65,6.0,2022,85
4.0,0:59,1.0,10.0,JAX 44,27.0,26.0,Matt Ryan pass incomplete short right intended for Alec Pierce (defended by Shaquill Griffin),2.65,2.11,6.0,2022,85
4.0,0:53,2.0,10.0,JAX 44,27.0,26.0,Matt Ryan pass incomplete short middle intended for Jelani Woods,2.11,1.42,6.0,2022,85
4.0,0:49,3.0,10.0,JAX 44,27.0,26.0,Matt Ryan pass complete short middle to Michael Pittman for 15 yards (tackle by Andre Cisco and Darious Williams),1.42,3.64,6.0,2022,85
4.0,0:39,,,,,,Timeout #1 by Jacksonville Jaguars,,,6.0,2022,85
4.0,0:39,1.0,10.0,JAX 29,27.0,26.0,Matt Ryan up the middle for -4 yards (tackle by Adam Gotsis),3.64,2.56,6.0,2022,85
4.0,0:29,,,,,,Timeout #1 by Indianapolis Colts,,,6.0,2022,85
4.0,0:29,2.0,14.0,JAX 33,27.0,26.0,Phillip Lindsay right tackle for 1 yard (tackle by Foyesade Oluokun and Travon Walker),2.56,2.02,6.0,2022,85
4.0,0:23,,,,,,Timeout #2 by Jacksonville Jaguars,,,6.0,2022,85
4.0,0:23,3.0,13.0,JAX 32,27.0,32.0,"Matt Ryan pass complete deep right to Alec Pierce for 32 yards, touchdown",2.02,7.0,6.0,2022,85
4.0,0:17,,,,,,Timeout #2 by Indianapolis Colts,,,6.0,2022,85
4.0,0:17,,,JAX 2,27.0,34.0,"Two Point Attempt: Phillip Lindsay rushes, conversion succeeds.",1.0,1.0,6.0,2022,85
4.0,0:17,,,IND 35,27.0,34.0,"Chase McLaughlin kicks off 62 yards, returned by Chris Claybrooks for 22 yards (tackle by Zaire Franklin and E.J. Speed)",0.0,0.61,6.0,2022,85
4.0,0:11,1.0,10.0,JAX 25,27.0,34.0,Trevor Lawrence pass complete short left to Evan Engram for 16 yards (tackle by Zaire Franklin),0.61,1.66,6.0,2022,85
4.0,0:03,,,,,,Timeout #3 by Jacksonville Jaguars,,,6.0,2022,85
4.0,0:03,1.0,10.0,JAX 41,27.0,34.0,"Trevor Lawrence pass complete short left to Christian Kirk for 12 yards, lateral to Zay Jones for no gain, lateral to Trevor Lawrence for no gain, lateral to Travis Etienne for no gain. Travis Etienne fumbles, recovered by Christian Kirk at JAC-41. Christian Kirk fumbles (forced by Tyquan Lewis), recovered by Nick Cross at JAC-41",1.66,0.0,6.0,2022,85
