#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:11,PHI 29,5,2:25,15,Punt,1,Eagles,6.0,2022,93
2,1,7:31,PHI 20,15,7:36,80,Touchdown,1,Eagles,6.0,2022,93
3,2,14:47,DAL 44,7,4:07,44,Touchdown,1,Eagles,6.0,2022,93
4,2,9:24,DAL 34,4,1:31,1,Field Goal,1,Eagles,6.0,2022,93
5,2,5:14,DAL 46,8,3:27,30,Field Goal,1,Eagles,6.0,2022,93
6,2,0:29,PHI 25,1,0:29,3,End of Half,1,Eagles,6.0,2022,93
7,3,15:00,PHI 25,4,2:13,15,Punt,1,Eagles,6.0,2022,93
8,3,8:19,PHI 30,5,1:33,6,Punt,1,Eagles,6.0,2022,93
9,4,14:39,PHI 25,13,7:37,75,Touchdown,1,Eagles,6.0,2022,93
10,4,5:03,PHI 47,4,2:24,11,Punt,1,Eagles,6.0,2022,93
11,4,1:08,PHI 49,4,1:08,22,End of Game,1,Eagles,6.0,2022,93
