Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
P.J. Walker,CAR,1,-1,0,-1,6.0,2022,90
Jacob Eason,CAR,0,0,0,0,6.0,2022,90
Christian McCaffrey,CAR,13,69,0,17,6.0,2022,90
D'Onta Foreman,CAR,5,19,0,8,6.0,2022,90
Chuba Hubbard,CAR,2,6,0,4,6.0,2022,90
Ian Thomas,CAR,0,0,0,0,6.0,2022,90
D.J. Moore,CAR,0,0,0,0,6.0,2022,90
Terrace Marshall Jr.,CAR,0,0,0,0,6.0,2022,90
Shi Smith,CAR,0,0,0,0,6.0,2022,90
Matthew Stafford,LAR,2,-3,0,-1,6.0,2022,90
Darrell Henderson,LAR,12,43,1,16,6.0,2022,90
Cooper Kupp,LAR,2,17,0,13,6.0,2022,90
Ben Skowronek,LAR,1,17,1,17,6.0,2022,90
Malcolm Brown,LAR,7,15,0,10,6.0,2022,90
Brandon Powell,LAR,3,13,0,5,6.0,2022,90
Tutu Atwell,LAR,1,9,0,9,6.0,2022,90
Allen Robinson,LAR,0,0,0,0,6.0,2022,90
Ronnie Rivers,LAR,1,0,0,0,6.0,2022,90
Tyler Higbee,LAR,0,0,0,0,6.0,2022,90
