Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Brandon Aiyuk,SFO,11,8,83,2,5.0,46,5.8,37,4.6,9.4,0,,0,0.0,0,133.7,6.0,2022,82
George Kittle,SFO,10,8,83,0,4.0,16,2.0,67,8.4,3.4,1,8.0,0,0.0,0,101.2,6.0,2022,82
Deebo Samuel,SFO,10,7,79,0,3.0,17,2.4,62,8.9,8.6,4,1.8,0,0.0,2,53.7,6.0,2022,82
Kyle Juszczyk,SFO,4,4,33,0,3.0,4,1.0,29,7.3,1.0,0,,0,0.0,0,101.0,6.0,2022,82
Jauan Jennings,SFO,3,2,18,0,,1,0.5,17,8.5,3.7,0,,1,33.3,0,82.6,6.0,2022,82
Ray-Ray McCloud,SFO,1,0,0,0,,0,,0,,44.0,0,,1,100.0,0,39.6,6.0,2022,82
Jeff Wilson,SFO,1,0,0,0,0.0,0,,0,,8.0,0,,0,0.0,0,39.6,6.0,2022,82
Charlie Woerner,SFO,1,0,0,0,,0,,0,,23.0,0,,1,100.0,0,39.6,6.0,2022,82
Olamide Zaccheaus,ATL,4,4,58,0,3.0,27,6.8,31,7.8,6.8,0,,0,0.0,0,118.7,6.0,2022,82
Drake London,ATL,4,3,40,0,2.0,31,10.3,9,3.0,9.0,0,,0,0.0,0,106.2,6.0,2022,82
Kyle Pitts,ATL,3,3,19,1,1.0,18,6.0,1,0.3,6.0,0,,0,0.0,0,132.6,6.0,2022,82
MyCole Pruitt,ATL,1,1,2,1,1.0,2,2.0,0,0.0,2.0,0,,0,0.0,0,118.7,6.0,2022,82
Keith Smith,ATL,1,1,8,0,0.0,0,0.0,8,8.0,0.0,0,,0,0.0,0,100.0,6.0,2022,82
Avery Williams,ATL,1,1,2,0,,-6,-6.0,8,8.0,-6.0,0,,0,0.0,0,79.2,6.0,2022,82
