Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Commanders won the coin toss and deferred, Bears to receive the opening kickoff.",,,6.0,2022,81
1.0,15:00,,,WAS 35,0.0,0.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,81
1.0,15:00,1.0,10.0,CHI 25,0.0,0.0,Justin Fields scrambles left end for 8 yards (tackle by Cole Holcomb),0.61,1.14,6.0,2022,81
1.0,14:25,2.0,2.0,CHI 33,0.0,0.0,Justin Fields pass complete short left to Darnell Mooney for 7 yards (tackle by Kendall Fuller),1.14,1.6,6.0,2022,81
1.0,13:50,1.0,10.0,CHI 40,0.0,0.0,David Montgomery left end for 1 yard (tackle by James Smith-Williams and Montez Sweat),1.6,1.19,6.0,2022,81
1.0,13:10,2.0,9.0,CHI 41,0.0,0.0,"David Montgomery left end for 3 yards (tackle by Casey Toohill and Jamin Davis). Penalty on Jonathan Allen: Defensive Holding, 5 yards (accepted)",1.19,2.19,6.0,2022,81
1.0,12:40,1.0,10.0,CHI 49,0.0,0.0,Justin Fields sacked by Efe Obada for -9 yards,2.19,0.43,6.0,2022,81
1.0,11:55,2.0,19.0,CHI 40,0.0,0.0,Justin Fields pass incomplete short right intended for Darnell Mooney,0.43,-0.23,6.0,2022,81
1.0,11:51,3.0,19.0,CHI 40,0.0,0.0,Justin Fields sacked by Daron Payne for -9 yards,-0.23,-1.31,6.0,2022,81
1.0,11:18,4.0,28.0,CHI 31,0.0,0.0,"Trenton Gill punts 53 yards, returned by Dax Milne for 7 yards (tackle by DeAndre Houston-Carson and Jaylon Jones)",-1.31,-0.48,6.0,2022,81
1.0,11:07,1.0,10.0,WAS 23,0.0,0.0,Brian Robinson left end for 2 yards (tackle by Roquan Smith and Joe Thomas),0.48,0.2,6.0,2022,81
1.0,10:47,2.0,8.0,WAS 25,0.0,0.0,Brian Robinson left end for 1 yard (tackle by Roquan Smith and Nicholas Morrow),0.2,-0.36,6.0,2022,81
1.0,10:00,3.0,7.0,WAS 26,0.0,0.0,Carson Wentz sacked by Jaquan Brisker for -8 yards,-0.36,-2.24,6.0,2022,81
1.0,9:26,4.0,15.0,WAS 18,0.0,0.0,"Tress Way punts 58 yards, returned by Velus Jones for 10 yards (tackle by Armani Rogers and Jeremy Reaves)",-2.24,-1.2,6.0,2022,81
1.0,9:16,1.0,10.0,CHI 34,0.0,0.0,Justin Fields pass complete short left to Cole Kmet for 15 yards (tackle by Darrick Forrest),1.2,2.19,6.0,2022,81
1.0,8:35,1.0,10.0,CHI 49,0.0,0.0,"Justin Fields pass complete short middle to Cole Kmet for no gain (tackle by Kamren Curl and John Ridgeway). Penalty on Larry Borom: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.19,1.86,6.0,2022,81
1.0,8:12,1.0,15.0,CHI 44,0.0,0.0,David Montgomery left end for 7 yards (tackle by Cole Holcomb),1.86,1.92,6.0,2022,81
1.0,7:39,2.0,8.0,WAS 49,0.0,0.0,Justin Fields pass complete short middle to Dante Pettis for 19 yards (tackle by Kamren Curl),1.92,3.58,6.0,2022,81
1.0,7:03,1.0,10.0,WAS 30,0.0,0.0,Justin Fields scrambles right end for 5 yards (tackle by Kamren Curl),3.58,3.71,6.0,2022,81
1.0,6:27,2.0,5.0,WAS 25,0.0,0.0,David Montgomery right guard for 2 yards (tackle by Rachad Wildgoose),3.71,3.27,6.0,2022,81
1.0,5:48,3.0,3.0,WAS 23,0.0,0.0,Justin Fields pass complete short left to Darnell Mooney for 2 yards (tackle by Bobby McCain),3.27,2.21,6.0,2022,81
1.0,5:10,4.0,1.0,WAS 21,0.0,0.0,Justin Fields up the middle for 2 yards (tackle by Cole Holcomb),2.21,4.31,6.0,2022,81
1.0,4:32,1.0,10.0,WAS 19,0.0,0.0,David Montgomery right tackle for 5 yards (tackle by James Smith-Williams),4.31,4.53,6.0,2022,81
1.0,3:49,2.0,5.0,WAS 14,0.0,0.0,Velus Jones left end for 8 yards (tackle by Rachad Wildgoose),4.53,5.83,6.0,2022,81
1.0,3:10,1.0,6.0,WAS 6,0.0,0.0,David Montgomery left guard for 1 yard (tackle by Kamren Curl),5.83,5.15,6.0,2022,81
1.0,2:27,2.0,5.0,WAS 5,0.0,0.0,Justin Fields pass short middle (defended by Efe Obada) intended for Cole Kmet is intercepted by Jonathan Allen at WAS-5 and returned for 1 yard (tackle by Teven Jenkins),5.15,0.38,6.0,2022,81
1.0,2:18,1.0,10.0,WAS 6,0.0,0.0,Brian Robinson left guard for no gain (tackle by Roquan Smith) (no play),-0.38,-0.49,6.0,2022,81
1.0,1:51,1.0,13.0,WAS 3,0.0,0.0,Brian Robinson right tackle for 3 yards (tackle by Joe Thomas and Armon Watts),-0.49,-0.78,6.0,2022,81
1.0,1:14,2.0,10.0,WAS 6,0.0,0.0,Carson Wentz pass complete short middle to Cole Turner for 18 yards (tackle by Eddie Jackson),-0.78,0.54,6.0,2022,81
1.0,0:36,1.0,10.0,WAS 24,0.0,0.0,Brian Robinson left end for 5 yards (tackle by Nicholas Morrow and Armon Watts),0.54,0.67,6.0,2022,81
2.0,15:00,2.0,5.0,WAS 29,0.0,0.0,Carson Wentz pass incomplete short left intended for J.D. McKissic,0.67,-0.03,6.0,2022,81
2.0,14:56,3.0,5.0,WAS 29,0.0,0.0,Carson Wentz sacked by Roquan Smith for -5 yards,-0.03,-1.77,6.0,2022,81
2.0,14:13,4.0,10.0,WAS 24,0.0,0.0,"Tress Way punts 51 yards, returned by Velus Jones for 6 yards (tackle by Khaleke Hudson and David Mayo)",-1.77,-1.0,6.0,2022,81
2.0,14:01,1.0,10.0,CHI 31,0.0,0.0,Khalil Herbert left end for 63 yards (tackle by Casey Toohill and Efe Obada),1.0,5.83,6.0,2022,81
2.0,13:10,1.0,6.0,WAS 6,0.0,0.0,Justin Fields scrambles left end for no gain (tackle by Darrick Forrest) (no play),5.83,6.51,6.0,2022,81
2.0,12:51,1.0,3.0,WAS 3,0.0,0.0,Khalil Herbert left guard for no gain (tackle by Bobby McCain and Montez Sweat),6.51,5.53,6.0,2022,81
2.0,12:13,2.0,3.0,WAS 3,0.0,0.0,Justin Fields pass incomplete short right intended for Ryan Griffin,5.53,4.72,6.0,2022,81
2.0,12:06,3.0,3.0,WAS 3,0.0,0.0,Justin Fields scrambles left tackle for 2 yards (tackle by Bobby McCain and Darrick Forrest),4.72,3.55,6.0,2022,81
2.0,11:25,4.0,1.0,WAS 1,0.0,0.0,Khalil Herbert left guard for no gain (tackle by Montez Sweat and Cole Holcomb),3.55,0.38,6.0,2022,81
2.0,11:18,1.0,10.0,WAS 1,0.0,0.0,Brian Robinson left guard for 1 yard (tackle by Roquan Smith),-0.38,-0.71,6.0,2022,81
2.0,10:34,2.0,9.0,WAS 2,0.0,0.0,Brian Robinson left tackle for 4 yards (tackle by Nicholas Morrow and Jaylon Johnson),-0.71,-0.84,6.0,2022,81
2.0,9:52,3.0,5.0,WAS 6,0.0,0.0,Carson Wentz pass complete short left to Terry McLaurin for 17 yards (tackle by Jaquan Brisker and Eddie Jackson),-0.84,0.48,6.0,2022,81
2.0,9:13,1.0,10.0,WAS 23,0.0,0.0,Carson Wentz pass incomplete short right intended for Antonio Gibson (defended by Kyler Gordon),0.48,-0.07,6.0,2022,81
2.0,9:06,2.0,10.0,WAS 23,0.0,0.0,Carson Wentz pass complete short right to Cole Turner for 5 yards (tackle by Kyler Gordon),-0.07,-0.1,6.0,2022,81
2.0,8:19,3.0,5.0,WAS 28,0.0,0.0,Carson Wentz pass incomplete deep left intended for Dyami Brown,-0.1,-1.5,6.0,2022,81
2.0,8:14,4.0,5.0,WAS 28,0.0,0.0,Tress Way punts 49 yards downed by Jeremy Reaves,-1.5,-0.48,6.0,2022,81
2.0,8:03,1.0,10.0,CHI 23,0.0,0.0,Justin Fields pass complete deep right to Darnell Mooney for 26 yards (tackle by Benjamin St-Juste),0.48,2.19,6.0,2022,81
2.0,7:31,1.0,10.0,CHI 49,0.0,0.0,David Montgomery left end for 3 yards (tackle by Cole Holcomb),2.19,2.05,6.0,2022,81
2.0,6:53,2.0,7.0,WAS 48,0.0,0.0,David Montgomery left guard for 4 yards (tackle by Jonathan Allen),2.05,1.88,6.0,2022,81
2.0,6:14,3.0,3.0,WAS 44,0.0,0.0,Justin Fields pass incomplete deep right intended for Darnell Mooney,1.88,0.33,6.0,2022,81
2.0,6:09,4.0,3.0,WAS 44,0.0,0.0,"Trenton Gill punts 27 yards, fair catch by Dax Milne at WAS-17",0.33,0.06,6.0,2022,81
2.0,6:01,1.0,10.0,WAS 17,0.0,0.0,Carson Wentz pass complete short right to Terry McLaurin for 14 yards (tackle by Roquan Smith),-0.06,1.0,6.0,2022,81
2.0,5:25,1.0,10.0,WAS 31,0.0,0.0,Brian Robinson left guard for 3 yards (tackle by Armon Watts and Nicholas Morrow),1.0,0.87,6.0,2022,81
2.0,4:43,2.0,7.0,WAS 34,0.0,0.0,Carson Wentz pass complete short right to Curtis Samuel for 3 yards (tackle by Kindle Vildor),0.87,0.56,6.0,2022,81
2.0,3:57,3.0,4.0,WAS 37,0.0,0.0,Carson Wentz pass incomplete short right intended for J.D. McKissic,0.56,-0.91,6.0,2022,81
2.0,3:54,4.0,4.0,WAS 37,0.0,0.0,"Tress Way punts 42 yards, fair catch by Velus Jones at CHI-21",-0.91,-0.34,6.0,2022,81
2.0,3:47,1.0,10.0,CHI 21,0.0,0.0,Khalil Herbert right guard for 1 yard (tackle by Jamin Davis),0.34,-0.07,6.0,2022,81
2.0,3:19,2.0,9.0,CHI 22,0.0,0.0,Justin Fields pass complete short left to Darnell Mooney for 5 yards (tackle by Jamin Davis),-0.07,-0.1,6.0,2022,81
2.0,2:38,3.0,4.0,CHI 27,0.0,0.0,Justin Fields pass incomplete short right intended for Darnell Mooney,-0.1,-1.57,6.0,2022,81
2.0,2:34,4.0,4.0,CHI 27,0.0,0.0,"Trenton Gill punts 54 yards, returned by Dax Milne for 14 yards (tackle by Khari Blasingame). Penalty on Christian Holmes: Offensive Holding, 10 yards (accepted)",-1.57,-0.48,6.0,2022,81
2.0,2:23,1.0,10.0,WAS 23,0.0,0.0,Terry McLaurin right end for 5 yards (tackle by Kindle Vildor),0.48,0.61,6.0,2022,81
2.0,2:00,2.0,5.0,WAS 28,0.0,0.0,Carson Wentz pass incomplete short right intended for Cam Sims (defended by Kindle Vildor),0.61,-0.1,6.0,2022,81
2.0,1:56,3.0,5.0,WAS 28,0.0,0.0,"Carson Wentz pass incomplete deep left intended for Curtis Samuel. Penalty on Kyler Gordon: Defensive Pass Interference, 17 yards (accepted) (no play)",-0.1,1.93,6.0,2022,81
2.0,1:50,1.0,10.0,WAS 45,0.0,0.0,Carson Wentz pass incomplete short left intended for J.D. McKissic,1.93,1.38,6.0,2022,81
2.0,1:46,2.0,10.0,WAS 45,0.0,0.0,"Carson Wentz pass incomplete deep left intended for Terry McLaurin. Penalty on Jaylon Johnson: Defensive Pass Interference, 15 yards (accepted) (no play)",1.38,2.92,6.0,2022,81
2.0,1:41,1.0,10.0,CHI 40,0.0,0.0,Carson Wentz pass incomplete deep middle intended for Curtis Samuel,2.92,2.37,6.0,2022,81
2.0,1:36,2.0,10.0,CHI 40,0.0,0.0,J.D. McKissic left tackle for 16 yards (tackle by Eddie Jackson),2.37,3.97,6.0,2022,81
2.0,1:10,1.0,10.0,CHI 24,0.0,0.0,J.D. McKissic left guard for 4 yards (tackle by Angelo Blackson),3.97,3.97,6.0,2022,81
2.0,0:58,,,,,,Timeout #1 by Washington Commanders,,,6.0,2022,81
2.0,0:58,2.0,6.0,CHI 20,0.0,0.0,Carson Wentz pass incomplete short middle intended for Curtis Samuel,3.97,3.27,6.0,2022,81
2.0,0:54,3.0,6.0,CHI 20,0.0,0.0,Carson Wentz pass incomplete deep left intended for Terry McLaurin (defended by Jaylon Johnson),3.27,2.15,6.0,2022,81
2.0,0:50,4.0,6.0,CHI 20,3.0,0.0,Joey Slye 38 yard field goal good,2.15,3.0,6.0,2022,81
2.0,0:46,,,WAS 35,3.0,0.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,81
2.0,0:46,1.0,10.0,CHI 25,3.0,0.0,Justin Fields sacked by Kamren Curl for no gain,0.61,0.06,6.0,2022,81
2.0,0:37,2.0,10.0,CHI 25,3.0,0.0,Justin Fields scrambles left tackle for 4 yards (tackle by Jonathan Allen),0.06,-0.1,6.0,2022,81
2.0,0:30,,,,,,Timeout #1 by Chicago Bears,,,6.0,2022,81
2.0,0:30,3.0,6.0,CHI 29,3.0,0.0,Justin Fields scrambles right end for 11 yards (tackle by Benjamin St-Juste and Cole Holcomb),-0.1,1.6,6.0,2022,81
2.0,0:18,,,,,,Timeout #2 by Washington Commanders,,,6.0,2022,81
2.0,0:18,1.0,10.0,CHI 40,3.0,0.0,Justin Fields pass incomplete short left intended for Dante Pettis,1.6,1.05,6.0,2022,81
2.0,0:14,2.0,10.0,CHI 40,3.0,0.0,Justin Fields pass complete short middle to Dante Pettis for 15 yards (tackle by Rachad Wildgoose),1.05,2.59,6.0,2022,81
2.0,0:05,,,,,,Timeout #2 by Chicago Bears,,,6.0,2022,81
2.0,0:05,1.0,10.0,WAS 45,3.0,0.0,Justin Fields pass incomplete deep middle (defended by Bobby McCain),2.59,2.04,6.0,2022,81
3.0,15:00,,,CHI 35,3.0,0.0,"Cairo Santos kicks off 67 yards, returned by Antonio Gibson for 27 yards (tackle by Elijah Hicks and Jack Sanborn)",0.0,0.61,6.0,2022,81
3.0,14:55,1.0,10.0,WAS 25,3.0,0.0,Brian Robinson left end for 4 yards (tackle by Armon Watts and Roquan Smith),0.61,0.6,6.0,2022,81
3.0,14:18,2.0,6.0,WAS 29,3.0,0.0,Brian Robinson left end for 7 yards (tackle by Roquan Smith),0.6,1.33,6.0,2022,81
3.0,13:35,1.0,10.0,WAS 36,3.0,0.0,"Terry McLaurin right end for 6 yards. Terry McLaurin fumbles (forced by Eddie Jackson), recovered by Terry McLaurin at WAS-42 (tackle by Eddie Jackson)",1.33,1.6,6.0,2022,81
3.0,12:49,2.0,4.0,WAS 42,3.0,0.0,Antonio Gibson right guard for 2 yards (tackle by Roquan Smith and Jaquan Brisker),1.6,1.16,6.0,2022,81
3.0,12:07,3.0,2.0,WAS 44,3.0,0.0,Carson Wentz sacked by Al-Quadin Muhammad for no gain,1.16,-0.46,6.0,2022,81
3.0,11:27,4.0,2.0,WAS 44,3.0,0.0,Tress Way punts 50 yards downed by Christian Holmes,-0.46,0.38,6.0,2022,81
3.0,11:13,1.0,10.0,CHI 6,3.0,0.0,David Montgomery left guard for 2 yards (tackle by Jamin Davis),-0.38,-0.63,6.0,2022,81
3.0,10:31,2.0,8.0,CHI 8,3.0,0.0,Justin Fields pass incomplete deep right intended for Darnell Mooney,-0.63,-1.19,6.0,2022,81
3.0,10:28,3.0,8.0,CHI 8,3.0,0.0,Justin Fields pass complete short left to Velus Jones for 10 yards (tackle by James Smith-Williams and Cole Holcomb),-1.19,0.04,6.0,2022,81
