Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Falcons,14.0,11.56,6.55,4.96,0.0,-0.59,-7.62,7.73,9.35,-1.69,-3.31,1.89,0.38,-0.65,0.0,6.0,2022,82
49ers,-14.0,0.59,7.62,-7.73,-9.35,-11.56,-6.55,-4.96,0.0,1.69,-1.89,3.31,0.65,-0.38,0.0,6.0,2022,82
