Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Colts,9.25,21.98,24.27,-0.29,0.0,-16.47,-5.17,-13.63,1.66,3.81,0.32,2.62,0.45,-0.9,1.32,6.0,2022,85
Jaguars,-9.25,16.47,5.17,13.63,-1.66,-21.98,-24.27,0.29,0.0,-3.81,-2.62,-0.32,0.9,-0.45,-1.32,6.0,2022,85
