Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Jets won the coin toss and deferred, Packers to receive the opening kickoff.",,,6.0,2022,86
1.0,15:00,,,NYJ 35,0.0,0.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,86
1.0,15:00,1.0,10.0,GNB 25,0.0,0.0,AJ Dillon right guard for 1 yard (tackle by Jordan Whitehead and Quincy Williams),0.61,0.2,6.0,2022,86
1.0,14:24,2.0,9.0,GNB 26,0.0,0.0,Aaron Rodgers pass incomplete short middle intended for Allen Lazard (defended by Sauce Gardner),0.2,-0.49,6.0,2022,86
1.0,14:19,3.0,9.0,GNB 26,0.0,0.0,"Aaron Rodgers pass short right intended for Robert Tonyan is intercepted by Sauce Gardner at GB-35 and returned for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Aaron Rodgers pass incomplete short right intended for Robert Tonyan",-0.49,-1.63,6.0,2022,86
1.0,14:15,4.0,9.0,GNB 26,0.0,0.0,"Pat O'Donnell punts 60 yards, returned by Braxton Berrios for 19 yards (tackle by Dallin Leavitt and Jack Coco). Penalty on Ashtyn Davis: Offensive Holding, 10 yards (accepted)",-1.63,-0.48,6.0,2022,86
1.0,14:03,1.0,10.0,NYJ 23,0.0,0.0,Breece Hall up the middle for 3 yards (tackle by Dean Lowry and Quay Walker),0.48,0.34,6.0,2022,86
1.0,13:23,2.0,7.0,NYJ 26,0.0,0.0,Zach Wilson pass complete short right to Michael Carter for 6 yards (tackle by Eric Stokes),0.34,0.43,6.0,2022,86
1.0,12:42,3.0,1.0,NYJ 32,0.0,0.0,Zach Wilson pass incomplete short left intended for Garrett Wilson,0.43,-1.24,6.0,2022,86
1.0,12:37,4.0,1.0,NYJ 32,0.0,0.0,"Braden Mann punts 50 yards, returned by Amari Rodgers for 3 yards (tackle by Justin Hardee)",-1.24,-0.34,6.0,2022,86
1.0,12:29,1.0,10.0,GNB 21,0.0,0.0,Aaron Jones left end for -5 yards (tackle by Quinnen Williams),0.34,-1.01,6.0,2022,86
1.0,11:50,2.0,15.0,GNB 16,0.0,0.0,"Aaron Rodgers sacked by Quinnen Williams for -8 yards. Aaron Rodgers fumbles (forced by Quinnen Williams), recovered by Aaron Jones at GB-8 (tackle by Quinnen Williams)",-1.01,-2.94,6.0,2022,86
1.0,11:01,3.0,23.0,GNB 8,0.0,0.0,Aaron Rodgers pass complete short right to Robert Tonyan for 10 yards (tackle by Michael Carter),-2.94,-2.24,6.0,2022,86
1.0,10:23,4.0,13.0,GNB 18,0.0,0.0,"Pat O'Donnell punts 62 yards, returned by Braxton Berrios for 4 yards (tackle by Keisean Nixon)",-2.24,-0.54,6.0,2022,86
1.0,10:12,1.0,10.0,NYJ 24,0.0,0.0,Breece Hall right end for 9 yards (tackle by Darnell Savage and Quay Walker),0.54,1.21,6.0,2022,86
1.0,9:31,2.0,1.0,NYJ 33,0.0,0.0,Breece Hall right guard for 2 yards (tackle by Jarran Reed),1.21,1.27,6.0,2022,86
1.0,8:54,1.0,10.0,NYJ 35,0.0,0.0,Zach Wilson pass incomplete short middle intended for Corey Davis (defended by Dean Lowry),1.27,0.72,6.0,2022,86
1.0,8:49,2.0,10.0,NYJ 35,0.0,0.0,Michael Carter right tackle for 4 yards (tackle by De'Vondre Campbell and Kenny Clark),0.72,0.56,6.0,2022,86
1.0,8:12,3.0,6.0,NYJ 39,0.0,0.0,"Zach Wilson scrambles left end for 4 yards (tackle by Rudy Ford). Penalty on Alijah Vera-Tucker: Illegal Motion, 5 yards (declined)",0.56,-0.52,6.0,2022,86
1.0,7:58,4.0,2.0,NYJ 43,0.0,0.0,"Braden Mann punts 43 yards, returned by Amari Rodgers for 7 yards (tackle by Ashtyn Davis)",-0.52,-0.34,6.0,2022,86
1.0,7:48,1.0,10.0,GNB 21,0.0,0.0,Aaron Rodgers pass complete short right to Aaron Jones for 6 yards (tackle by C.J. Mosley),0.34,0.61,6.0,2022,86
1.0,7:23,2.0,4.0,GNB 27,0.0,0.0,AJ Dillon up the middle for -2 yards (tackle by Vinny Curry),0.61,-0.36,6.0,2022,86
1.0,6:40,3.0,6.0,GNB 25,0.0,0.0,Aaron Rodgers pass incomplete deep right intended for Aaron Jones (no play),-0.36,1.6,6.0,2022,86
1.0,6:28,1.0,10.0,GNB 40,0.0,0.0,Aaron Rodgers pass complete short middle to Romeo Doubs for 7 yards (tackle by D.J. Reed),1.6,2.0,6.0,2022,86
1.0,5:49,2.0,3.0,GNB 47,0.0,0.0,"Penalty on Elgton Jenkins: False Start, 5 yards (accepted) (no play)",2.0,1.32,6.0,2022,86
1.0,5:32,2.0,8.0,GNB 42,0.0,0.0,Aaron Rodgers pass incomplete short middle intended for AJ Dillon,1.32,0.63,6.0,2022,86
1.0,5:27,3.0,8.0,GNB 42,0.0,0.0,Aaron Rodgers pass complete short left to Romeo Doubs for 3 yards (tackle by Quincy Williams),0.63,-0.39,6.0,2022,86
1.0,4:47,4.0,5.0,GNB 45,0.0,0.0,"Pat O'Donnell punts 40 yards, fair catch by Braxton Berrios at NYJ-15",-0.39,0.22,6.0,2022,86
1.0,4:40,1.0,10.0,NYJ 15,0.0,0.0,Zach Wilson pass complete short right to C.J. Uzomah for 3 yards (tackle by Adrian Amos),-0.22,-0.28,6.0,2022,86
1.0,4:00,2.0,7.0,NYJ 18,0.0,0.0,Breece Hall left tackle for 1 yard (tackle by Jarran Reed and Jonathan Garvin),-0.28,-0.88,6.0,2022,86
1.0,3:18,3.0,6.0,NYJ 19,0.0,0.0,Zach Wilson sacked by Rashan Gary for -7 yards,-0.88,-2.49,6.0,2022,86
1.0,2:35,4.0,13.0,NYJ 12,0.0,0.0,"Braden Mann punts 61 yards, returned by Amari Rodgers for no gain (tackle by Justin Hardee)",-2.49,-0.74,6.0,2022,86
1.0,2:22,1.0,10.0,GNB 27,0.0,0.0,Aaron Rodgers pass incomplete short middle intended for Romeo Doubs (defended by C.J. Mosley),0.74,0.2,6.0,2022,86
1.0,2:16,2.0,10.0,GNB 27,0.0,0.0,Aaron Rodgers pass complete short right to Romeo Doubs for 3 yards (tackle by C.J. Mosley),0.2,-0.1,6.0,2022,86
1.0,1:43,3.0,7.0,GNB 30,0.0,0.0,Aaron Rodgers pass complete deep left to Allen Lazard for 35 yards (tackle by Lamarcus Joyner),-0.1,3.25,6.0,2022,86
1.0,1:09,1.0,10.0,NYJ 35,0.0,0.0,AJ Dillon left guard for 5 yards (tackle by Jordan Whitehead),3.25,3.38,6.0,2022,86
1.0,0:33,2.0,5.0,NYJ 30,0.0,0.0,Aaron Rodgers pass incomplete short right intended for Juwann Winfree,3.38,2.68,6.0,2022,86
1.0,0:30,3.0,5.0,NYJ 30,0.0,0.0,AJ Dillon up the middle for 1 yard (tackle by Quinnen Williams and Quincy Williams),2.68,1.56,6.0,2022,86
2.0,15:00,4.0,4.0,NYJ 29,0.0,0.0,Mason Crosby 47 yard field goal no good blocked by Quinnen Williams,1.56,-1.4,6.0,2022,86
2.0,14:54,1.0,10.0,NYJ 37,0.0,0.0,Zach Wilson sacked by Kingsley Enagbare for -4 yards,1.4,0.32,6.0,2022,86
2.0,14:06,2.0,14.0,NYJ 33,0.0,0.0,"Zach Wilson pass incomplete deep left intended for Elijah Moore. Penalty on Duane Brown: Chop Block, 15 yards (accepted) (no play)",0.32,-1.82,6.0,2022,86
2.0,14:06,2.0,29.0,NYJ 18,0.0,0.0,Zach Wilson pass complete short left to Breece Hall for 3 yards (tackle by Quay Walker),-1.82,-1.95,6.0,2022,86
2.0,13:28,3.0,26.0,NYJ 21,0.0,0.0,Breece Hall for 9 yards (tackle by Rudy Ford),-1.95,-1.37,6.0,2022,86
2.0,12:52,4.0,17.0,NYJ 30,0.0,0.0,Braden Mann punts 6 yards downed by Micheal Clemons,-1.37,-3.18,6.0,2022,86
2.0,12:41,1.0,10.0,NYJ 36,0.0,0.0,"Aaron Jones left tackle for 4 yards (tackle by Lamarcus Joyner). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted)",3.18,2.79,6.0,2022,86
2.0,12:19,1.0,16.0,NYJ 42,0.0,0.0,Aaron Rodgers pass incomplete short right intended for Aaron Jones,2.79,1.83,6.0,2022,86
2.0,12:13,2.0,16.0,NYJ 42,0.0,0.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 7 yards (tackle by Jordan Whitehead),1.83,2.08,6.0,2022,86
2.0,11:49,3.0,9.0,NYJ 35,0.0,0.0,Aaron Rodgers sacked by Sheldon Rankins for -9 yards,2.08,0.33,6.0,2022,86
2.0,11:07,4.0,18.0,NYJ 44,0.0,0.0,Pat O'Donnell punts 36 yards out of bounds,0.33,0.38,6.0,2022,86
2.0,10:59,1.0,10.0,NYJ 8,0.0,0.0,Zach Wilson pass incomplete short middle intended for Garrett Wilson (defended by Jaire Alexander),-0.38,-0.78,6.0,2022,86
2.0,10:55,,,,,,Timeout #1 by New York Jets,,,6.0,2022,86
2.0,10:55,2.0,10.0,NYJ 8,0.0,0.0,Zach Wilson pass incomplete short right,-0.78,-1.42,6.0,2022,86
2.0,10:50,3.0,10.0,NYJ 8,0.0,0.0,Zach Wilson pass complete short middle to Garrett Wilson for 8 yards (tackle by Darnell Savage),-1.42,-2.39,6.0,2022,86
2.0,10:00,4.0,2.0,NYJ 16,0.0,0.0,"Braden Mann punts 58 yards, returned by Amari Rodgers for 8 yards (tackle by Brandin Echols). Penalty on Eric Wilson: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-2.39,-0.54,6.0,2022,86
2.0,10:00,1.0,10.0,GNB 24,0.0,0.0,AJ Dillon right guard for 6 yards (tackle by Vinny Curry and Nathan Shepherd),0.54,0.81,6.0,2022,86
2.0,9:26,2.0,4.0,GNB 30,0.0,0.0,AJ Dillon up the middle for 3 yards (tackle by Quincy Williams and C.J. Mosley),0.81,0.5,6.0,2022,86
2.0,8:48,3.0,1.0,GNB 33,0.0,0.0,"Aaron Rodgers aborted snap, recovered by Lamarcus Joyner at GB-34 and returned for 1 yard",0.5,-3.31,6.0,2022,86
2.0,8:44,1.0,10.0,GNB 34,0.0,0.0,Breece Hall right tackle for 9 yards (tackle by Jaire Alexander and De'Vondre Campbell),3.31,3.99,6.0,2022,86
2.0,8:08,2.0,1.0,GNB 25,0.0,0.0,Breece Hall up the middle for 7 yards (tackle by De'Vondre Campbell and Jonathan Garvin),3.99,4.37,6.0,2022,86
2.0,7:25,1.0,10.0,GNB 18,0.0,0.0,Breece Hall right end for 1 yard (tackle by Jarran Reed),4.37,3.94,6.0,2022,86
2.0,6:49,2.0,9.0,GNB 17,0.0,0.0,Breece Hall right end for 3 yards (tackle by Adrian Amos),3.94,3.63,6.0,2022,86
2.0,5:59,3.0,6.0,GNB 14,0.0,0.0,Zach Wilson pass incomplete short middle intended for Corey Davis (defended by Darnell Savage),3.63,2.53,6.0,2022,86
2.0,5:50,4.0,6.0,GNB 14,3.0,0.0,Greg Zuerlein 32 yard field goal good,2.53,3.0,6.0,2022,86
2.0,5:46,,,NYJ 35,3.0,0.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,86
2.0,5:46,1.0,10.0,GNB 25,3.0,0.0,Aaron Rodgers pass incomplete deep left intended for Romeo Doubs,0.61,0.06,6.0,2022,86
2.0,5:40,2.0,10.0,GNB 25,3.0,0.0,Aaron Rodgers pass complete short right to Robert Tonyan for 6 yards (tackle by Quincy Williams),0.06,0.17,6.0,2022,86
2.0,5:09,3.0,4.0,GNB 31,3.0,0.0,Aaron Rodgers pass complete deep right to Robert Tonyan for 16 yards (tackle by Jordan Whitehead),0.17,2.06,6.0,2022,86
2.0,4:30,1.0,10.0,GNB 47,3.0,0.0,Aaron Jones up the middle for 1 yard (tackle by C.J. Mosley and Micheal Clemons),2.06,1.65,6.0,2022,86
2.0,3:49,2.0,9.0,GNB 48,3.0,0.0,AJ Dillon up the middle for 5 yards (tackle by Vinny Curry),1.65,1.62,6.0,2022,86
2.0,3:10,3.0,4.0,NYJ 47,3.0,0.0,Aaron Rodgers pass complete short left to AJ Dillon for 1 yard (tackle by Jordan Whitehead and C.J. Mosley),1.62,0.2,6.0,2022,86
2.0,2:26,4.0,3.0,NYJ 46,3.0,0.0,Aaron Rodgers pass incomplete deep right intended for Romeo Doubs,0.2,-1.99,6.0,2022,86
2.0,2:20,1.0,10.0,NYJ 46,3.0,0.0,Breece Hall left end for 11 yards (tackle by Quay Walker),1.99,2.72,6.0,2022,86
2.0,2:00,1.0,10.0,GNB 43,3.0,0.0,Zach Wilson pass complete short right to Breece Hall for 2 yards (tackle by Preston Smith),2.72,2.45,6.0,2022,86
