Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA,week,year,game_id
2.0,1:24,2.0,8.0,GNB 41,3.0,0.0,Zach Wilson pass complete short middle to Braxton Berrios for 6 yards (tackle by Jaire Alexander),2.45,2.54,6.0,2022,86
2.0,0:42,3.0,2.0,GNB 35,3.0,0.0,Zach Wilson pass incomplete short left intended for Garrett Wilson (defended by Jaire Alexander),2.54,0.99,6.0,2022,86
2.0,0:36,4.0,2.0,GNB 35,3.0,0.0,Greg Zuerlein 53 yard field goal no good,0.99,-1.8,6.0,2022,86
2.0,0:31,1.0,10.0,GNB 43,3.0,0.0,Aaron Rodgers pass complete short right to Robert Tonyan for 10 yards (tackle by Sauce Gardner),1.8,2.46,6.0,2022,86
2.0,0:26,1.0,10.0,NYJ 47,3.0,0.0,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Michael Carter),2.46,2.99,6.0,2022,86
2.0,0:22,2.0,2.0,NYJ 39,3.0,0.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 12 yards (tackle by D.J. Reed),2.99,3.78,6.0,2022,86
2.0,0:14,1.0,10.0,NYJ 27,3.0,0.0,Aaron Rodgers pass complete short right to Romeo Doubs for 8 yards (tackle by Sauce Gardner),3.78,4.35,6.0,2022,86
2.0,0:09,,,,,,Timeout #1 by Green Bay Packers,,,6.0,2022,86
2.0,0:09,,,,,,Timeout #2 by New York Jets,,,6.0,2022,86
2.0,0:09,2.0,2.0,NYJ 19,3.0,0.0,Aaron Rodgers pass complete short left to Allen Lazard for 8 yards (tackle by C.J. Mosley),4.35,4.84,6.0,2022,86
2.0,0:03,,,,,,Timeout #2 by Green Bay Packers,,,6.0,2022,86
2.0,0:03,1.0,10.0,NYJ 11,3.0,3.0,Mason Crosby 29 yard field goal good,4.84,3.0,6.0,2022,86
3.0,15:00,,,GNB 35,3.0,3.0,"Mason Crosby kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,86
3.0,15:00,1.0,10.0,NYJ 25,3.0,3.0,Breece Hall right end for 1 yard (tackle by Kenny Clark and Quay Walker),0.61,0.2,6.0,2022,86
3.0,14:20,2.0,9.0,NYJ 26,3.0,3.0,Zach Wilson pass incomplete short left intended for Tyler Conklin,0.2,-0.49,6.0,2022,86
3.0,14:11,3.0,9.0,NYJ 26,3.0,3.0,Zach Wilson pass incomplete short left intended for Garrett Wilson (defended by Jaire Alexander),-0.49,-1.63,6.0,2022,86
3.0,14:05,4.0,9.0,NYJ 26,3.0,3.0,"Braden Mann punts 50 yards, returned by Amari Rodgers for 4 yards (tackle by Jamien Sherwood and Marcell Harris)",-1.63,-0.81,6.0,2022,86
3.0,13:55,1.0,10.0,GNB 28,3.0,3.0,Aaron Jones right end for no gain (tackle by Quincy Williams),0.81,0.26,6.0,2022,86
3.0,13:28,2.0,10.0,GNB 28,3.0,3.0,Aaron Rodgers pass complete short right to Josiah Deguara for 9 yards (tackle by Michael Carter),0.26,0.76,6.0,2022,86
3.0,12:42,3.0,1.0,GNB 37,3.0,3.0,Aaron Jones up the middle for 2 yards (tackle by Carl Lawson and Quincy Williams),0.76,1.53,6.0,2022,86
3.0,12:05,1.0,10.0,GNB 39,3.0,3.0,Aaron Jones left end for 7 yards (tackle by D.J. Reed and C.J. Mosley),1.53,1.93,6.0,2022,86
3.0,11:20,2.0,3.0,GNB 46,3.0,3.0,Aaron Rodgers pass incomplete short right intended for AJ Dillon,1.93,1.22,6.0,2022,86
3.0,11:16,3.0,3.0,GNB 46,3.0,3.0,Aaron Rodgers sacked by John Franklin-Myers for -7 yards,1.22,-0.78,6.0,2022,86
3.0,10:32,4.0,10.0,GNB 39,3.0,3.0,"Pat O'Donnell punts 46 yards, returned by Braxton Berrios for 11 yards (tackle by Isaiah McDuffie)",-0.78,-0.67,6.0,2022,86
3.0,10:21,1.0,10.0,NYJ 26,3.0,3.0,Breece Hall left guard for 2 yards (tackle by Kingsley Enagbare),0.67,0.4,6.0,2022,86
3.0,9:44,2.0,8.0,NYJ 28,3.0,3.0,Zach Wilson pass complete short left to Corey Davis for 11 yards (tackle by Jaire Alexander and Adrian Amos),0.4,1.53,6.0,2022,86
3.0,9:04,1.0,10.0,NYJ 39,3.0,3.0,Zach Wilson pass complete deep right to Corey Davis for 41 yards (tackle by Eric Stokes),1.53,4.24,6.0,2022,86
3.0,8:19,1.0,10.0,GNB 20,9.0,3.0,"Braxton Berrios left end for 20 yards, touchdown",4.24,7.0,6.0,2022,86
3.0,8:11,,,GNB 15,10.0,3.0,Greg Zuerlein kicks extra point good,0.0,0.0,6.0,2022,86
3.0,8:11,,,NYJ 35,10.0,3.0,"Greg Zuerlein kicks off 67 yards, returned by Keisean Nixon for 32 yards (tackle by Jamien Sherwood)",0.0,0.94,6.0,2022,86
3.0,8:06,1.0,10.0,GNB 30,10.0,3.0,Aaron Rodgers pass incomplete short middle,0.94,0.39,6.0,2022,86
3.0,7:58,2.0,10.0,GNB 30,10.0,3.0,AJ Dillon left end for 19 yards (tackle by Quincy Williams and Lamarcus Joyner),0.39,2.19,6.0,2022,86
3.0,7:16,1.0,10.0,GNB 49,10.0,3.0,AJ Dillon up the middle for 2 yards (tackle by Carl Lawson and Quinnen Williams),2.19,1.92,6.0,2022,86
3.0,6:36,2.0,8.0,NYJ 49,10.0,3.0,Aaron Rodgers pass incomplete short right intended for Romeo Doubs (defended by Sauce Gardner),1.92,1.22,6.0,2022,86
3.0,6:29,3.0,8.0,NYJ 49,10.0,3.0,Aaron Rodgers sacked by Quinnen Williams for -12 yards,1.22,-0.78,6.0,2022,86
3.0,5:52,4.0,20.0,GNB 39,16.0,3.0,"Pat O'Donnell punts blocked by Micheal Clemons, touchdown",-0.78,-7.0,6.0,2022,86
3.0,5:43,,,GNB 15,17.0,3.0,Greg Zuerlein kicks extra point good,0.0,0.0,6.0,2022,86
3.0,5:43,,,NYJ 35,17.0,3.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,86
3.0,5:43,1.0,10.0,GNB 25,17.0,3.0,Aaron Jones up the middle for 3 yards (tackle by Nathan Shepherd and Quincy Williams),0.61,0.4,6.0,2022,86
3.0,5:16,2.0,8.0,GNB 28,17.0,3.0,Aaron Rodgers pass complete short middle to Aaron Jones for 5 yards (tackle by C.J. Mosley),0.4,0.43,6.0,2022,86
3.0,4:38,3.0,2.0,GNB 33,17.0,3.0,"Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Sauce Gardner). Penalty on Jordan Whitehead: Unnecessary Roughness / Defense, 15 yards (accepted) (no play). Penalty on Sauce Gardner: Defensive Pass Interference (Declined)",0.43,2.13,6.0,2022,86
3.0,4:31,1.0,10.0,GNB 48,17.0,3.0,AJ Dillon left tackle for 1 yard (tackle by Quincy Williams),2.13,1.72,6.0,2022,86
3.0,4:08,2.0,9.0,GNB 49,17.0,3.0,Aaron Rodgers pass complete short left to AJ Dillon for 7 yards (tackle by Quincy Williams),1.72,1.95,6.0,2022,86
3.0,3:13,3.0,2.0,NYJ 44,17.0,3.0,"Aaron Rodgers pass incomplete short middle intended for AJ Dillon. Penalty on C.J. Mosley: Illegal Contact, 5 yards (accepted) (no play)",1.95,2.98,6.0,2022,86
3.0,3:13,1.0,10.0,NYJ 39,17.0,3.0,Aaron Rodgers pass complete short left to Aaron Jones for 14 yards (tackle by C.J. Mosley),2.98,3.91,6.0,2022,86
3.0,2:40,1.0,10.0,NYJ 25,17.0,9.0,"Aaron Rodgers pass complete deep right to Allen Lazard for 25 yards, touchdown",3.91,7.0,6.0,2022,86
3.0,2:35,,,NYJ 15,17.0,10.0,Mason Crosby kicks extra point good,0.0,0.0,6.0,2022,86
3.0,2:35,,,GNB 35,17.0,10.0,"Penalty on NYJ: Roughing the Passer, 15 yards (accepted) (no play)",0.0,-2.26,6.0,2022,86
3.0,2:35,1.0,10.0,GNB 50,17.0,10.0,"Mason Crosby kicks off 45 yards, returned by Braxton Berrios for 29 yards (tackle by Adrian Amos)",2.26,1.2,6.0,2022,86
3.0,2:31,1.0,10.0,NYJ 34,17.0,10.0,Breece Hall right guard for 1 yard (tackle by Rasul Douglas),1.2,0.79,6.0,2022,86
3.0,1:53,2.0,9.0,NYJ 35,17.0,10.0,Zach Wilson pass complete short left to C.J. Uzomah for 14 yards (tackle by De'Vondre Campbell),0.79,2.19,6.0,2022,86
3.0,1:06,1.0,10.0,NYJ 49,17.0,10.0,Michael Carter left end for 1 yard (tackle by Jarran Reed),2.19,1.78,6.0,2022,86
3.0,0:26,2.0,9.0,GNB 50,17.0,10.0,Zach Wilson pass complete short middle to Tyler Conklin for 16 yards (tackle by Rasul Douglas),1.78,3.31,6.0,2022,86
4.0,15:00,1.0,10.0,GNB 34,23.0,10.0,"Breece Hall up the middle for 34 yards, touchdown",3.31,7.0,6.0,2022,86
4.0,14:52,,,GNB 15,24.0,10.0,Greg Zuerlein kicks extra point good,0.0,0.0,6.0,2022,86
4.0,14:52,,,NYJ 35,24.0,10.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,86
4.0,14:52,1.0,10.0,GNB 25,24.0,10.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 5 yards (tackle by Jordan Whitehead and Quincy Williams),0.61,0.74,6.0,2022,86
4.0,14:19,2.0,5.0,GNB 30,24.0,10.0,Aaron Jones up the middle for 4 yards (tackle by John Franklin-Myers and Quincy Williams),0.74,0.56,6.0,2022,86
4.0,13:39,3.0,1.0,GNB 34,24.0,10.0,Aaron Rodgers pass incomplete deep left intended for Allen Lazard (defended by Sauce Gardner),0.56,-1.11,6.0,2022,86
4.0,13:31,4.0,1.0,GNB 34,24.0,10.0,Aaron Jones right guard for 3 yards (tackle by Lamarcus Joyner),-1.11,1.4,6.0,2022,86
4.0,13:06,1.0,10.0,GNB 37,24.0,10.0,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,1.4,0.86,6.0,2022,86
4.0,13:01,2.0,10.0,GNB 37,24.0,10.0,Aaron Rodgers pass complete short right to Allen Lazard for 8 yards,0.86,1.22,6.0,2022,86
4.0,12:26,3.0,2.0,GNB 45,24.0,10.0,Aaron Rodgers pass complete short right to Robert Tonyan for 8 yards (tackle by Quincy Williams),1.22,2.46,6.0,2022,86
4.0,11:47,1.0,10.0,NYJ 47,24.0,10.0,Aaron Rodgers pass complete short right to Amari Rodgers for 14 yards (tackle by Sauce Gardner),2.46,3.38,6.0,2022,86
4.0,11:19,1.0,10.0,NYJ 33,24.0,10.0,Aaron Rodgers pass complete short left to AJ Dillon for 3 yards (tackle by Michael Carter and C.J. Mosley),3.38,3.24,6.0,2022,86
4.0,10:43,2.0,7.0,NYJ 30,24.0,10.0,"Aaron Rodgers pass complete to Juwann Winfree for no gain (tackle by Brandin Echols). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted) (no play)",3.24,1.89,6.0,2022,86
4.0,10:06,2.0,17.0,NYJ 40,24.0,10.0,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (accepted) (no play)",1.89,1.22,6.0,2022,86
4.0,10:06,2.0,22.0,NYJ 45,24.0,10.0,Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Brandin Echols),1.22,0.56,6.0,2022,86
4.0,9:59,3.0,22.0,NYJ 45,24.0,10.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 8 yards (tackle by Michael Carter and Kwon Alexander),0.56,0.79,6.0,2022,86
4.0,9:21,4.0,14.0,NYJ 37,24.0,10.0,Aaron Rodgers pass incomplete deep middle intended for Robert Tonyan (defended by Kwon Alexander),0.79,-1.4,6.0,2022,86
4.0,9:12,1.0,10.0,NYJ 37,24.0,10.0,Breece Hall left end for 1 yard (tackle by Rashan Gary),1.4,0.99,6.0,2022,86
4.0,8:34,2.0,9.0,NYJ 38,24.0,10.0,Breece Hall right tackle for 12 yards (tackle by Darnell Savage),0.99,2.26,6.0,2022,86
4.0,7:54,1.0,10.0,GNB 50,24.0,10.0,Breece Hall right tackle for 12 yards (tackle by Quay Walker and Adrian Amos),2.26,3.05,6.0,2022,86
4.0,7:10,1.0,10.0,GNB 38,24.0,10.0,Michael Carter left end for 25 yards (tackle by Adrian Amos),3.05,4.71,6.0,2022,86
4.0,6:21,1.0,10.0,GNB 13,24.0,10.0,Michael Carter right tackle for 8 yards (tackle by De'Vondre Campbell),4.71,5.54,6.0,2022,86
4.0,5:37,2.0,2.0,GNB 5,24.0,10.0,Michael Carter left tackle for 1 yard (tackle by Preston Smith),5.54,5.01,6.0,2022,86
4.0,4:57,3.0,1.0,GNB 4,24.0,10.0,Tyler Conklin up the middle for 1 yard (tackle by Dean Lowry),5.01,6.51,6.0,2022,86
4.0,4:07,1.0,3.0,GNB 3,24.0,10.0,Michael Carter right guard for 2 yards (tackle by Kenny Clark and De'Vondre Campbell),6.51,5.91,6.0,2022,86
4.0,3:55,,,,,,Timeout #1 by Green Bay Packers,,,6.0,2022,86
4.0,3:55,2.0,1.0,GNB 1,24.0,10.0,"Breece Hall up the middle for -3 yards (tackle by Adrian Amos and De'Vondre Campbell). Penalty on Tedarrell Slaton: Unsportsmanlike Conduct / Defense, 2 yards (accepted)",5.91,6.74,6.0,2022,86
4.0,3:50,,,,,,Timeout #2 by Green Bay Packers,,,6.0,2022,86
4.0,3:50,1.0,2.0,GNB 2,24.0,10.0,Breece Hall right tackle for -3 yards (tackle by Rashan Gary and De'Vondre Campbell),6.74,5.15,6.0,2022,86
4.0,3:45,2.0,5.0,GNB 5,24.0,10.0,Breece Hall right end for 4 yards (tackle by Eric Stokes),5.15,5.17,6.0,2022,86
4.0,3:36,,,,,,Timeout #3 by Green Bay Packers,,,6.0,2022,86
4.0,3:36,3.0,1.0,GNB 1,24.0,10.0,Zach Wilson left end for no gain (tackle by De'Vondre Campbell). Penalty on Rashan Gary: Defensive Offside (accepted) (no play),5.17,5.17,6.0,2022,86
4.0,3:28,3.0,1.0,GNB 1,24.0,10.0,Zach Wilson up the middle for no gain (tackle by Rashan Gary and Tedarrell Slaton),5.17,3.55,6.0,2022,86
4.0,2:37,4.0,1.0,GNB 1,24.0,10.0,"Penalty on NYJ: Delay of Game, 4 yards (accepted) (no play)",3.55,3.01,6.0,2022,86
4.0,2:37,4.0,5.0,GNB 5,27.0,10.0,Greg Zuerlein 23 yard field goal good,3.01,3.0,6.0,2022,86
4.0,2:34,,,NYJ 35,27.0,10.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,86
4.0,2:34,1.0,10.0,GNB 25,27.0,10.0,Jordan Love pass complete short middle to Robert Tonyan for 8 yards (tackle by Jordan Whitehead),0.61,1.14,6.0,2022,86
4.0,2:12,2.0,2.0,GNB 33,27.0,10.0,Jordan Love pass incomplete short left intended for Romeo Doubs,1.14,0.43,6.0,2022,86
4.0,2:10,3.0,2.0,GNB 33,27.0,10.0,Jordan Love pass complete short left to AJ Dillon for no gain (tackle by C.J. Mosley),0.43,-1.18,6.0,2022,86
