Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Carson Wentz,WAS,0,0,6.0,2022,81
Brian Robinson Jr.,WAS,0,0,6.0,2022,81
Antonio Gibson,WAS,0,0,6.0,2022,81
J.D. McKissic,WAS,0,0,6.0,2022,81
Terry McLaurin,WAS,1,0,6.0,2022,81
Cole Turner,WAS,0,0,6.0,2022,81
Cam Sims,WAS,0,0,6.0,2022,81
Curtis Samuel,WAS,0,0,6.0,2022,81
Dax Milne,WAS,0,0,6.0,2022,81
Dyami Brown,WAS,0,0,6.0,2022,81
Justin Fields,CHI,1,0,6.0,2022,81
Khalil Herbert,CHI,0,0,6.0,2022,81
David Montgomery,CHI,0,0,6.0,2022,81
Velus Jones Jr.,CHI,1,1,6.0,2022,81
Equanimeous St. Brown,CHI,0,0,6.0,2022,81
Dante Pettis,CHI,0,0,6.0,2022,81
Darnell Mooney,CHI,0,0,6.0,2022,81
Cole Kmet,CHI,0,0,6.0,2022,81
Ryan Griffin,CHI,0,0,6.0,2022,81
Ihmir Smith-Marsette,CHI,0,0,6.0,2022,81
