Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Bailey Zappe,NWE,1,1,6.0,2022,84
Rhamondre Stevenson,NWE,0,0,6.0,2022,84
Tyquan Thornton,NWE,0,0,6.0,2022,84
Pierre Strong,NWE,0,0,6.0,2022,84
Kevin Harris,NWE,0,0,6.0,2022,84
DeVante Parker,NWE,0,0,6.0,2022,84
Jonnu Smith,NWE,0,0,6.0,2022,84
Hunter Henry,NWE,0,0,6.0,2022,84
Jakobi Meyers,NWE,0,0,6.0,2022,84
Kendrick Bourne,NWE,0,0,6.0,2022,84
Jacoby Brissett,CLE,2,1,6.0,2022,84
Nick Chubb,CLE,0,0,6.0,2022,84
Kareem Hunt,CLE,0,0,6.0,2022,84
Donovan Peoples-Jones,CLE,0,0,6.0,2022,84
David Njoku,CLE,0,0,6.0,2022,84
Amari Cooper,CLE,0,0,6.0,2022,84
Pharaoh Brown,CLE,0,0,6.0,2022,84
Harrison Bryant,CLE,0,0,6.0,2022,84
Michael Woods II,CLE,0,0,6.0,2022,84
David Bell,CLE,0,0,6.0,2022,84
D'Ernest Johnson,CLE,0,0,6.0,2022,84
Anthony Schwartz,CLE,0,0,6.0,2022,84
