#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:20,SEA 25,8,3:39,54,Field Goal,1,Seahawks,6.0,2022,91
2,2,14:55,SEA 20,3,2:06,7,Punt,1,Seahawks,6.0,2022,91
3,2,10:49,SEA 40,10,4:44,51,Field Goal,1,Seahawks,6.0,2022,91
4,2,3:12,SEA 18,6,1:55,5,Punt,1,Seahawks,6.0,2022,91
5,2,0:55,SEA 32,7,0:55,53,Field Goal,1,Seahawks,6.0,2022,91
6,3,15:00,SEA 25,3,1:34,-11,Punt,1,Seahawks,6.0,2022,91
7,3,9:11,SEA 28,9,5:00,58,Field Goal,1,Seahawks,6.0,2022,91
8,3,2:20,SEA 19,4,1:26,-19,Fumble,1,Seahawks,6.0,2022,91
9,3,0:54,SEA 25,7,2:30,75,Touchdown,1,Seahawks,6.0,2022,91
10,4,10:06,SEA 35,3,1:42,-13,Punt,1,Seahawks,6.0,2022,91
11,4,7:41,ARI 48,3,1:01,2,Punt,1,Seahawks,6.0,2022,91
12,4,3:52,SEA 25,7,2:44,10,Punt,1,Seahawks,6.0,2022,91
