Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Tackles,Tackles,Tackles,Unnamed: 28_level_0
20.0,Fred Warner,28.0,SFO,MLB,17.0,17.0,2.0,58.0,46.0,79.3,389.0,8.5,6.7,3.0,97.5,4.3,147.0,242.0,32.0,3.0,1.0,0.0,1.0,5.0,131.0,17.0,11.5,"PB,AP-1"
21.0,Kevin Byard,31.0,CHI,SS,17.0,17.0,1.0,54.0,38.0,70.4,507.0,13.3,9.4,4.0,116.8,11.8,305.0,202.0,11.0,2.0,0.0,0.0,2.0,4.0,130.0,11.0,7.8,
22.0,T.J. Edwards,28.0,CHI,LLB,17.0,17.0,1.0,71.0,55.0,77.5,504.0,9.2,7.1,0.0,90.3,3.6,147.0,357.0,50.0,2.0,2.0,1.0,4.0,8.0,129.0,5.0,3.7,
23.0,Patrick Queen,25.0,PIT,LILB,17.0,17.0,0.0,76.0,58.0,76.3,561.0,9.7,7.4,4.0,114.0,4.2,183.0,378.0,59.0,2.0,4.0,1.0,1.0,7.0,129.0,9.0,6.5,PB
24.0,Nakobe Dean,24.0,PHI,MLB,15.0,15.0,1.0,45.0,33.0,73.3,290.0,8.8,6.4,0.0,80.8,3.7,80.0,210.0,41.0,0.0,3.0,1.0,3.0,6.0,128.0,11.0,7.9,AP CPoY-17
25.0,Lavonte David,34.0,TAM,LILB,17.0,17.0,1.0,78.0,66.0,84.6,608.0,9.2,7.8,2.0,102.4,4.5,253.0,355.0,80.0,6.0,1.0,1.0,5.5,13.0,122.0,14.0,10.3,
26.0,Xavier Woods,29.0,CAR,FS,17.0,17.0,3.0,51.0,35.0,68.6,426.0,12.2,8.4,5.0,102.2,9.8,304.0,122.0,5.0,1.0,0.0,0.0,0.0,1.0,119.0,10.0,7.8,
27.0,Jeremy Chinn,26.0,WAS,FS,17.0,17.0,1.0,53.0,39.0,73.6,459.0,11.8,8.7,7.0,131.2,9.6,292.0,167.0,22.0,1.0,1.0,0.0,2.0,4.0,117.0,7.0,5.6,
28.0,Dorian Williams,23.0,BUF,RLB,17.0,11.0,0.0,59.0,43.0,72.9,390.0,9.1,6.6,3.0,107.3,4.6,144.0,246.0,41.0,4.0,2.0,0.0,0.0,6.0,117.0,11.0,8.6,
29.0,Quincy Williams,28.0,NYJ,LILB,17.0,17.0,0.0,61.0,45.0,73.8,374.0,8.3,6.1,2.0,100.0,3.0,129.0,245.0,60.0,3.0,1.0,0.0,2.0,6.0,116.0,14.0,10.8,
30.0,Brandon Jones,26.0,DEN,FS,16.0,15.0,3.0,70.0,47.0,67.1,492.0,10.5,7.0,2.0,79.0,7.3,245.0,247.0,14.0,2.0,1.0,0.0,0.0,3.0,115.0,8.0,6.5,
31.0,Jahlani Tavai,28.0,NWE,RILB,17.0,16.0,1.0,55.0,42.0,76.4,431.0,10.3,7.8,1.0,96.9,4.4,170.0,261.0,48.0,5.0,1.0,1.0,1.0,7.0,115.0,8.0,6.5,
32.0,Devin Lloyd,26.0,JAX,RLB,16.0,16.0,1.0,53.0,37.0,69.8,328.0,8.9,6.2,5.0,109.6,4.2,134.0,194.0,27.0,1.0,3.0,0.0,2.0,6.0,113.0,8.0,6.6,
33.0,Blake Cashman,28.0,MIN,RILB,14.0,14.0,0.0,57.0,43.0,75.4,440.0,10.2,7.7,1.0,103.0,5.5,164.0,276.0,108.0,7.0,6.0,3.0,4.5,18.0,112.0,5.0,4.3,
34.0,Grant Delpit,26.0,CLE,SS,16.0,16.0,0.0,49.0,39.0,79.6,472.0,12.1,9.6,4.0,134.0,7.0,201.0,271.0,32.0,1.0,4.0,0.0,1.0,6.0,111.0,6.0,5.1,
35.0,Quentin Lake,25.0,LAR,SS,17.0,16.0,0.0,63.0,41.0,65.1,458.0,11.2,7.3,4.0,107.8,9.1,298.0,160.0,13.0,4.0,1.0,1.0,2.0,7.0,111.0,10.0,8.3,
36.0,Tremaine Edmunds,26.0,CHI,MLB,17.0,17.0,1.0,61.0,38.0,62.3,372.0,9.8,6.1,0.0,72.6,3.7,93.0,279.0,37.0,1.0,2.0,1.0,1.0,4.0,110.0,10.0,8.3,
37.0,Brian Branch,23.0,DET,SS,16.0,16.0,4.0,84.0,51.0,60.7,584.0,11.5,7.0,3.0,73.7,8.7,392.0,192.0,25.0,2.0,5.0,0.0,1.0,8.0,109.0,10.0,8.4,PB
38.0,Julian Love,26.0,SEA,FS,17.0,17.0,3.0,65.0,39.0,60.0,401.0,10.3,6.2,6.0,89.3,8.5,251.0,150.0,10.0,0.0,0.0,0.0,0.0,0.0,109.0,10.0,8.4,
39.0,DeShon Elliott,27.0,PIT,FS,15.0,14.0,1.0,59.0,39.0,66.1,308.0,7.9,5.2,3.0,88.8,6.2,171.0,137.0,22.0,1.0,2.0,1.0,0.0,3.0,108.0,3.0,2.7,
40.0,Foyesade Oluokun,29.0,JAX,MLB,13.0,13.0,1.0,55.0,40.0,72.7,414.0,10.4,7.5,1.0,92.5,5.4,184.0,230.0,19.0,2.0,0.0,2.0,1.0,3.0,108.0,9.0,7.7,
41.0,Kyle Hamilton,23.0,BAL,SS,17.0,17.0,1.0,58.0,42.0,72.4,326.0,7.8,5.6,1.0,84.4,5.2,173.0,153.0,34.0,1.0,4.0,2.0,2.0,7.0,107.0,9.0,7.8,"PB,AP-2,AP DPoY-9"
42.0,Micah McFadden,24.0,NYG,RILB,14.0,14.0,0.0,43.0,36.0,83.7,333.0,9.3,7.7,2.0,114.4,3.8,155.0,178.0,29.0,2.0,2.0,0.0,3.0,8.0,107.0,15.0,12.3,
43.0,Tyrel Dodson,26.0,2TM,LB,17.0,12.0,3.0,54.0,43.0,79.6,357.0,8.3,6.6,1.0,77.2,2.2,65.0,292.0,35.0,1.0,3.0,1.0,2.0,6.0,107.0,13.0,10.8,
43.0,Tyrel Dodson,26.0,SEA,LILB,9.0,9.0,0.0,33.0,27.0,81.8,232.0,8.6,7.0,0.0,96.0,2.1,37.0,195.0,22.0,0.0,1.0,1.0,2.0,3.0,71.0,7.0,9.0,
43.0,Tyrel Dodson,26.0,MIA,LB,8.0,3.0,3.0,21.0,16.0,76.2,125.0,7.8,6.0,1.0,66.7,2.4,28.0,97.0,13.0,1.0,2.0,0.0,0.0,3.0,36.0,6.0,14.3,
44.0,Cody Barton,28.0,DEN,LILB,17.0,14.0,2.0,47.0,41.0,87.2,476.0,11.6,10.1,1.0,98.2,4.3,157.0,319.0,65.0,3.0,0.0,1.0,1.5,5.0,106.0,7.0,6.2,
45.0,Nick Bolton,24.0,KAN,LLB,16.0,16.0,1.0,49.0,39.0,79.6,374.0,9.6,7.6,2.0,103.6,3.9,121.0,253.0,96.0,0.0,3.0,3.0,3.0,7.0,106.0,13.0,10.9,
46.0,Henry To'oTo'o,23.0,HOU,LLB,15.0,15.0,1.0,42.0,35.0,83.3,369.0,10.5,8.8,4.0,125.1,4.4,140.0,229.0,38.0,1.0,0.0,1.0,1.5,3.0,105.0,12.0,10.3,
47.0,Terrel Bernard,25.0,BUF,MLB,13.0,13.0,2.0,59.0,38.0,64.4,379.0,10.0,6.4,2.0,79.7,5.2,152.0,227.0,41.0,3.0,2.0,0.0,1.0,6.0,104.0,8.0,7.1,
48.0,Tre'von Moehrig,25.0,LVR,SS,17.0,17.0,2.0,58.0,38.0,65.5,378.0,9.9,6.5,4.0,92.5,5.3,187.0,191.0,52.0,3.0,1.0,3.0,1.0,6.0,104.0,8.0,7.1,
49.0,Logan Wilson,28.0,CIN,LLB,11.0,11.0,0.0,41.0,35.0,85.4,309.0,8.8,7.5,3.0,122.5,4.1,138.0,171.0,38.0,1.0,4.0,0.0,0.0,5.0,104.0,7.0,6.3,
50.0,Josh Metellus,26.0,MIN,S,17.0,10.0,2.0,73.0,53.0,72.6,608.0,11.5,8.3,1.0,90.4,5.3,293.0,315.0,56.0,5.0,6.0,0.0,0.0,11.0,103.0,3.0,2.8,
51.0,Jessie Bates III,27.0,ATL,SS,17.0,17.0,4.0,51.0,36.0,70.6,345.0,9.6,6.8,5.0,89.1,7.5,190.0,155.0,10.0,2.0,1.0,0.0,1.0,4.0,102.0,8.0,7.3,
52.0,Quay Walker,24.0,GNB,LLB,13.0,13.0,0.0,51.0,41.0,80.4,367.0,9.0,7.2,0.0,96.7,5.2,168.0,199.0,33.0,5.0,0.0,0.0,2.5,8.0,102.0,8.0,7.3,
53.0,Jaylon Jones,22.0,IND,LCB,17.0,17.0,2.0,101.0,67.0,66.3,814.0,12.1,8.1,1.0,86.0,9.5,538.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.0,14.5,
54.0,Frankie Luvu,28.0,WAS,RLB,17.0,17.0,1.0,30.0,22.0,73.3,129.0,5.9,4.3,1.0,78.3,3.0,34.0,95.0,123.0,4.0,5.0,4.0,8.0,18.0,99.0,6.0,5.7,AP-2
55.0,Tyler Nubin,23.0,NYG,FS,13.0,13.0,0.0,40.0,26.0,65.0,340.0,13.1,8.5,0.0,91.7,7.0,192.0,148.0,7.0,0.0,0.0,0.0,0.0,0.0,98.0,5.0,4.9,
56.0,Jordan Poyer,33.0,MIA,FS,16.0,16.0,0.0,50.0,33.0,66.0,490.0,14.8,9.8,2.0,111.2,9.0,268.0,222.0,12.0,2.0,1.0,0.0,0.0,3.0,98.0,12.0,10.9,
57.0,Jalen Thompson,26.0,ARI,SS,15.0,15.0,0.0,47.0,38.0,80.9,442.0,11.6,9.4,2.0,120.0,7.8,277.0,165.0,14.0,0.0,2.0,0.0,0.0,2.0,98.0,6.0,5.8,
58.0,Devon Witherspoon,24.0,SEA,LCB,17.0,17.0,0.0,88.0,62.0,70.5,653.0,10.5,7.4,4.0,106.9,5.4,224.0,429.0,27.0,4.0,1.0,1.0,1.0,6.0,98.0,15.0,13.3,PB
59.0,Josey Jewell,30.0,CAR,RILB,12.0,12.0,1.0,40.0,28.0,70.0,246.0,8.8,6.2,2.0,92.3,4.1,103.0,143.0,33.0,1.0,0.0,1.0,3.5,5.0,97.0,9.0,8.5,
60.0,Isaiah McDuffie,25.0,GNB,RLB,17.0,17.0,0.0,56.0,47.0,83.9,405.0,8.6,7.2,5.0,126.6,3.3,137.0,268.0,17.0,2.0,2.0,0.0,0.5,5.0,97.0,10.0,9.3,
61.0,Camryn Bynum,26.0,MIN,FS,17.0,17.0,3.0,52.0,32.0,61.5,442.0,13.8,8.5,2.0,77.6,12.2,271.0,171.0,7.0,0.0,0.0,0.0,0.0,0.0,96.0,7.0,6.8,
62.0,Minkah Fitzpatrick,28.0,PIT,SS,17.0,17.0,1.0,52.0,41.0,78.8,540.0,13.2,10.4,4.0,127.6,9.6,348.0,192.0,8.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,4.0,PB
63.0,Kenneth Murray,26.0,TEN,LILB,14.0,14.0,1.0,46.0,37.0,80.4,314.0,8.5,6.8,4.0,115.0,3.4,137.0,177.0,31.0,1.0,2.0,0.0,3.5,7.0,95.0,4.0,4.0,
64.0,Drue Tranquill,29.0,KAN,MLB,16.0,16.0,0.0,47.0,33.0,70.2,260.0,7.9,5.5,0.0,83.6,3.4,85.0,175.0,82.0,2.0,6.0,0.0,2.0,11.0,94.0,14.0,13.0,
65.0,Derwin James,28.0,LAC,SS,16.0,16.0,1.0,58.0,36.0,62.1,304.0,8.4,5.2,1.0,74.2,4.8,125.0,179.0,66.0,5.0,0.0,3.0,5.5,11.0,93.0,3.0,3.1,"PB,AP-2"
66.0,Bobby Okereke,28.0,NYG,LILB,12.0,12.0,0.0,49.0,30.0,61.2,284.0,9.5,5.8,1.0,84.1,1.9,48.0,236.0,19.0,1.0,0.0,0.0,2.0,4.0,93.0,8.0,7.9,
67.0,Mike Sainristil,24.0,WAS,RCB,17.0,16.0,2.0,96.0,58.0,60.4,740.0,12.8,7.7,6.0,96.7,11.2,505.0,235.0,4.0,0.0,0.0,0.0,0.0,0.0,93.0,7.0,7.0,AP DRoY-9
68.0,Pete Werner,25.0,NOR,LLB,13.0,13.0,0.0,48.0,38.0,79.2,306.0,8.1,6.4,0.0,93.2,3.5,99.0,207.0,22.0,2.0,0.0,0.0,0.0,2.0,92.0,7.0,7.1,
69.0,Javon Bullard,22.0,GNB,SS,15.0,11.0,0.0,54.0,46.0,85.2,459.0,10.0,8.5,3.0,120.6,5.1,197.0,262.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,9.0,9.1,
70.0,DeMarvion Overshown,24.0,DAL,RLB,13.0,12.0,1.0,52.0,45.0,86.5,497.0,11.0,9.6,2.0,111.3,2.7,122.0,375.0,51.0,6.0,1.0,0.0,5.0,12.0,90.0,12.0,11.8,
71.0,Damar Hamlin,26.0,BUF,SS,14.0,14.0,2.0,37.0,27.0,73.0,396.0,14.7,10.7,2.0,103.0,10.9,271.0,125.0,7.0,0.0,0.0,0.0,0.0,0.0,89.0,7.0,7.3,AP CPoY-4
72.0,Isaiah Pola-Mao,25.0,LVR,FS,17.0,14.0,0.0,49.0,36.0,73.5,540.0,15.0,11.0,3.0,129.6,9.7,342.0,198.0,13.0,1.0,0.0,0.0,1.0,2.0,89.0,14.0,13.6,
73.0,Alontae Taylor,26.0,NOR,LCB,17.0,15.0,0.0,103.0,64.0,62.1,852.0,13.3,8.3,7.0,111.0,9.8,480.0,372.0,15.0,1.0,1.0,0.0,4.0,7.0,89.0,20.0,18.3,
74.0,Tyrice Knight,24.0,SEA,ROLB,16.0,9.0,0.0,45.0,32.0,71.1,259.0,8.1,5.8,0.0,85.3,1.0,-1.0,260.0,22.0,1.0,2.0,1.0,1.5,5.0,88.0,4.0,4.3,
75.0,Xavier McKinney,26.0,GNB,FS,17.0,17.0,8.0,49.0,36.0,73.5,564.0,15.7,11.5,1.0,78.5,13.0,408.0,156.0,13.0,1.0,0.0,0.0,1.0,2.0,88.0,3.0,3.3,"PB,AP-1,AP DPoY-8"
76.0,Keisean Nixon,27.0,GNB,LCB,17.0,15.0,1.0,87.0,50.0,57.5,464.0,9.3,5.3,3.0,78.9,7.4,311.0,153.0,9.0,0.0,3.0,0.0,3.0,6.0,88.0,9.0,9.3,
77.0,Edgerrin Cooper,23.0,GNB,LB,14.0,4.0,1.0,37.0,24.0,64.9,221.0,9.2,6.0,1.0,78.8,4.3,64.0,157.0,32.0,1.0,3.0,1.0,3.5,8.0,87.0,11.0,11.2,AP DRoY-6
78.0,Quan Martin,24.0,WAS,SS,16.0,16.0,1.0,28.0,14.0,50.0,312.0,22.3,11.1,0.0,75.3,13.0,154.0,158.0,5.0,0.0,1.0,0.0,0.0,1.0,87.0,7.0,7.4,
79.0,Justin Reid,27.0,KAN,SS,16.0,16.0,2.0,62.0,48.0,77.4,502.0,10.5,8.1,4.0,108.4,6.8,278.0,224.0,39.0,1.0,2.0,0.0,0.0,3.0,87.0,7.0,7.4,
80.0,Harrison Smith,35.0,MIN,SS,16.0,16.0,3.0,65.0,43.0,66.2,506.0,11.8,7.8,4.0,90.9,10.2,319.0,187.0,44.0,4.0,0.0,2.0,1.0,5.0,87.0,9.0,9.4,
81.0,Julian Blackmon,26.0,IND,FS,16.0,16.0,3.0,36.0,25.0,69.4,434.0,17.4,12.1,3.0,103.2,15.1,308.0,126.0,9.0,0.0,0.0,0.0,0.5,1.0,86.0,14.0,14.0,
82.0,Riley Moss,24.0,DEN,RCB,14.0,14.0,1.0,103.0,67.0,65.0,747.0,11.1,7.3,4.0,95.4,11.2,541.0,206.0,2.0,1.0,0.0,0.0,0.0,1.0,86.0,10.0,10.4,
83.0,Deommodore Lenoir,25.0,SFO,RLB,15.0,15.0,2.0,87.0,54.0,62.1,488.0,9.0,5.6,1.0,71.4,7.9,204.0,284.0,15.0,0.0,0.0,0.0,0.0,0.0,85.0,10.0,10.5,
84.0,Jason Pinnock,25.0,NYG,SS,16.0,16.0,0.0,37.0,26.0,70.3,348.0,13.4,9.4,4.0,135.9,7.7,217.0,131.0,13.0,1.0,0.0,0.0,3.0,4.0,85.0,9.0,9.6,
85.0,Tony Adams,25.0,NYJ,FS,15.0,11.0,1.0,44.0,29.0,65.9,417.0,14.4,9.5,2.0,102.2,9.0,190.0,227.0,15.0,2.0,1.0,0.0,1.0,4.0,84.0,10.0,10.6,
86.0,DeAundre Alford,27.0,ATL,CB,16.0,11.0,0.0,93.0,67.0,72.0,606.0,9.0,6.5,8.0,117.9,7.7,428.0,178.0,13.0,1.0,0.0,0.0,1.0,2.0,83.0,16.0,16.2,
87.0,Kerby Joseph,24.0,DET,FS,17.0,17.0,9.0,43.0,19.0,44.2,330.0,17.4,7.7,1.0,39.1,14.2,209.0,121.0,6.0,1.0,1.0,0.0,0.0,2.0,83.0,5.0,5.7,"AP-1,AP DPoY-6"
88.0,Akeem Davis-Gaither,27.0,CIN,RLB,17.0,7.0,1.0,45.0,35.0,77.8,330.0,9.4,7.3,0.0,88.0,3.9,77.0,253.0,21.0,1.0,1.0,1.0,0.0,2.0,82.0,9.0,9.9,
89.0,Zyon McCollum,25.0,TAM,RCB,17.0,17.0,2.0,108.0,62.0,57.4,839.0,13.5,7.8,4.0,86.9,12.0,502.0,337.0,6.0,1.0,0.0,0.0,0.0,1.0,82.0,13.0,13.7,
90.0,Taylor Rapp,27.0,BUF,FS,14.0,14.0,2.0,32.0,22.0,68.8,343.0,15.6,10.7,3.0,109.2,10.8,194.0,149.0,9.0,0.0,0.0,1.0,0.0,0.0,82.0,2.0,2.4,
91.0,Donovan Wilson,29.0,DAL,FS,17.0,17.0,1.0,38.0,27.0,71.1,366.0,13.6,9.6,6.0,130.0,8.4,190.0,176.0,31.0,3.0,1.0,1.0,4.5,9.0,82.0,8.0,8.9,
92.0,Kyle Dugger,28.0,NWE,FS,13.0,13.0,0.0,46.0,35.0,76.1,357.0,10.2,7.8,6.0,137.4,6.5,194.0,163.0,23.0,0.0,0.0,1.0,1.0,1.0,81.0,15.0,15.6,
93.0,Malik Hooker,28.0,DAL,SS,17.0,17.0,2.0,40.0,25.0,62.5,311.0,12.4,7.8,2.0,82.4,12.1,154.0,157.0,4.0,1.0,1.0,0.0,0.0,2.0,81.0,6.0,6.9,
94.0,Nathan Landman,26.0,ATL,LB,13.0,9.0,0.0,25.0,21.0,84.0,277.0,13.2,11.1,3.0,152.4,2.7,54.0,223.0,13.0,2.0,0.0,1.0,0.0,2.0,81.0,7.0,8.0,
95.0,Ja'Quan McMillian,24.0,DEN,CB,17.0,9.0,2.0,101.0,65.0,64.4,688.0,10.6,6.8,3.0,85.7,7.1,398.0,290.0,22.0,1.0,1.0,0.0,1.0,3.0,81.0,7.0,8.0,
96.0,Byron Murphy,26.0,MIN,RCB,17.0,17.0,6.0,119.0,78.0,65.5,852.0,10.9,7.2,4.0,76.7,9.4,540.0,312.0,4.0,0.0,0.0,0.0,0.0,0.0,81.0,9.0,10.0,PB
97.0,Geno Stone,25.0,CIN,SS,17.0,17.0,4.0,33.0,22.0,66.7,312.0,14.2,9.5,5.0,97.0,14.8,254.0,58.0,16.0,1.0,4.0,0.0,0.0,5.0,81.0,15.0,15.6,
98.0,Christian Elliss,25.0,NWE,LILB,16.0,5.0,1.0,24.0,16.0,66.7,184.0,11.5,7.7,1.0,86.1,9.2,98.0,86.0,23.0,1.0,3.0,0.0,1.5,6.0,80.0,6.0,7.0,
99.0,Martin Emerson,24.0,CLE,RCB,17.0,15.0,0.0,97.0,59.0,60.8,701.0,11.9,7.2,5.0,100.1,11.3,487.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,7.0,8.0,
100.0,Ventrell Miller,25.0,JAX,LLB,15.0,9.0,0.0,27.0,19.0,70.4,164.0,8.6,6.1,0.0,86.0,3.8,54.0,110.0,7.0,1.0,0.0,0.0,0.0,1.0,80.0,10.0,11.1,
101.0,A'Shawn Robinson,29.0,CAR,RDE,16.0,16.0,0.0,1.0,1.0,100.0,3.0,3.0,3.0,0.0,79.2,-5.0,-5.0,8.0,0.0,1.0,2.0,1.0,5.5,9.0,80.0,5.0,5.9,
102.0,De'Vondre Campbell,31.0,SFO,LLB,13.0,12.0,0.0,46.0,38.0,82.6,311.0,8.2,6.8,1.0,102.1,1.3,44.0,267.0,15.0,0.0,1.0,1.0,0.0,1.0,79.0,8.0,9.2,
103.0,Kamren Curl,25.0,LAR,FS,16.0,16.0,0.0,45.0,25.0,55.6,369.0,14.8,8.2,4.0,112.2,10.4,222.0,147.0,22.0,3.0,0.0,1.0,1.0,4.0,79.0,10.0,11.2,
104.0,Andrew Van Ginkel,29.0,MIN,RLB,17.0,17.0,2.0,22.0,19.0,86.4,71.0,3.7,3.2,2.0,72.5,0.5,4.0,67.0,110.0,5.0,9.0,2.0,11.5,26.0,79.0,5.0,6.0,"PB,AP-2,AP DPoY-7"
105.0,Jordan Whitehead,27.0,TAM,FS,12.0,12.0,0.0,34.0,23.0,67.6,307.0,13.3,9.0,3.0,125.5,7.8,156.0,151.0,22.0,0.0,1.0,0.0,0.0,1.0,79.0,3.0,3.7,
106.0,Reed Blankenship,25.0,PHI,FS,15.0,15.0,4.0,40.0,28.0,70.0,336.0,12.0,8.4,2.0,72.5,8.3,216.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,13.0,14.3,
107.0,Bryan Cook,25.0,KAN,FS,17.0,17.0,2.0,47.0,29.0,61.7,397.0,13.7,8.4,3.0,92.2,11.3,247.0,150.0,4.0,0.0,0.0,0.0,0.0,0.0,78.0,5.0,6.0,
108.0,Jordan Hicks,32.0,CLE,LB,12.0,12.0,0.0,39.0,24.0,61.5,252.0,10.5,6.5,0.0,80.3,4.1,101.0,151.0,26.0,3.0,4.0,0.0,2.0,9.0,78.0,2.0,2.5,
