Player,Pos,home_team,team,week,year,game_id
Justin Herbert,QB,1,Chargers,4.0,2023,60
Joshua Kelley,RB,1,Chargers,4.0,2023,60
Keenan Allen,WR,1,Chargers,4.0,2023,60
Quentin Johnston,WR,1,Chargers,4.0,2023,60
Josh Palmer,WR,1,Chargers,4.0,2023,60
Gerald Everett,TE,1,Chargers,4.0,2023,60
Will Clapp,OL,1,Chargers,4.0,2023,60
Jamaree Salyer,OL,1,Chargers,4.0,2023,60
Rashawn Slater,T,1,Chargers,4.0,2023,60
Trey Pipkins,T,1,Chargers,4.0,2023,60
Zion Johnson,G,1,Chargers,4.0,2023,60
Nick Williams,DL,1,Chargers,4.0,2023,60
Sebastian Joseph-Day,DL,1,Chargers,4.0,2023,60
Austin Johnson,DL,1,Chargers,4.0,2023,60
Khalil Mack,OLB,1,Chargers,4.0,2023,60
Tuli Tuipulotu,OLB,1,Chargers,4.0,2023,60
Kenneth Murray,LB,1,Chargers,4.0,2023,60
Eric Kendricks,LB,1,Chargers,4.0,2023,60
Asante Samuel Jr.,CB,1,Chargers,4.0,2023,60
Michael Davis,CB,1,Chargers,4.0,2023,60
Dean Marlowe,FS,1,Chargers,4.0,2023,60
Raheem Layne,S,1,Chargers,4.0,2023,60
