Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Patrick Mahomes,KAN,7,51,0,25,4.0,2023,63
Isiah Pacheco,KAN,20,115,1,48,4.0,2023,63
Skyy Moore,KAN,2,19,0,11,4.0,2023,63
Clyde Edwards-Helaire,KAN,3,12,0,9,4.0,2023,63
Jerick McKinnon,KAN,3,7,0,3,4.0,2023,63
Travis Kelce,KAN,0,0,0,0,4.0,2023,63
Noah Gray,KAN,0,0,0,0,4.0,2023,63
Rashee Rice,KAN,0,0,0,0,4.0,2023,63
Kadarius Toney,KAN,0,0,0,0,4.0,2023,63
Marquez Valdes-Scantling,KAN,0,0,0,0,4.0,2023,63
Justin Watson,KAN,0,0,0,0,4.0,2023,63
Zach Wilson,NYJ,2,14,0,14,4.0,2023,63
Breece Hall,NYJ,6,56,0,43,4.0,2023,63
Dalvin Cook,NYJ,5,16,0,5,4.0,2023,63
Xavier Gipson,NYJ,2,13,0,14,4.0,2023,63
Michael Carter,NYJ,1,9,0,9,4.0,2023,63
Allen Lazard,NYJ,0,0,0,0,4.0,2023,63
Garrett Wilson,NYJ,0,0,0,0,4.0,2023,63
Tyler Conklin,NYJ,0,0,0,0,4.0,2023,63
Jeremy Ruckert,NYJ,0,0,0,0,4.0,2023,63
Randall Cobb,NYJ,0,0,0,0,4.0,2023,63
C.J. Uzomah,NYJ,0,0,0,0,4.0,2023,63
