Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
David Onyemata,ATL,0,0,0,0,0,1.5,7,2,5,1,2,0,0,0,0,4.0,2023,50
Bud Dupree,ATL,0,0,0,0,0,0.5,5,0,5,0,1,0,0,0,0,4.0,2023,50
Richie Grant,ATL,0,0,0,0,0,0.0,11,9,2,0,1,0,0,0,0,4.0,2023,50
Nathan Landman,ATL,0,0,0,0,0,0.0,9,7,2,0,0,0,0,0,0,4.0,2023,50
Jessie Bates III,ATL,0,0,0,0,0,0.0,8,5,3,1,1,0,0,0,1,4.0,2023,50
Calais Campbell,ATL,0,0,0,0,0,0.0,6,1,5,0,1,0,0,0,0,4.0,2023,50
Mike Hughes,ATL,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,4.0,2023,50
Grady Jarrett,ATL,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,4.0,2023,50
DeAundre Alford,ATL,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0,4.0,2023,50
Kaden Elliss,ATL,0,0,0,0,0,0.0,4,2,2,0,1,0,0,0,0,4.0,2023,50
Jeff Okudah,ATL,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,4.0,2023,50
AJ Terrell,ATL,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,4.0,2023,50
Arnold Ebiketie,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,50
Zach Harrison,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,50
Jaylinn Hawkins,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,50
DeMarcco Hellams,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,50
Timmy Horne,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,50
Keith Smith,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,4.0,2023,50
Darious Williams,JAX,1,61,1,61,3,0.0,5,4,1,0,0,0,0,0,0,4.0,2023,50
Andre Cisco,JAX,1,18,0,18,1,0.0,4,4,0,1,0,0,0,0,0,4.0,2023,50
Josh Hines-Allen,JAX,0,0,0,0,0,3.0,3,3,0,2,3,0,0,0,1,4.0,2023,50
Travon Walker,JAX,0,0,0,0,0,1.0,2,2,0,0,2,0,0,0,0,4.0,2023,50
Foyesade Oluokun,JAX,0,0,0,0,0,0.0,9,8,1,3,0,1,0,0,0,4.0,2023,50
Chad Muma,JAX,0,0,0,0,2,0.0,7,3,4,0,0,0,0,0,0,4.0,2023,50
Tyson Campbell,JAX,0,0,0,0,2,0.0,6,5,1,0,0,0,0,0,0,4.0,2023,50
Tre Herndon,JAX,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,4.0,2023,50
Angelo Blackson,JAX,0,0,0,0,0,0.0,2,1,1,0,0,1,0,0,0,4.0,2023,50
Rayshawn Jenkins,JAX,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4.0,2023,50
Roy Robertson-Harris,JAX,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,4.0,2023,50
Andrew Wingard,JAX,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4.0,2023,50
Yasir Abdullah,JAX,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,50
Folorunso Fatukasi,JAX,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2023,50
Adam Gotsis,JAX,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2023,50
K'Lavon Chaisson,JAX,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,4.0,2023,50
Evan Engram,JAX,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,4.0,2023,50
