Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Browns,-25.0,-25.42,-20.32,-4.69,-13.68,-2.36,-8.02,3.83,4.65,2.71,-1.21,3.05,3.5,-4.66,2.03,4.0,2023,55
Ravens,25.0,2.36,8.02,-3.83,-4.65,25.42,20.32,4.69,13.68,-2.71,-3.05,1.21,4.66,-3.5,-2.03,4.0,2023,55
