Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Lamar Jackson,BAL,9,27,2,10,4.0,2023,55
Gus Edwards,BAL,15,48,0,16,4.0,2023,55
Justice Hill,BAL,3,33,0,15,4.0,2023,55
Melvin Gordon,BAL,3,21,0,22,4.0,2023,55
Tyler Huntley,BAL,2,8,0,6,4.0,2023,55
Mark Andrews,BAL,0,0,0,0,4.0,2023,55
Patrick Ricard,BAL,0,0,0,0,4.0,2023,55
Devin Duvernay,BAL,0,0,0,0,4.0,2023,55
Nelson Agholor,BAL,0,0,0,0,4.0,2023,55
Zay Flowers,BAL,1,-6,0,-6,4.0,2023,55
Dorian Thompson-Robinson,CLE,4,24,0,12,4.0,2023,55
Pierre Strong,CLE,5,49,0,40,4.0,2023,55
Jerome Ford,CLE,9,26,0,10,4.0,2023,55
Kareem Hunt,CLE,5,12,0,6,4.0,2023,55
Harrison Bryant,CLE,1,2,0,2,4.0,2023,55
David Njoku,CLE,0,0,0,0,4.0,2023,55
Amari Cooper,CLE,0,0,0,0,4.0,2023,55
Donovan Peoples-Jones,CLE,0,0,0,0,4.0,2023,55
Jordan Akins,CLE,0,0,0,0,4.0,2023,55
Cedric Tillman,CLE,0,0,0,0,4.0,2023,55
Marquise Goodwin,CLE,0,0,0,0,4.0,2023,55
Elijah Moore,CLE,1,-20,0,-20,4.0,2023,55
