Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Gus Edwards,BAL,15,48,0,1.0,9,0.6,39,2.6,3,5.0,4.0,2023,55
Lamar Jackson,BAL,9,27,2,3.0,20,2.2,7,0.8,0,,4.0,2023,55
Melvin Gordon,BAL,3,21,0,1.0,19,6.3,2,0.7,0,,4.0,2023,55
Justice Hill,BAL,3,33,0,2.0,14,4.7,19,6.3,2,1.5,4.0,2023,55
Tyler Huntley,BAL,2,8,0,,4,2.0,4,2.0,1,2.0,4.0,2023,55
Zay Flowers,BAL,1,-6,0,0.0,-6,-6.0,0,0.0,0,,4.0,2023,55
Jerome Ford,CLE,9,26,0,1.0,16,1.8,10,1.1,1,9.0,4.0,2023,55
Kareem Hunt,CLE,5,12,0,1.0,5,1.0,7,1.4,0,,4.0,2023,55
Pierre Strong,CLE,5,49,0,1.0,5,1.0,44,8.8,1,5.0,4.0,2023,55
Dorian Thompson-Robinson,CLE,4,24,0,1.0,15,3.8,9,2.3,2,2.0,4.0,2023,55
Harrison Bryant,CLE,1,2,0,1.0,1,1.0,1,1.0,0,,4.0,2023,55
Elijah Moore,CLE,1,-20,0,,-20,-20.0,0,0.0,0,,4.0,2023,55
