Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Lamar Jackson,BAL,0,0,0,0,0,4.0,2023,55
Gus Edwards,BAL,3,2,1,0,7,4.0,2023,55
Justice Hill,BAL,0,0,0,0,0,4.0,2023,55
Melvin Gordon,BAL,1,1,23,0,23,4.0,2023,55
Tyler Huntley,BAL,0,0,0,0,0,4.0,2023,55
Mark Andrews,BAL,5,5,80,2,36,4.0,2023,55
Patrick Ricard,BAL,1,1,14,0,14,4.0,2023,55
Devin Duvernay,BAL,2,2,8,0,10,4.0,2023,55
Nelson Agholor,BAL,2,1,4,0,4,4.0,2023,55
Zay Flowers,BAL,4,3,56,0,43,4.0,2023,55
Dorian Thompson-Robinson,CLE,0,0,0,0,0,4.0,2023,55
Pierre Strong,CLE,0,0,0,0,0,4.0,2023,55
Jerome Ford,CLE,6,5,19,0,8,4.0,2023,55
Kareem Hunt,CLE,0,0,0,0,0,4.0,2023,55
Harrison Bryant,CLE,1,1,2,0,2,4.0,2023,55
David Njoku,CLE,7,6,46,0,15,4.0,2023,55
Amari Cooper,CLE,6,1,16,0,16,4.0,2023,55
Donovan Peoples-Jones,CLE,4,1,7,0,7,4.0,2023,55
Jordan Akins,CLE,2,1,6,0,6,4.0,2023,55
Cedric Tillman,CLE,3,1,5,0,5,4.0,2023,55
Marquise Goodwin,CLE,1,1,0,0,0,4.0,2023,55
Elijah Moore,CLE,4,2,20,0,13,4.0,2023,55
