#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:35,IND 25,6,3:17,9,Punt,1,Colts,4.0,2023,56
2,1,3:40,IND 25,3,1:08,35,Fumble,1,Colts,4.0,2023,56
3,2,12:52,IND 25,3,1:35,1,Punt,1,Colts,4.0,2023,56
4,2,5:48,IND 25,10,4:03,46,Missed FG,1,Colts,4.0,2023,56
5,3,15:00,IND 25,4,2:18,4,Punt,1,Colts,4.0,2023,56
6,3,7:17,IND 25,4,1:51,75,Touchdown,1,Colts,4.0,2023,56
7,3,5:17,LAR 42,6,1:41,11,Downs,1,Colts,4.0,2023,56
8,4,14:16,IND 38,6,2:31,62,Touchdown,1,Colts,4.0,2023,56
9,4,7:29,IND 17,13,5:33,83,Touchdown,1,Colts,4.0,2023,56
10,4,1:32,IND 35,3,0:23,0,Punt,1,Colts,4.0,2023,56
11,4,0:05,IND 18,1,0:05,-1,End of Half,1,Colts,4.0,2023,56
