Quarter,Time,Tm,Detail,ARI,SFO,week,year,game_id
1.0,9:07,49ers,Christian McCaffrey 1 yard rush (Jake Moody kick),0,7,4.0,2023,61
2.0,14:14,49ers,Christian McCaffrey 18 yard rush (Jake Moody kick),0,14,4.0,2023,61
,8:14,Cardinals,Matt Prater 38 yard field goal,3,14,4.0,2023,61
,5:22,49ers,Christian McCaffrey 6 yard pass from Brock Purdy (Jake Moody kick),3,21,4.0,2023,61
,0:23,Cardinals,Michael Wilson 16 yard pass from Joshua Dobbs (Matt Prater kick),10,21,4.0,2023,61
3.0,4:12,Cardinals,Michael Wilson 8 yard pass from Joshua Dobbs (run failed),16,21,4.0,2023,61
4.0,14:22,49ers,Christian McCaffrey 2 yard rush (Jake Moody kick),16,28,4.0,2023,61
,1:59,49ers,Brock Purdy 1 yard rush (Jake Moody kick),16,35,4.0,2023,61
