Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Texans,24.0,15.66,17.19,0.3,0.0,8.54,9.69,-1.15,2.56,-2.59,-3.13,2.22,0.58,-2.61,0.35,4.0,2023,57
Steelers,-24.0,-8.54,-9.69,1.15,-2.56,-15.66,-17.19,-0.3,0.0,2.59,-2.22,3.13,2.61,-0.58,-0.35,4.0,2023,57
