Unnamed: 0,PIT,HOU,week,year,game_id
First Downs,12,24,4.0,2023,57
Rush-Yds-TDs,25-114-0,38-139-0,4.0,2023,57
Cmp-Att-Yd-TD-INT,18-28-132-0-1,17-31-312-3-0,4.0,2023,57
Sacked-Yards,3-21,0-0,4.0,2023,57
Net Pass Yards,111,312,4.0,2023,57
Total Yards,225,451,4.0,2023,57
Fumbles-Lost,2-0,2-0,4.0,2023,57
Turnovers,1,0,4.0,2023,57
Penalties-Yards,2-18,8-63,4.0,2023,57
Third Down Conv.,6-14,6-12,4.0,2023,57
Fourth Down Conv.,0-1,0-1,4.0,2023,57
Time of Possession,27:25,32:35,4.0,2023,57
