Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
De'Von Achane,MIA,8,101,2,4.0,35,4.4,66,8.3,4,2.0,4.0,2023,51
Raheem Mostert,MIA,7,9,0,1.0,2,0.3,7,1.0,0,,4.0,2023,51
Tua Tagovailoa,MIA,2,7,0,1.0,4,2.0,3,1.5,1,2.0,4.0,2023,51
Braxton Berrios,MIA,1,11,0,1.0,1,1.0,10,10.0,1,1.0,4.0,2023,51
Tyreek Hill,MIA,1,14,0,1.0,0,0.0,14,14.0,1,1.0,4.0,2023,51
James Cook,BUF,12,29,1,2.0,14,1.2,15,1.3,0,,4.0,2023,51
Damien Harris,BUF,6,29,0,3.0,9,1.5,20,3.3,2,3.0,4.0,2023,51
Josh Allen,BUF,4,17,1,1.0,15,3.8,2,0.5,0,,4.0,2023,51
Latavius Murray,BUF,4,32,0,2.0,10,2.5,22,5.5,1,4.0,4.0,2023,51
Kyle Allen,BUF,3,-3,0,,-3,-1.0,0,0.0,0,,4.0,2023,51
