Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Joshua Dobbs,ARI,12,48,0,5.0,46,3.8,2,0.2,0,,4.0,2023,61
James Conner,ARI,11,52,0,1.0,36,3.3,16,1.5,0,,4.0,2023,61
Emari Demercado,ARI,1,3,0,0.0,0,0.0,3,3.0,0,,4.0,2023,61
Zeke Turner,ARI,1,2,0,1.0,2,2.0,0,0.0,0,,4.0,2023,61
Christian McCaffrey,SFO,20,106,3,8.0,65,3.3,41,2.1,0,,4.0,2023,61
Jordan Mason,SFO,3,10,0,0.0,6,2.0,4,1.3,0,,4.0,2023,61
Deebo Samuel,SFO,3,6,0,1.0,5,1.7,1,0.3,0,,4.0,2023,61
Kyle Juszczyk,SFO,2,3,0,,3,1.5,0,0.0,0,,4.0,2023,61
Brock Purdy,SFO,2,0,1,1.0,0,0.0,0,0.0,0,,4.0,2023,61
Sam Darnold,SFO,1,-1,0,,-1,-1.0,0,0.0,0,,4.0,2023,61
