Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Mac Jones,NWE,3,7,0,4,4.0,2023,62
Bailey Zappe,NWE,0,0,0,0,4.0,2023,62
Rhamondre Stevenson,NWE,14,30,0,8,4.0,2023,62
Ezekiel Elliott,NWE,6,16,0,9,4.0,2023,62
Hunter Henry,NWE,0,0,0,0,4.0,2023,62
Demario Douglas,NWE,0,0,0,0,4.0,2023,62
Kendrick Bourne,NWE,0,0,0,0,4.0,2023,62
DeVante Parker,NWE,0,0,0,0,4.0,2023,62
JuJu Smith-Schuster,NWE,0,0,0,0,4.0,2023,62
Mike Gesicki,NWE,0,0,0,0,4.0,2023,62
Dak Prescott,DAL,1,-1,0,-1,4.0,2023,62
Cooper Rush,DAL,3,-2,0,0,4.0,2023,62
Tony Pollard,DAL,11,47,0,16,4.0,2023,62
KaVontae Turpin,DAL,1,46,0,46,4.0,2023,62
CeeDee Lamb,DAL,1,12,0,12,4.0,2023,62
Rico Dowdle,DAL,3,9,0,9,4.0,2023,62
Deuce Vaughn,DAL,8,9,0,3,4.0,2023,62
Hunter Luepke,DAL,2,4,1,3,4.0,2023,62
Jake Ferguson,DAL,0,0,0,0,4.0,2023,62
Michael Gallup,DAL,0,0,0,0,4.0,2023,62
Jalen Tolbert,DAL,0,0,0,0,4.0,2023,62
Brandin Cooks,DAL,0,0,0,0,4.0,2023,62
Luke Schoonmaker,DAL,0,0,0,0,4.0,2023,62
