Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Baker Mayfield,TAM,25,32,246,3,1,1,7,42,116.9,4.0,2023,58
Chris Godwin,TAM,0,1,0,0,0,0,0,0,39.6,4.0,2023,58
Rachaad White,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Ke'Shawn Vaughn,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Deven Thompkins,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Mike Evans,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Cade Otton,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Trey Palmer,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Rakim Jarrett,TAM,0,0,0,0,0,0,0,0,,4.0,2023,58
Derek Carr,NOR,23,37,127,0,0,2,10,20,68.2,4.0,2023,58
Taysom Hill,NOR,1,1,13,0,0,1,3,13,118.7,4.0,2023,58
Jameis Winston,NOR,0,1,0,0,1,0,0,0,0.0,4.0,2023,58
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
Adam Prentice,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
Kendre Miller,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
Michael Thomas,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
Chris Olave,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
Lynn Bowden Jr.,NOR,0,0,0,0,0,0,0,0,,4.0,2023,58
