Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Matthew Stafford,LAR,0,0,0,0,0,4.0,2023,56
Kyren Williams,LAR,3,3,24,0,13,4.0,2023,56
Ronnie Rivers,LAR,2,2,10,0,10,4.0,2023,56
Puka Nacua,LAR,10,9,163,1,32,4.0,2023,56
Tyler Higbee,LAR,11,5,64,0,33,4.0,2023,56
Van Jefferson,LAR,3,2,29,0,16,4.0,2023,56
Tutu Atwell,LAR,9,5,24,0,11,4.0,2023,56
Brycen Hopkins,LAR,1,1,5,0,5,4.0,2023,56
Anthony Richardson,IND,0,0,0,0,0,4.0,2023,56
Zack Moss,IND,1,0,0,0,0,4.0,2023,56
Trey Sermon,IND,0,0,0,0,0,4.0,2023,56
Andrew Ogletree,IND,4,3,48,1,22,4.0,2023,56
Alec Pierce,IND,2,1,38,0,38,4.0,2023,56
Mo Alie-Cox,IND,1,1,35,1,35,4.0,2023,56
Josh Downs,IND,3,2,34,0,30,4.0,2023,56
Kylen Granson,IND,5,2,24,0,17,4.0,2023,56
Michael Pittman Jr.,IND,5,1,15,0,15,4.0,2023,56
Isaiah McKenzie,IND,3,1,6,0,6,4.0,2023,56
