Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Aidan O'Connell,LVR,0,0,0,0,0,4.0,2023,60
Josh Jacobs,LVR,11,8,81,0,21,4.0,2023,60
Zamir White,LVR,0,0,0,0,0,4.0,2023,60
Davante Adams,LVR,13,8,75,0,19,4.0,2023,60
Jakobi Meyers,LVR,4,2,33,0,25,4.0,2023,60
Ameer Abdullah,LVR,2,2,14,0,10,4.0,2023,60
Jakob Johnson,LVR,2,1,12,0,12,4.0,2023,60
Hunter Renfrow,LVR,4,2,12,0,12,4.0,2023,60
Austin Hooper,LVR,2,1,11,0,11,4.0,2023,60
Justin Herbert,LAC,0,0,0,0,0,4.0,2023,60
Joshua Kelley,LAC,0,0,0,0,0,4.0,2023,60
Derius Davis,LAC,2,2,16,0,11,4.0,2023,60
Isaiah Spiller,LAC,2,2,15,0,10,4.0,2023,60
Josh Palmer,LAC,8,3,77,0,51,4.0,2023,60
Keenan Allen,LAC,5,3,32,1,22,4.0,2023,60
Quentin Johnston,LAC,3,1,18,0,18,4.0,2023,60
Gerald Everett,LAC,2,2,9,0,6,4.0,2023,60
Donald Parham,LAC,1,0,0,0,0,4.0,2023,60
Stone Smartt,LAC,1,0,0,0,0,4.0,2023,60
