Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Eagles,3.0,18.21,14.15,4.41,0.0,-17.68,-8.83,-7.6,0.0,2.47,-4.99,3.05,0.8,-0.6,4.21,4.0,2023,59
Commanders,-3.0,17.68,8.83,7.6,0.0,-18.21,-14.15,-4.41,0.0,-2.47,-3.05,4.99,0.6,-0.8,-4.21,4.0,2023,59
