Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Joshua Dobbs,ARI,12,48,0,12,4.0,2023,61
James Conner,ARI,11,52,0,11,4.0,2023,61
Emari Demercado,ARI,1,3,0,3,4.0,2023,61
Zeke Turner,ARI,1,2,0,2,4.0,2023,61
Marquise Brown,ARI,0,0,0,0,4.0,2023,61
Michael Wilson,ARI,0,0,0,0,4.0,2023,61
Zach Ertz,ARI,0,0,0,0,4.0,2023,61
Zach Pascal,ARI,0,0,0,0,4.0,2023,61
Trey McBride,ARI,0,0,0,0,4.0,2023,61
Rondale Moore,ARI,0,0,0,0,4.0,2023,61
Geoff Swaim,ARI,0,0,0,0,4.0,2023,61
Brock Purdy,SFO,2,0,1,1,4.0,2023,61
Christian McCaffrey,SFO,20,106,3,18,4.0,2023,61
Jordan Mason,SFO,3,10,0,4,4.0,2023,61
Deebo Samuel,SFO,3,6,0,5,4.0,2023,61
Kyle Juszczyk,SFO,2,3,0,3,4.0,2023,61
Brandon Aiyuk,SFO,0,0,0,0,4.0,2023,61
Ray-Ray McCloud,SFO,0,0,0,0,4.0,2023,61
George Kittle,SFO,0,0,0,0,4.0,2023,61
Willie Snead,SFO,0,0,0,0,4.0,2023,61
Ronnie Bell,SFO,0,0,0,0,4.0,2023,61
Sam Darnold,SFO,1,-1,0,-1,4.0,2023,61
