Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Sam Howell,WAS,0,0,4.0,2023,59
Brian Robinson Jr.,WAS,1,0,4.0,2023,59
Antonio Gibson,WAS,1,0,4.0,2023,59
Logan Thomas,WAS,0,0,4.0,2023,59
Curtis Samuel,WAS,0,0,4.0,2023,59
Terry McLaurin,WAS,0,0,4.0,2023,59
Dyami Brown,WAS,0,0,4.0,2023,59
Jahan Dotson,WAS,0,0,4.0,2023,59
Byron Pringle,WAS,0,0,4.0,2023,59
John Bates,WAS,0,0,4.0,2023,59
Jalen Hurts,PHI,0,0,4.0,2023,59
D'Andre Swift,PHI,0,0,4.0,2023,59
Kenneth Gainwell,PHI,1,0,4.0,2023,59
A.J. Brown,PHI,0,0,4.0,2023,59
DeVonta Smith,PHI,0,0,4.0,2023,59
Dallas Goedert,PHI,0,0,4.0,2023,59
Olamide Zaccheaus,PHI,0,0,4.0,2023,59
