#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,KAN 25,8,3:25,57,Field Goal,0,Chiefs,4.0,2023,63
2,1,10:35,KAN 31,5,2:03,69,Touchdown,0,Chiefs,4.0,2023,63
3,1,6:12,KAN 11,6,2:48,89,Touchdown,0,Chiefs,4.0,2023,63
4,2,14:11,KAN 4,2,0:51,-4,Safety,0,Chiefs,4.0,2023,63
5,2,9:50,KAN 25,1,0:08,0,Interception,0,Chiefs,4.0,2023,63
6,2,6:26,KAN 25,10,4:11,56,Field Goal,0,Chiefs,4.0,2023,63
7,2,0:26,KAN 42,1,0:08,0,Interception,0,Chiefs,4.0,2023,63
8,3,10:40,KAN 25,3,1:46,-6,Punt,0,Chiefs,4.0,2023,63
9,3,7:21,KAN 12,4,2:02,20,Punt,0,Chiefs,4.0,2023,63
10,3,3:14,KAN 12,14,7:23,80,Field Goal,0,Chiefs,4.0,2023,63
11,4,7:24,NYJ 47,15,7:24,45,End of Game,0,Chiefs,4.0,2023,63
