Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Blake Brandel,T,68,100%,0,0%,5,16%,1,Vikings,13.0,2022,185
Ezra Cleveland,G,68,100%,0,0%,5,16%,1,Vikings,13.0,2022,185
Brian O'Neill,T,68,100%,0,0%,5,16%,1,Vikings,13.0,2022,185
Ed Ingram,G,68,100%,0,0%,5,16%,1,Vikings,13.0,2022,185
Garrett Bradbury,C,68,100%,0,0%,0,0%,1,Vikings,13.0,2022,185
Kirk Cousins,QB,68,100%,0,0%,0,0%,1,Vikings,13.0,2022,185
Justin Jefferson,WR,65,96%,0,0%,0,0%,1,Vikings,13.0,2022,185
T.J. Hockenson,TE,61,90%,0,0%,0,0%,1,Vikings,13.0,2022,185
Adam Thielen,WR,59,87%,0,0%,0,0%,1,Vikings,13.0,2022,185
Dalvin Cook,RB,51,75%,0,0%,0,0%,1,Vikings,13.0,2022,185
K.J. Osborn,WR,45,66%,0,0%,0,0%,1,Vikings,13.0,2022,185
Johnny Mundt,TE,24,35%,0,0%,0,0%,1,Vikings,13.0,2022,185
Alexander Mattison,RB,17,25%,0,0%,7,22%,1,Vikings,13.0,2022,185
C.J. Ham,FB,14,21%,0,0%,21,66%,1,Vikings,13.0,2022,185
Jalen Reagor,WR,2,3%,0,0%,2,6%,1,Vikings,13.0,2022,185
Jalen Nailor,WR,1,1%,0,0%,21,66%,1,Vikings,13.0,2022,185
Oli Udoh,G,1,1%,0,0%,5,16%,1,Vikings,13.0,2022,185
Patrick Peterson,CB,0,0%,85,100%,6,19%,1,Vikings,13.0,2022,185
Eric Kendricks,LB,0,0%,85,100%,6,19%,1,Vikings,13.0,2022,185
Camryn Bynum,FS,0,0%,85,100%,0,0%,1,Vikings,13.0,2022,185
Harrison Smith,SS,0,0%,85,100%,0,0%,1,Vikings,13.0,2022,185
Chandon Sullivan,CB,0,0%,74,87%,0,0%,1,Vikings,13.0,2022,185
Jordan Hicks,LB,0,0%,68,80%,6,19%,1,Vikings,13.0,2022,185
Danielle Hunter,LB,0,0%,67,79%,0,0%,1,Vikings,13.0,2022,185
Za'Darius Smith,LB,0,0%,64,75%,0,0%,1,Vikings,13.0,2022,185
Dalvin Tomlinson,DT,0,0%,58,68%,6,19%,1,Vikings,13.0,2022,185
Harrison Phillips,DT,0,0%,53,62%,0,0%,1,Vikings,13.0,2022,185
Akayleb Evans,CB,0,0%,50,59%,0,0%,1,Vikings,13.0,2022,185
D.J. Wonnum,LB,0,0%,47,55%,13,41%,1,Vikings,13.0,2022,185
Duke Shelley,CB,0,0%,35,41%,8,25%,1,Vikings,13.0,2022,185
Khyiris Tonga,NT,0,0%,29,34%,6,19%,1,Vikings,13.0,2022,185
Patrick Jones II,LB,0,0%,20,24%,20,63%,1,Vikings,13.0,2022,185
James Lynch,NT,0,0%,18,21%,6,19%,1,Vikings,13.0,2022,185
Jonathan Bullard,DE,0,0%,6,7%,0,0%,1,Vikings,13.0,2022,185
Brian Asamoah,LB,0,0%,4,5%,21,66%,1,Vikings,13.0,2022,185
Josh Metellus,SS,0,0%,2,2%,27,84%,1,Vikings,13.0,2022,185
Kris Boyd,CB,0,0%,0,0%,27,84%,1,Vikings,13.0,2022,185
Theo Jackson,DB,0,0%,0,0%,27,84%,1,Vikings,13.0,2022,185
Troy Dye,LB,0,0%,0,0%,21,66%,1,Vikings,13.0,2022,185
William Kwenkeu,LB,0,0%,0,0%,14,44%,1,Vikings,13.0,2022,185
Nick Muse,TE,0,0%,0,0%,12,38%,1,Vikings,13.0,2022,185
Greg Joseph,K,0,0%,0,0%,11,34%,1,Vikings,13.0,2022,185
Andrew DePaola,LS,0,0%,0,0%,11,34%,1,Vikings,13.0,2022,185
Ryan Wright,P,0,0%,0,0%,11,34%,1,Vikings,13.0,2022,185
Kene Nwangwu,RB,0,0%,0,0%,7,22%,1,Vikings,13.0,2022,185
Austin Schlottmann,G,0,0%,0,0%,5,16%,1,Vikings,13.0,2022,185
Chris Reed,G,0,0%,0,0%,5,16%,1,Vikings,13.0,2022,185
