Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Andy Dalton,NOR,0,0,0,0,0,13.0,2022,195
Taysom Hill,NOR,3,2,35,1,30,13.0,2022,195
Mark Ingram,NOR,5,5,22,0,7,13.0,2022,195
Alvin Kamara,NOR,3,2,11,0,8,13.0,2022,195
Adam Prentice,NOR,0,0,0,0,0,13.0,2022,195
Rashid Shaheed,NOR,4,4,75,0,40,13.0,2022,195
Chris Olave,NOR,6,4,65,0,26,13.0,2022,195
Adam Trautman,NOR,3,2,28,0,20,13.0,2022,195
Jarvis Landry,NOR,3,2,14,0,8,13.0,2022,195
Marquez Callaway,NOR,1,0,0,0,0,13.0,2022,195
Tom Brady,TAM,0,0,0,0,0,13.0,2022,195
Leonard Fournette,TAM,7,6,32,0,11,13.0,2022,195
Rachaad White,TAM,8,6,41,1,12,13.0,2022,195
Chris Godwin,TAM,13,8,63,0,14,13.0,2022,195
Mike Evans,TAM,4,4,59,0,22,13.0,2022,195
Julio Jones,TAM,6,3,28,0,15,13.0,2022,195
Cade Otton,TAM,10,6,28,1,10,13.0,2022,195
Ko Kieft,TAM,2,1,12,0,12,13.0,2022,195
Russell Gage,TAM,1,1,11,0,11,13.0,2022,195
Scott Miller,TAM,2,1,7,0,7,13.0,2022,195
