Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Tony Fields,CLE,1,16,1,16,1,0.0,4,3,1,0,0,1,1,0,1,13.0,2022,182
John Johnson,CLE,1,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Sione Takitaki,CLE,0,0,0,0,0,0.0,9,1,8,0,0,0,0,0,0,13.0,2022,182
Denzel Ward,CLE,0,0,0,0,1,0.0,6,3,3,0,1,1,4,1,0,13.0,2022,182
Perrion Winfrey,CLE,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,13.0,2022,182
Grant Delpit,CLE,0,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0,13.0,2022,182
Jeremiah Owusu-Koramoah,CLE,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,13.0,2022,182
Greg Newsome II,CLE,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,13.0,2022,182
Alex Wright,CLE,0,0,0,0,1,0.0,4,1,3,0,0,0,0,0,0,13.0,2022,182
Taven Bryan,CLE,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,13.0,2022,182
Myles Garrett,CLE,0,0,0,0,0,0.0,3,3,0,1,1,0,0,0,0,13.0,2022,182
A.J. Green,CLE,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,13.0,2022,182
Greedy Williams,CLE,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,13.0,2022,182
Jadeveon Clowney,CLE,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,13.0,2022,182
Jordan Elliott,CLE,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,13.0,2022,182
Martin Emerson,CLE,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,13.0,2022,182
Deion Jones,CLE,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,13.0,2022,182
Joel Bitonio,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Mike Brown,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Ronnie Harrison,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Charley Hughlett,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Jordan Kunaszyk,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,13.0,2022,182
Donovan Peoples-Jones,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Wyatt Teller,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Chase Winovich,CLE,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Kareem Hunt,CLE,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,13.0,2022,182
Jalen Pitre,HOU,1,29,0,29,1,0.0,16,9,7,0,0,0,0,0,0,13.0,2022,182
Ogbonnia Okoronkwo,HOU,0,0,0,0,0,1.0,4,3,1,1,1,0,0,0,0,13.0,2022,182
Christian Kirksey,HOU,0,0,0,0,0,0.0,7,5,2,1,0,0,0,0,0,13.0,2022,182
Christian Harris,HOU,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,13.0,2022,182
Desmond King,HOU,0,0,0,0,0,0.0,5,2,3,0,0,1,15,0,0,13.0,2022,182
Roy Lopez,HOU,0,0,0,0,0,0.0,5,5,0,1,0,0,0,0,0,13.0,2022,182
Jonathan Owens,HOU,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,13.0,2022,182
Tavierre Thomas,HOU,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,2,13.0,2022,182
Steven Nelson,HOU,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,13.0,2022,182
Rasheem Green,HOU,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,13.0,2022,182
Jake Hansen,HOU,0,0,0,0,0,0.0,3,1,2,1,0,0,0,0,0,13.0,2022,182
M.J. Stewart,HOU,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,13.0,2022,182
Mario Addison,HOU,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Blake Cashman,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Maliek Collins,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Jacobi Francis,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Troy Hairston,HOU,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Neville Hewitt,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Kurt Hinish,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Jerry Hughes,HOU,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2022,182
Dare Ogunbowale,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Jalen Reeves-Maybin,HOU,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2022,182
Kyle Allen,HOU,0,0,0,0,0,0.0,0,0,0,0,0,1,-4,0,0,13.0,2022,182
Michael Dwumfour,HOU,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,13.0,2022,182
