Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Taylor Heinicke,WAS,27,41,275,2,0,5,29,28,101.2,13.0,2022,186
Brian Robinson Jr.,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Curtis Samuel,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Jonathan Williams,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Jahan Dotson,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Logan Thomas,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Cam Sims,WAS,0,0,0,0,0,0,0,0,,13.0,2022,186
Daniel Jones,NYG,25,31,200,1,0,4,18,55,104.3,13.0,2022,186
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,13.0,2022,186
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,13.0,2022,186
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,13.0,2022,186
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,13.0,2022,186
Richie James,NYG,0,0,0,0,0,0,0,0,,13.0,2022,186
Matt Breida,NYG,0,0,0,0,0,0,0,0,,13.0,2022,186
