Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Mike White,NYJ,3,7,1,4,13.0,2022,185
Garrett Wilson,NYJ,0,0,0,0,13.0,2022,185
Zonovan Knight,NYJ,15,90,0,48,13.0,2022,185
Elijah Moore,NYJ,1,10,0,10,13.0,2022,185
James Robinson,NYJ,4,10,0,4,13.0,2022,185
Ty Johnson,NYJ,1,3,0,3,13.0,2022,185
Corey Davis,NYJ,0,0,0,0,13.0,2022,185
C.J. Uzomah,NYJ,0,0,0,0,13.0,2022,185
Tyler Conklin,NYJ,0,0,0,0,13.0,2022,185
Braxton Berrios,NYJ,0,0,0,0,13.0,2022,185
Denzel Mims,NYJ,0,0,0,0,13.0,2022,185
Kirk Cousins,MIN,3,9,0,11,13.0,2022,185
Dalvin Cook,MIN,20,86,1,21,13.0,2022,185
Alexander Mattison,MIN,3,14,1,14,13.0,2022,185
Justin Jefferson,MIN,2,11,0,8,13.0,2022,185
Jalen Reagor,MIN,1,8,0,8,13.0,2022,185
T.J. Hockenson,MIN,0,0,0,0,13.0,2022,185
Adam Thielen,MIN,0,0,0,0,13.0,2022,185
K.J. Osborn,MIN,0,0,0,0,13.0,2022,185
Johnny Mundt,MIN,0,0,0,0,13.0,2022,185
