Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Breece Hall,NYJ,17,66,1,5.0,52,3.1,14,0.8,0,,4.0,2022,59
Michael Carter,NYJ,9,15,0,,15,1.7,0,0.0,0,,4.0,2022,59
Zach Wilson,NYJ,2,15,0,0.0,15,7.5,0,0.0,0,,4.0,2022,59
Elijah Moore,NYJ,1,2,0,0.0,2,2.0,0,0.0,0,,4.0,2022,59
Najee Harris,PIT,18,74,0,2.0,44,2.4,30,1.7,0,,4.0,2022,59
Kenny Pickett,PIT,6,15,2,4.0,14,2.3,1,0.2,0,,4.0,2022,59
Jaylen Warren,PIT,3,18,0,1.0,15,5.0,3,1.0,0,,4.0,2022,59
Diontae Johnson,PIT,2,11,0,0.0,11,5.5,0,0.0,0,,4.0,2022,59
Gunner Olszewski,PIT,1,0,0,,0,0.0,0,0.0,0,,4.0,2022,59
Mitchell Trubisky,PIT,1,1,0,0.0,1,1.0,0,0.0,0,,4.0,2022,59
