Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Cole Strange,G,58,100%,0,0%,4,13%,0,Patriots,4.0,2022,62
Michael Onwenu,G,58,100%,0,0%,4,13%,0,Patriots,4.0,2022,62
Trent Brown,T,58,100%,0,0%,4,13%,0,Patriots,4.0,2022,62
David Andrews,C,58,100%,0,0%,0,0%,0,Patriots,4.0,2022,62
DeVante Parker,WR,56,97%,0,0%,0,0%,0,Patriots,4.0,2022,62
Hunter Henry,TE,49,84%,0,0%,3,9%,0,Patriots,4.0,2022,62
Isaiah Wynn,T,48,83%,0,0%,4,13%,0,Patriots,4.0,2022,62
Bailey Zappe,QB,43,74%,0,0%,0,0%,0,Patriots,4.0,2022,62
Nelson Agholor,WR,38,66%,0,0%,0,0%,0,Patriots,4.0,2022,62
Rhamondre Stevenson,RB,32,55%,0,0%,0,0%,0,Patriots,4.0,2022,62
Lil'Jordan Humphrey,WR,31,53%,0,0%,9,28%,0,Patriots,4.0,2022,62
Kendrick Bourne,WR,26,45%,0,0%,0,0%,0,Patriots,4.0,2022,62
Damien Harris,RB,26,45%,0,0%,0,0%,0,Patriots,4.0,2022,62
Marcus Cannon,T,25,43%,0,0%,4,13%,0,Patriots,4.0,2022,62
Jonnu Smith,TE,17,29%,0,0%,2,6%,0,Patriots,4.0,2022,62
Brian Hoyer,QB,15,26%,0,0%,0,0%,0,Patriots,4.0,2022,62
Jonathan Jones,CB,0,0%,73,100%,10,31%,0,Patriots,4.0,2022,62
Devin McCourty,FS,0,0%,73,100%,0,0%,0,Patriots,4.0,2022,62
Jack Jones,DB,0,0%,72,99%,5,16%,0,Patriots,4.0,2022,62
Ja'Whaun Bentley,LB,0,0%,68,93%,8,25%,0,Patriots,4.0,2022,62
Deatrich Wise Jr.,DE,0,0%,64,88%,10,31%,0,Patriots,4.0,2022,62
Matt Judon,LB,0,0%,57,78%,0,0%,0,Patriots,4.0,2022,62
Jahlani Tavai,LB,0,0%,55,75%,24,75%,0,Patriots,4.0,2022,62
Adrian Phillips,SS,0,0%,54,74%,13,41%,0,Patriots,4.0,2022,62
Davon Godchaux,NT,0,0%,48,66%,0,0%,0,Patriots,4.0,2022,62
Christian Barmore,DT,0,0%,46,63%,0,0%,0,Patriots,4.0,2022,62
Kyle Dugger,FS,0,0%,42,58%,11,34%,0,Patriots,4.0,2022,62
Myles Bryant,CB,0,0%,40,55%,6,19%,0,Patriots,4.0,2022,62
Anfernee Jennings,LB,0,0%,28,38%,10,31%,0,Patriots,4.0,2022,62
Daniel Ekuale,DT,0,0%,22,30%,5,16%,0,Patriots,4.0,2022,62
Carl Davis,NT,0,0%,20,27%,9,28%,0,Patriots,4.0,2022,62
Joshua Uche,LB,0,0%,16,22%,10,31%,0,Patriots,4.0,2022,62
Jabrill Peppers,SS,0,0%,15,21%,18,56%,0,Patriots,4.0,2022,62
Mack Wilson,LB,0,0%,10,14%,18,56%,0,Patriots,4.0,2022,62
Matthew Slater,WR,0,0%,0,0%,28,88%,0,Patriots,4.0,2022,62
Cody Davis,FS,0,0%,0,0%,28,88%,0,Patriots,4.0,2022,62
Brenden Schooler,DB,0,0%,0,0%,23,72%,0,Patriots,4.0,2022,62
DaMarcus Mitchell,DE,0,0%,0,0%,18,56%,0,Patriots,4.0,2022,62
Raekwon McMillan,LB,0,0%,0,0%,16,50%,0,Patriots,4.0,2022,62
Jake Bailey,P,0,0%,0,0%,16,50%,0,Patriots,4.0,2022,62
Joe Cardona,LS,0,0%,0,0%,11,34%,0,Patriots,4.0,2022,62
Marcus Jones,DB,0,0%,0,0%,10,31%,0,Patriots,4.0,2022,62
Nick Folk,K,0,0%,0,0%,5,16%,0,Patriots,4.0,2022,62
Pierre Strong,RB,0,0%,0,0%,4,13%,0,Patriots,4.0,2022,62
Sam Roberts,DT,0,0%,0,0%,1,3%,0,Patriots,4.0,2022,62
